ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
NVDA,SHORT,CONVICTION,97.8,BEAR_REJECTION_PENDING,197.31,209.69,176.24,,8,1.7,HOSTILE,193.44,LIMIT,20,VACUUM,2026-07-08,2026-07-08T05:09:25.332231
SM,SHORT,CONVICTION,92.8,BEAR_REJECTION_PENDING,29.22,31.31,25.39,,47,1.84,HOSTILE,29.0,LIMIT,18,CONVICTION,2026-07-08,2026-07-08T05:30:20.903444
SXI,SHORT,CONVICTION,90.6,BEAR_REJECTION_PENDING,315.0,321.38,294.1,283.46,15,3.28,HOSTILE,310.385,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:14:52.782010
CVLT,SHORT,CONVICTION,87.0,BEAR_REJECTION_PENDING,156.06,175.02,148.26,,5,0.41,HOSTILE,153.0,LIMIT,9,CONVICTION,2026-07-08,2026-07-08T05:12:04.247293
NKTR,SHORT,CONVICTION,86.1,BEAR_REJECTION_PENDING,77.32,82.3,68.01,65.44,20,1.87,HOSTILE,75.8,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:20:15.920032
TTAN,SHORT,CONVICTION,83.7,BEAR_REJECTION_PENDING,81.29,92.03,77.23,,9,0.38,HOSTILE,79.7,LIMIT,17,CONVICTION,2026-07-08,2026-07-08T05:19:14.667954
STRO,SHORT,CONVICTION,83.0,BEAR_REJECTION_PENDING,32.77,34.65,28.7,27.92,53,2.17,HOSTILE,32.13,LIMIT,8,CONVICTION,2026-07-08,2026-07-08T05:12:58.479197
AXON,SHORT,CONVICTION,82.0,BEAR_REJECTION_PENDING,625.91,636.46,598.5,598.5,9,2.6,HOSTILE,625.0,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:19:58.237461
SPCX,SHORT,CONVICTION,81.0,BEAR_REJECTION_PENDING,152.2,163.88,144.59,,8,0.65,HOSTILE,149.22,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:09:18.387370
RHLD,SHORT,CONVICTION,80.2,BEAR_REJECTION_PENDING,143.07,146.3,135.97,132.01,30,2.2,HOSTILE,142.35,LIMIT,20,VACUUM,2026-07-08,2026-07-08T05:15:08.954375
VKTX,SHORT,CONVICTION,80.2,BEAR_REJECTION_PENDING,40.5,42.36,35.63,36.11,53,2.62,HOSTILE,40.36,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:17:56.790615
IONQ,SHORT,CONVICTION,79.9,BEAR_REJECTION_PENDING,43.56,49.11,41.39,,18,0.39,HOSTILE,42.71,LIMIT,20,COMPRESSION,2026-07-08,2026-07-08T05:09:55.786558
CBRS,SHORT,CONVICTION,79.4,BEAR_REJECTION_PENDING,170.39,177.69,161.87,,13,1.17,HOSTILE,170.11,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:26:18.259574
CTRN,SHORT,CONVICTION,78.8,BEAR_REJECTION_PENDING,58.21,59.42,51.5,51.5,82,5.57,HOSTILE,57.08,LIMIT,20,COMPRESSION,2026-07-08,2026-07-08T05:14:34.398528
NFLX,SHORT,CONVICTION,78.0,BEAR_REJECTION_PENDING,78.1,79.11,73.76,75.09,98,4.28,HOSTILE,76.91,LIMIT,19,COMPRESSION,2026-07-08,2026-07-08T05:31:10.438543
INTC,SHORT,CONVICTION,77.8,BEAR_REJECTION_PENDING,106.9,122.81,101.55,,6,0.34,HOSTILE,104.8,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:09:26.493170
NKE,SHORT,CONVICTION,77.7,BEAR_REJECTION_PENDING,43.24,45.43,39.61,,45,1.66,HOSTILE,42.39,LIMIT,20,COMPRESSION,2026-07-08,2026-07-08T05:28:13.233201
VLN,SHORT,CONVICTION,77.0,BEAR_REJECTION_PENDING,2.04,2.11,1.91,1.76,1418,1.84,HOSTILE,2.02,LIMIT,20,COMPRESSION,2026-07-08,2026-07-08T05:23:21.664342
TOON,SHORT,CONVICTION,76.4,BEAR_REJECTION_PENDING,0.66,0.69,0.62,0.56,3607,1.53,HOSTILE,0.65,LIMIT,20,MINOR,2026-07-08,2026-07-08T05:23:59.636135
GE,SHORT,CONVICTION,75.5,BEAR_REJECTION_PENDING,360.07,365.45,343.45,329.57,18,3.09,HOSTILE,358.38,LIMIT,20,VACUUM,2026-07-08,2026-07-08T05:30:44.843576
MRLN,SHORT,CONVICTION,75.3,BEAR_REJECTION_PENDING,4.35,4.53,4.13,,556,1.21,HOSTILE,4.33,LIMIT,20,COMPRESSION,2026-07-08,2026-07-08T05:27:00.916626
CMCSA,SHORT,CONVICTION,75.0,BEAR_REJECTION_PENDING,24.08,24.67,22.56,22.41,169,2.58,HOSTILE,23.61,LIMIT,20,COMPRESSION,2026-07-08,2026-07-08T05:29:13.713453
MRCY,SHORT,CONVICTION,74.1,BEAR_REJECTION_PENDING,117.38,119.39,100.0,111.56,49,8.65,HOSTILE,115.83,LIMIT,20,COMPRESSION,2026-07-08,2026-07-08T05:13:12.073307
LEN,SHORT,CONVICTION,74.0,BEAR_REJECTION_PENDING,86.1,87.18,83.8,83.47,92,2.12,HOSTILE,86.0,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:34:32.596443
OFRM,SHORT,CONVICTION,73.9,BEAR_REJECTION_PENDING,22.04,23.72,19.31,,59,1.62,HOSTILE,21.95,LIMIT,14,COMPRESSION,2026-07-08,2026-07-08T05:20:53.358076
OMDA,SHORT,CONVICTION,72.5,BEAR_REJECTION_PENDING,23.5,24.34,21.02,21.04,118,2.95,HOSTILE,23.165,LIMIT,4,COMPRESSION,2026-07-08,2026-07-08T05:18:55.701018
PSIG,SHORT,CONVICTION,72.3,BEAR_REJECTION_PENDING,1.28,1.62,1.22,,297,0.19,HOSTILE,1.27,LIMIT,14,COMPRESSION,2026-07-08,2026-07-08T05:23:40.538681
ALAB,SHORT,CONVICTION,72.0,BEAR_REJECTION_PENDING,357.15,371.26,330.5,,7,1.89,HOSTILE,357.08,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:16:01.878917
NET,SHORT,CONVICTION,72.0,BEAR_REJECTION_PENDING,262.0,266.32,239.29,239.29,23,5.25,HOSTILE,261.73,LIMIT,20,MINOR,2026-07-08,2026-07-08T05:17:14.814423
CHTR,SHORT,CONVICTION,71.9,BEAR_REJECTION_PENDING,139.41,141.95,126.15,127.17,39,5.21,HOSTILE,138.2,LIMIT,20,CONVICTION,2026-07-08,2026-07-08T05:34:53.639132
