ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
SWMR,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,39.8465,1h,log_regression,OUTSIDE_DOWN,-0.053,8,29.64,29.8,weekly,25.21,99.05,lower,40.39,True,False,-1.36,-1.35,109.05,109.05,2.56,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
KYTX,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,8.05,1h,log_regression,AT_LOWER,0.171,8,6.91,7.0,daily,13.04,100.0,nearest_support_gap_hi,7.95,True,True,1.24,1.26,44.35,44.35,3.11,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback
LITE,HIGH_PRIORITY_PRE_TRIGGER,100.0,99.0,99.0,PRE_TRIGGER_COIL,851.0,daily,log_regression,OUTSIDE_DOWN,-0.04,29,779.89,849.47,daily,0.18,98.66,nearest_support_gap_hi,850.0,True,False,0.12,0.12,27.58,27.58,2.29,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close | early_positive_momentum
PAYS,EARLY_RECLAIM_TRIGGER,100.0,93.0,93.0,EARLY_RECLAIM_TRIGGER,13.5694,daily,log_regression,AT_UPPER,0.727,16,9.59,10.36,daily,23.65,99.25,nearest_support_gap_hi,13.5,True,True,0.51,0.51,6.19,6.19,2.66,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.19% from recent high | just-triggered reclaim, still near shelf | coiled/controlled short-term momentum",mid_high_channel_location | early_trigger_not_chase
TER,EARLY_STRUCTURAL_MATCH,100.0,88.0,88.0,TOO_EARLY_OR_LOOSE,372.0,daily,log_regression,AT_LOWER,0.094,17,249.53,258.155,daily,30.6,97.06,nearest_support_gap_hi,364.94,True,True,1.9,1.93,31.16,31.16,2.63,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
FIGS,EARLY_STRUCTURAL_MATCH,100.0,87.0,87.0,TOO_EARLY_OR_LOOSE,15.2099,1h,log_regression,MID,0.357,11,11.24,14.26,daily,6.25,100.0,nearest_support_gap_hi,14.7,True,True,3.35,3.47,14.66,14.66,5.06,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 14.66% from recent high | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
DSGN,EARLY_STRUCTURAL_MATCH,100.0,86.0,86.0,TOO_EARLY_OR_LOOSE,15.53,daily,log_regression,MID,0.494,11,10.97,11.09,weekly,28.59,100.0,nearest_support_gap_hi,14.93,True,True,3.86,4.02,11.08,11.08,,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 11.08% from recent high | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
TSHA,EARLY_STRUCTURAL_MATCH,100.0,83.0,83.0,TOO_EARLY_OR_LOOSE,5.8575,weekly,log_regression,AT_LOWER,0.25,9,3.25,4.035,daily,31.11,100.0,nearest_support_gap_hi,5.73,True,True,2.18,2.23,24.63,24.63,2.77,MIXED_OR_WEAK,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 24.63% from recent high | room back to recent high,too_early_or_loose_for_trigger
ZBIO,EARLY_STRUCTURAL_MATCH,100.0,74.0,74.0,TOO_EARLY_OR_LOOSE,31.86,daily,log_regression,MID,0.511,8,21.8,21.96,daily,31.07,91.55,nearest_support_gap_hi,30.37,True,True,4.68,4.91,6.87,6.87,3.53,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.87% from recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
LFST,EARLY_STRUCTURAL_MATCH,90.1,71.0,71.0,TOO_EARLY_OR_LOOSE,12.05,daily,log_regression,AT_UPPER,0.775,11,10.37,10.66,daily,11.54,99.07,nearest_support_gap_hi,11.51,False,False,4.48,4.69,7.59,7.59,2.66,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.59% from recent high,mid_high_channel_location | too_early_or_loose_for_trigger
