ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
AMZN,BOUNCED_CLEAN,0,0,1.6,3,-0.4,False,0.6,1d,20,436,True,1d,460,True,57,8720,4417.0,1,1,1d.436t~ | 1d.309t~ | 1d.229t~,2026-06-01T09:45:00.000,264.5,2026-06-01T17:30:00.000,257.42,266.285,254.8792,3.49,0,0,False,0.02,30415132,0,2
MASK,BOUNCED_CLEAN,0,0,1.2,2,-0.6,False,1.2,4h,12,24,True,1m,36,False,38437,424,38649.0,69,21,1d.175t | 1d.175t | 1d.125t,2026-05-28T12:15:00.000,5.8998,2026-06-01T04:15:00.000,4.98,7.015,3.6327,1.51,0,0,False,0.01,14267308,0,90
TEAM,BOUNCED_WAITING,0,1,1.7,4,-2.3,False,0.6,15m,5,50,False,1d,658,True,80775,2278,81914.0,66,10,1d.960t | 1d.369t | 1d.274t,2026-06-01T17:00:00.000,115.89,2026-06-01T19:00:00.000,108.5,116.12,107.3948,6.89,10,0,False,0.02,6365757,0,76
