ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
LYFT,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,14.21,16.68,13.5,,40,0.29,14.199999809265137,14.649999618530273,13.84000015258789,17961900.0,1.07,CLOSED,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
ISRG,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,338.5,343.94,329.06,,18,1.73,337.5,341.8299865722656,332.1499938964844,3438600.0,1.1,CLOSED,0.18,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
BKNG,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,174.06,178.75,164.94,160.29,21,1.95,177.4600067138672,180.3000030517578,174.5,5012000.0,2.05,STOPPED,-1.0,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
NEE,SHORT,CONVICTION,97.0,BEAR_REJECTION_PENDING,91.11,93.83,83.0,79.89,36,2.99,89.77999877929688,90.91000366210938,88.43000030517578,11653100.0,-0.76,NO_FILL,0.0,HOSTILE,LIMIT,15,CONVICTION,2026-08-21_1723,2026-07-24
GOOG,SHORT,CONVICTION,96.8,BEAR_REJECTION_PENDING,321.63,343.62,277.54,,4,2.01,319.0899963378906,323.9800109863281,317.5,21630800.0,-0.62,CLOSED,0.12,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
INTC,SHORT,CONVICTION,96.5,BEAR_REJECTION_PENDING,105.98,110.39,97.06,90.86,22,2.02,92.31999969482422,101.73999786376953,91.58000183105469,181132900.0,-11.56,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
ELF,SHORT,CONVICTION,94.6,BEAR_REJECTION_PENDING,77.22,79.43,67.66,67.66,45,4.34,77.36000061035156,77.5,74.2300033569336,1751200.0,1.79,CLOSED_LOSS,-0.06,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
TSLA,SHORT,CONVICTION,93.0,BEAR_REJECTION_PENDING,329.46,375.88,312.99,,2,0.35,313.0299987792969,322.9599914550781,306.510009765625,62760000.0,-3.09,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
HAL,SHORT,CONVICTION,92.2,BEAR_REJECTION_PENDING,33.33,35.29,28.01,28.33,51,2.72,33.36000061035156,33.7400016784668,32.900001525878906,12702300.0,1.83,CLOSED_LOSS,-0.02,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
NOW,SHORT,CONVICTION,92.0,BEAR_REJECTION_PENDING,95.88,103.76,83.21,,12,1.61,98.77999877929688,98.93000030517578,94.87000274658203,29625400.0,5.09,CLOSED_LOSS,-0.37,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
CRCL,SHORT,CONVICTION,90.8,BEAR_REJECTION_PENDING,63.87,66.56,53.8,55.05,37,3.75,62.36000061035156,63.18000030517578,59.959999084472656,8358500.0,-0.42,NO_FILL,0.0,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
VST,SHORT,CONVICTION,89.9,BEAR_REJECTION_PENDING,170.2,174.76,160.99,157.52,21,2.02,163.3800048828125,169.75999450683594,162.30999755859375,2553500.0,-3.33,NO_FILL,0.0,HOSTILE,LIMIT,3,CONVICTION,2026-08-21_1723,2026-07-24
JNJ,SHORT,CONVICTION,89.7,BEAR_REJECTION_PENDING,260.63,264.72,252.76,248.27,24,1.93,263.3999938964844,263.7099914550781,259.6099853515625,6351800.0,1.39,CLOSED_LOSS,-0.68,HOSTILE,LIMIT,20,CONVICTION,2026-08-21_1723,2026-07-24
TREX,SHORT,CONVICTION,89.5,BEAR_REJECTION_PENDING,43.23,44.62,39.43,39.43,71,2.73,43.43000030517578,44.72999954223633,42.119998931884766,1960500.0,1.78,STOPPED,-1.0,HOSTILE,LIMIT,20,VACUUM,2026-08-21_1723,2026-07-24
