ticker,side,stage,conviction,fem,entry,stop,t1,rr,last_px,high,low,volume,chg_pct,outcome,result_r,n_bearish_total,n_bearish_consumed,fresh_bull_5m_below,entry_ready,ath_pct,ath_bucket,checked_at,scan_date
WSC,LONG,BOUNCED_CLEAN,2,,27.035,23.1935,26.64,,26.709999084472656,28.440000534057617,26.459999084472656,4625900.0,-1.2,TARGET_HIT,1.5,0,0,0,False,15.2,BELOW,2026-05-22_1324,2026-05-11
HUBS,LONG,BOUNCED_CLEAN,2,3.83,189.88,187.7388,198.09,3.83,191.33999633789062,206.2050018310547,188.63999938964844,2805900.0,0.77,TARGET_HIT,1.5,0,0,0,False,70.0,DEEP_BELOW,2026-05-22_1324,2026-05-11
WGS,LONG,BOUNCED_CLEAN,2,,39.24,33.6675,37.46,,39.61000061035156,40.40999984741211,38.220001220703125,1817600.0,0.94,TARGET_HIT,1.5,0,0,0,False,77.0,DEEP_BELOW,2026-05-22_1324,2026-05-11
PGY,LONG,BOUNCED_WAITING,1,4.06,14.78,14.3712,16.44,4.06,14.539999961853027,15.098999977111816,14.46500015258789,3753100.0,-1.62,LOSING,-0.59,9,0,0,False,67.1,DEEP_BELOW,2026-05-22_1324,2026-05-11
TSSI,LONG,BOUNCED_WAITING,1,2.52,11.65,9.1916,17.85,2.52,12.199999809265137,12.569999694824219,11.539999961853027,2724000.0,4.72,WINNING,0.22,42,0,0,False,63.5,DEEP_BELOW,2026-05-22_1324,2026-05-11
NTRA,LONG,BOUNCED_WAITING,0,4.05,197.855,189.6499,231.05,4.05,199.13999938964844,202.4199981689453,190.57000732421875,2041700.0,0.65,WINNING,0.16,26,0,0,False,22.8,BELOW,2026-05-22_1324,2026-05-11
CTNT,LONG,BOUNCED_WAITING,0,11.25,2.69,2.5549,4.21,11.25,2.700000047683716,2.7899999618530273,2.5899999141693115,324300.0,0.37,WINNING,0.07,4,0,0,False,99.4,DEEP_BELOW,2026-05-22_1324,2026-05-11
HUBS,LONG,BOUNCED_WAITING,2,34.99,189.88,187.7388,264.81,34.99,191.33999633789062,206.2050018310547,188.63999938964844,2805900.0,0.77,WINNING,0.68,16,0,0,False,70.0,DEEP_BELOW,2026-05-22_1324,2026-05-11
HUBS,LONG,BOUNCED_WAITING,2,32.75,189.88,187.7388,260.01,32.75,191.33999633789062,206.2050018310547,188.63999938964844,2805900.0,0.77,WINNING,0.68,16,0,0,False,70.0,DEEP_BELOW,2026-05-22_1324,2026-05-11
HUBS,LONG,BOUNCED_WAITING,2,11.26,189.88,187.7388,214.0,11.26,191.33999633789062,206.2050018310547,188.63999938964844,2805900.0,0.77,WINNING,0.68,4,0,0,False,70.0,DEEP_BELOW,2026-05-22_1324,2026-05-11
NTRA,LONG,BOUNCED_WAITING,0,3.98,197.855,189.6499,230.5,3.98,199.13999938964844,202.4199981689453,190.57000732421875,2041700.0,0.65,WINNING,0.16,26,0,0,False,22.8,BELOW,2026-05-22_1324,2026-05-11
WGS,LONG,BOUNCED_WAITING,2,5.34,39.24,33.6675,69.0,5.34,39.61000061035156,40.40999984741211,38.220001220703125,1817600.0,0.94,WINNING,0.07,16,0,0,False,77.0,DEEP_BELOW,2026-05-22_1324,2026-05-11
WGS,LONG,BOUNCED_WAITING,2,5.18,39.24,33.6675,68.12,5.18,39.61000061035156,40.40999984741211,38.220001220703125,1817600.0,0.94,WINNING,0.07,11,0,0,False,77.0,DEEP_BELOW,2026-05-22_1324,2026-05-11
NTRA,LONG,BOUNCED_WAITING,0,2.58,197.855,189.6499,218.99,2.58,199.13999938964844,202.4199981689453,190.57000732421875,2041700.0,0.65,WINNING,0.16,15,0,0,False,22.8,BELOW,2026-05-22_1324,2026-05-11
CLIK,LONG,BOUNCED_WAITING,7,5.26,2.4299,1.8464,5.5,5.26,2.259999990463257,3.440000057220459,1.7699999809265137,45990400.0,-6.99,STOPPED,-1.0,25,0,0,False,88.5,DEEP_BELOW,2026-05-22_1324,2026-05-11
CLIK,LONG,BOUNCED_WAITING,7,4.03,2.4299,1.8464,4.78,4.03,2.259999990463257,3.440000057220459,1.7699999809265137,45990400.0,-6.99,STOPPED,-1.0,25,0,0,False,88.5,DEEP_BELOW,2026-05-22_1324,2026-05-11
