ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
DOCN,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,148.0,daily,log_regression,AT_LOWER,0.299,38,130.14,131.5,weekly,11.15,97.93,nearest_support_gap_hi,146.69,True,True,0.89,0.89,26.69,26.69,7.06,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,
TENB,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,36.2,daily,log_regression,AT_LOWER,0.308,14,35.43,35.59,weekly,1.69,100.0,nearest_support_gap_hi,35.59,True,True,1.69,1.71,20.64,20.64,3.65,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 20.64% from recent high | just-triggered reclaim, still near shelf | room back to recent high",early_trigger_not_chase
VITL,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,12.19,1h,log_regression,MID,0.377,14,10.03,10.7,daily,12.22,94.0,nearest_support_gap_hi,12.05,True,True,1.15,1.16,15.3,15.3,2.13,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 15.3% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close
QMCO,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,26.09,daily,log_regression,MID,0.65,27,19.4,20.1,daily,22.96,96.12,nearest_support_gap_hi,26.015,True,False,0.29,0.29,6.55,6.55,11.15,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 6.55% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,mid_high_channel_location
AAL,EARLY_RECLAIM_TRIGGER,100.0,96.0,96.0,EARLY_RECLAIM_TRIGGER,13.58,daily,log_regression,AT_LOWER,0.19,10,12.96,13.28,weekly,2.21,100.0,nearest_support_gap_hi,13.28,True,True,2.21,2.26,38.37,38.37,3.79,OPTIONS_NOT_CHECKED,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | room back to recent high | coiled/controlled short-term momentum",deep_damage_pullback | early_trigger_not_chase
MCHP,HIGH_PRIORITY_PRE_TRIGGER,100.0,94.0,94.0,PRE_TRIGGER_COIL,75.1698,daily,log_regression,AT_LOWER,0.148,24,73.27,74.7,weekly,0.62,98.37,nearest_support_gap_hi,74.7,True,True,0.62,0.63,38.39,38.39,2.02,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | overhead_gap_too_close
RKLB,EARLY_STRUCTURAL_MATCH,77.0,84.0,84.0,TOO_EARLY_OR_LOOSE,69.7754,weekly,log_regression,AT_LOWER,0.03,10,49.055,50.08,weekly,28.23,96.61,lower,67.18,True,True,3.72,3.86,116.41,116.41,2.06,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | too_early_or_loose_for_trigger | overhead_gap_too_close
SGMT,EARLY_STRUCTURAL_MATCH,100.0,80.0,80.0,TOO_EARLY_OR_LOOSE,10.7599,daily,log_regression,MID,0.571,9,5.86,7.21,daily,32.99,100.0,nearest_support_gap_hi,10.69,True,True,0.65,0.65,7.44,7.44,2.7,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.44% from recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
ISRG,HIGH_PRIORITY_PRE_TRIGGER,100.0,69.0,69.0,PRE_TRIGGER_COIL,401.28,45m,log_regression,MID,0.578,31,369.15,374.6,weekly,6.65,100.0,nearest_support_gap_hi,400.16,True,False,0.28,0.28,12.08,12.08,2.11,OPTIONS_NOT_CHECKED,ascending channel/control | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 12.08% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,overhead_gap_too_close
