ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,state,lifecycle_phase
QUCY,101.24,80.98,0.6496,0.3157,0.3229,0.5842,55520960,4007,13853.23,0.8,True,0.3228,0.5842,0.5754,0.6017,11411,99.99,1391.0971,GENESIS,GENESIS
FCHL,75.94,50.38,2.34,1.58,1.75,2.0,16281979,82820,196.59,0.55,True,1.33,2.0,1.97,2.06,3333,99.99,502.0933,GENESIS,GENESIS
WHWK,37.5,9.44,5.39,3.9375,3.95,4.2902,1395814,348,4010.96,0.24,False,3.92,4.2902,4.2258,4.4189,1553,99.94,258.9699,GENESIS,GENESIS
EOSE,46.91,26.09,11.9,8.2,8.28,10.2136,19963913,776214,25.72,0.54,True,8.1,10.2136,10.0604,10.52,652,99.89,208.0641,GENESIS,GENESIS
OCG,57.53,21.51,2.93,2.13,2.2,2.26,13369333,1272643,10.51,0.16,False,1.86,2.26,2.2261,2.3278,2949,99.97,127.7449,GENESIS,GENESIS
WOLF,46.2,19.69,78.54,62.0,62.04,64.3,1794831,294838,6.09,0.14,False,53.72,64.3,63.3355,66.229,103,99.34,82.8571,GENESIS,GENESIS
NBIS,19.73,17.1,214.44,183.4,183.95,209.7341,3164610,564832,5.6,0.85,True,179.11,209.7341,206.5881,216.0261,31,97.53,72.4317,GENESIS,GENESIS
PENG,23.71,16.2,54.5946,50.66,51.26,51.28,381822,97305,3.92,0.16,False,44.13,51.28,50.5108,52.8184,130,100.0,36.9107,GENESIS,GENESIS
QS,9.74,9.62,9.24,8.92,9.0,9.23,1551483,435742,3.56,0.97,True,8.42,9.23,9.0915,9.5069,722,99.96,32.4683,GENESIS,GENESIS
