ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,scan_date,asof
XTIA,LONG,CONVICTION,62.3,BULL_BOUNCE_PENDING,2.1,2.0,2.35,,1093,2.79,FAVORABLE,2.138,LIMIT,2026-05-28,2026-05-28T07:26:21.413738
CVNA,LONG,CONVICTION,62.2,BULL_BOUNCE_PENDING,71.44,69.1,75.06,77.79,42,1.55,FAVORABLE,72.9,LIMIT,2026-05-28,2026-05-28T07:19:46.604934
CERT,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,5.45,4.97,6.22,,208,1.6,FAVORABLE,5.565,LIMIT,2026-05-28,2026-05-28T07:19:10.705160
FUN,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,19.98,18.97,23.4,22.28,99,3.39,FAVORABLE,20.39,LIMIT,2026-05-28,2026-05-28T07:20:18.671061
PUBM,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,10.97,10.62,11.88,,286,2.6,FAVORABLE,11.194,LIMIT,2026-05-28,2026-05-28T07:22:05.284108
RUM,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,9.17,8.73,9.63,,225,1.04,FAVORABLE,9.36,LIMIT,2026-05-28,2026-05-28T07:22:25.296912
LIMN,LONG,CONVICTION,62.0,BULL_BOUNCE_PENDING,0.17,0.16,0.19,,8080,1.85,FAVORABLE,0.1752,LIMIT,2026-05-28,2026-05-28T07:24:59.024800
HOVR,LONG,CONVICTION,61.9,BULL_BOUNCE_PENDING,2.75,2.44,2.89,,322,0.44,FAVORABLE,2.81,LIMIT,2026-05-28,2026-05-28T07:24:49.011519
TH,SHORT,CONVICTION,61.9,SHORT_UPPER_DIRTY,17.4,17.95,17.14,,182,0.48,FAVORABLE,17.4,LIMIT,2026-05-28,2026-05-28T07:26:00.575048
CRML,LONG,CONVICTION,61.7,BULL_BOUNCE_PENDING,11.22,10.93,12.0,12.71,339,2.64,FAVORABLE,11.29,LIMIT,2026-05-28,2026-05-28T07:24:12.361680
BBBY,LONG,CONVICTION,61.0,CHANNEL_RECLAIM_LONG,6.38,6.15,6.69,,440,1.4,FAVORABLE,6.375,LIMIT,2026-05-28,2026-05-28T07:18:50.813939
ROCK,LONG,CONVICTION,61.0,CHANNEL_RECLAIM_LONG,38.74,33.22,40.68,,18,0.35,FAVORABLE,38.74,LIMIT,2026-05-28,2026-05-28T07:22:23.048314
AEMD,LONG,CONVICTION,61.0,CHANNEL_RECLAIM_LONG,2.64,2.5,2.98,2.95,739,2.51,FAVORABLE,2.64,LIMIT,2026-05-28,2026-05-28T07:23:37.018436
MBC,LONG,CONVICTION,60.8,BULL_BOUNCE_PENDING,9.22,8.22,9.68,,100,0.46,FAVORABLE,9.405,LIMIT,2026-05-28,2026-05-28T07:21:10.044885
SG,LONG,CONVICTION,60.8,BULL_BOUNCE_CONFIRMED,10.16,9.73,10.67,,230,1.17,FAVORABLE,10.165,LIMIT,2026-05-28,2026-05-28T07:22:34.595952
PSN,SHORT,CONVICTION,60.4,BEAR_REJECTION_PENDING,59.61,70.22,56.63,,9,0.28,FAVORABLE,58.44,LIMIT,2026-05-28,2026-05-28T07:22:04.518991
MDCX,LONG,CONVICTION,60.4,BULL_BOUNCE_PENDING,0.33,0.31,0.34,,5169,0.84,FAVORABLE,0.327,LIMIT,2026-05-28,2026-05-28T07:25:07.791881
CLYM,LONG,CONVICTION,60.1,BULL_BOUNCE_PENDING,11.19,10.95,11.85,11.85,408,2.69,FAVORABLE,11.27,LIMIT,2026-05-28,2026-05-28T07:19:20.810716
CZR,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,29.07,28.5,30.52,,174,2.54,FAVORABLE,29.195,LIMIT,2026-05-28,2026-05-28T07:19:49.552113
HPP,LONG,CONVICTION,60.0,BULL_BOUNCE_CONFIRMED,12.41,12.03,13.35,14.05,266,2.5,FAVORABLE,12.41,LIMIT,2026-05-28,2026-05-28T07:20:34.666525
JBLU,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,5.19,5.02,5.75,,605,3.39,FAVORABLE,5.27,LIMIT,2026-05-28,2026-05-28T07:20:51.827238
HCWB,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,2.13,1.77,2.24,,274,0.29,FAVORABLE,2.175,LIMIT,2026-05-28,2026-05-28T07:24:46.412927
PHGE,LONG,CONVICTION,60.0,BULL_BOUNCE_PENDING,1.78,1.6,1.87,,538,0.48,FAVORABLE,1.8201,LIMIT,2026-05-28,2026-05-28T07:25:35.962036
