ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
NBIS,EARLY_RECLAIM_TRIGGER,95.7,78.0,78.0,EARLY_RECLAIM_TRIGGER,220.005,daily,log_regression,MID,0.551,22,212.58,216.41,daily,1.63,91.78,nearest_support_gap_hi,216.41,True,True,1.63,1.66,36.3,36.3,2.06,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | room back to recent high | coiled/controlled short-term momentum",deep_damage_pullback | early_trigger_not_chase | overhead_gap_too_close
