ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
ELPW,Long,BOUNCE,T2-LONG,100,0.141,0.0547,0.3136,0.1466,2.0,0.0863,0.141,2.8,CLOSE,2,2,"1h,4h",0.137,0.1047,OPEN_ROAD,EXCITED,53.78,657334271.0,0.3,3.6,1056118.0,1.0,181.4,86.0,8.0,1.17,NANO,13.39,0.1466,0.1594,0.1338,-16.1,DISCOUNT,DISCOUNT,15,4,9,52.4,D,,,,False,0.045978571428571424,1.88,N/A,
KEY,Long,BOUNCE,T3-LONG_WATCH,67,23.09,21.922,25.426,,2.0,1.168,23.09,1.8,CLOSE,1,1,4h,22.675,22.6,HIGHWAY,EXCITED,0.79,13750606.0,0.9,0.8,0.0,0.0,4.9,12.0,8.0,1062.64,MEGA,0.01,23.11,23.1,23.12,0.1,FLAT,FLAT,169,5,132,99.9,B,,,,False,0.4607714285714289,2.53,N/A,
GEHC,Long,BOUNCE,T3-LONG_WATCH,86,70.24,66.0294,78.6613,,2.0,4.2106,70.24,0.9,CLOSE,2,2,"1d,4h",69.61,68.0715,OPEN_ROAD,EXCITED,0.69,471559320.0,0.5,0.6,0.0,0.0,6.9,31.0,8.0,450.23,MEGA,0.01,70.295,70.26,70.33,0.1,FLAT,FLAT,3488,3,418,5.6,B,,,,False,2.5597285714285722,1.64,N/A,
ERAS,Long,BOUNCE,T1-STRONG_LONG,100,18.62,17.3048,21.2504,,2.0,1.3152,18.62,2.3,CLOSE,4,4,"1d,1h,30m,4h",18.19,17.84,OPEN_ROAD,EXCITED,1.7,243137915.0,0.7,0.8,0.0,0.0,11.2,26.0,8.0,247.63,MEGA,0.01,18.5,18.38,18.62,1.3,PREMIUM,DISCOUNT,596,9,200,2.2,C,,,,True,1.0949714285714285,1.2,N/A,
SOUN,Long,BREAKOUT,T3-LONG_WATCH,77,6.43,6.2226,7.213,,3.8,0.2074,6.43,0.0,INSIDE,2,2,,,,HIGHWAY,EXCITED,4.19,,,,,,,,,,MEGA,0.09,6.51,6.51,6.51,0.0,FLAT,FLAT,60,2,58,12.2,C,False,1.0,True,True,0.37610714285714303,0.55,N/A,
FNB,Long,BOUNCE,T3-LONG_WATCH,34,19.21,18.333,20.964,,2.0,0.877,19.21,0.9,CLOSE,1,1,4h,19.04,18.9,HIGHWAY,WAITING,0.34,6967874.0,0.8,0.7,0.0,0.0,3.6,20.0,8.0,347.5,MEGA,0.02,19.42,19.38,19.46,0.4,FLAT,FLAT,295,3,174,99.9,B,,,,True,0.3850071428571426,2.28,N/A,
JBLU,Long,BREAKOUT,T1-STRONG_LONG,100,6.41,6.0431,7.1438,6.4395,2.0,0.3669,6.36,0.0,INSIDE,4,4,,,,HIGHWAY,EXCITED,1.17,,,,,,,,,,MEGA,0.07,6.4395,6.41,6.469,0.9,DISCOUNT,DISCOUNT,184,7,110,99.9,B,False,0.6,True,True,0.3596428571428571,1.02,N/A,
XP,Long,BOUNCE,T2-LONG,52,16.98,16.1311,18.6778,17.08,2.0,0.8489,16.98,1.8,CLOSE,1,1,1d,16.67,16.63,OPEN_ROAD,EXCITED,0.69,14855377.0,1.0,0.9,0.0,0.0,6.1,24.0,8.0,412.93,MEGA,0.01,17.08,16.97,17.19,1.3,DISCOUNT,DISCOUNT,302,2,158,3.7,C,,,,True,0.5065714285714288,1.68,N/A,
BFLY,Long,PULLBACK,T1-STRONG_LONG,82,7.655,6.9284,9.1082,8.78,2.0,0.7266,8.42,9.1,WAITING,1,1,4h,7.655,7.1706,HIGHWAY,EXCITED,1.86,158988310.0,0.7,1.2,0.0,0.0,33.5,33.0,8.0,203.13,MEGA,0.03,8.78,8.81,8.75,-0.7,DISCOUNT,DISCOUNT,689,12,188,99.9,A,,,,True,0.6624142857142857,1.1,N/A,
TREX,Long,BOUNCE,T3-LONG_WATCH,100,49.57,45.6094,57.4912,,2.0,3.9606,49.57,1.8,CLOSE,2,2,"1h,4h",48.66,47.02,HIGHWAY,EXCITED,1.23,221762166.0,1.9,1.6,0.0,0.0,18.4,29.0,8.0,101.2,HIGH,0.05,46.965,47.02,46.91,-0.2,FLAT,FLAT,1551,8,751,99.9,A,,,,False,2.1849642857142846,1.81,N/A,
