ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
PETZ,LONG,HOLDING-LONG,1.07,1.125,1.4399,0.9812,1.4399,0.9812,1.1964,32.1,38.89,9967764,17073.94,0.81,1.125,0.978,1.419,680,544763.962,EXTREME,PM low,0.147,0.0784,3.13,True,10.32,96.6,N/A
RKDA,LONG,HOLDING-LONG,1.12,1.165,1.5601,1.08,1.29,1.08,1.2857,21.88,26.78,28253822,9730.12,0.9189,1.165,0.9326,1.6298,430,242328.4791,STRETCHED,PM low,0.2324,0.1303,2.97,True,2.06,1373.6,N/A
HYFT,LONG,HOLDING-LONG,1.39,1.57,1.6,1.39,1.58,1.39,1.5119,10.32,24.6,1493227,23.0,1.26,1.57,1.32,2.07,400,221.6071,IN_BAND,PM low,0.25,0.1184,3.52,True,46.71,3.2,N/A
RRGB,LONG,ORB-LONG|HOLDING-LONG,4.23,4.745,4.821,3.58,4.5,3.58,4.3103,9.87,23.25,2365974,21.79,3.85,4.745,4.08,6.075,150,213.8283,IN_BAND,PM low,0.665,0.3236,3.42,True,18.14,13.0,N/A
BZFD,LONG,ORB-LONG|HOLDING-LONG,1.35,1.6299,1.66,1.33,1.51,1.33,1.5336,3.05,24.42,3136109,1.81,1.31,1.6299,1.31,2.2697,312,13.7782,IN_BAND,PM low,0.3199,0.2278,2.34,True,37.64,8.3,N/A
ANVS,LONG,ORB-LONG,1.8,1.935,1.97,1.75,1.93,1.75,1.8747,-7.22,-0.26,1924476,11.0,1.94,1.935,1.56,2.685,266,2.6621,IN_BAND,PM low,0.375,0.1694,3.69,True,34.65,5.6,N/A
REPL,LONG,ORB-LONG,4.89,5.055,5.08,4.7,4.94,4.7,4.9044,4.04,7.55,1500373,0.97,4.7,5.055,4.6309,5.9032,235,2.1196,IN_BAND,PM low,0.4241,0.6343,1.11,True,82.57,1.8,N/A
