ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
MKSI,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,320.0,daily,log_regression,AT_LOWER,0.18,44,238.17,256.01,daily,20.0,98.03,nearest_support_gap_hi,317.82,True,True,0.68,0.69,39.88,39.88,2.35,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | overhead_gap_too_close
NBIS,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,219.16,daily,log_regression,MID,0.551,27,170.45,172.18,daily,21.44,93.27,nearest_support_gap_hi,218.61,True,False,0.25,0.25,36.82,36.82,9.63,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
ACRS,EARLY_RECLAIM_TRIGGER,100.0,100.0,100.0,EARLY_RECLAIM_TRIGGER,5.53,daily,log_regression,MID,0.418,11,4.5,4.55,weekly,17.72,97.5,nearest_support_gap_hi,5.4,True,True,2.35,2.41,7.59,7.59,2.89,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.59% from recent high | just-triggered reclaim, still near shelf",early_trigger_not_chase | early_positive_momentum
LRCX,HIGH_PRIORITY_PRE_TRIGGER,100.0,99.0,99.0,PRE_TRIGGER_COIL,305.0,daily,log_regression,AT_LOWER,0.174,35,264.51,297.72,daily,2.39,99.38,nearest_support_gap_hi,303.83,True,True,0.38,0.39,43.77,43.77,2.98,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | early_positive_momentum
ZBIO,EARLY_STRUCTURAL_MATCH,100.0,93.0,93.0,TOO_EARLY_OR_LOOSE,30.31,1h,log_regression,AT_LOWER,0.12,14,19.78,20.2,daily,33.36,96.34,nearest_support_gap_hi,29.68,True,True,2.08,2.12,12.34,12.34,2.77,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 12.34% from recent high | room back to recent high,too_early_or_loose_for_trigger
CBRL,HIGH_PRIORITY_PRE_TRIGGER,100.0,91.0,91.0,PRE_TRIGGER_COIL,57.0609,daily,log_regression,MID,0.546,20,36.3,43.5,daily,23.77,100.0,nearest_support_gap_hi,56.62,True,True,0.77,0.78,4.57,4.57,2.15,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,shallow_pullback | overhead_gap_too_close
SPCX,HIGH_PRIORITY_PRE_TRIGGER,99.7,89.0,89.0,PRE_TRIGGER_COIL,116.66,daily,log_regression,MID,0.349,3,115.19,115.65,1h,0.87,64.22,nearest_support_gap_hi,115.65,True,True,0.87,0.87,93.42,93.42,2.28,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | bullish shelf stack underneath | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | overhead_gap_too_close
CLSK,EARLY_STRUCTURAL_MATCH,95.8,87.0,87.0,TOO_EARLY_OR_LOOSE,14.79,1h,log_regression,AT_LOWER,0.137,3,9.06,9.855,daily,33.37,100.0,lower,14.15,True,True,4.33,4.52,29.61,29.61,5.95,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | bullish shelf stack underneath | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
STTK,EARLY_STRUCTURAL_MATCH,100.0,84.0,84.0,TOO_EARLY_OR_LOOSE,7.1,daily,log_regression,AT_LOWER,0.135,7,4.97,5.0,weekly,29.58,96.92,nearest_support_gap_hi,6.86,True,True,3.38,3.5,17.32,17.32,3.8,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 17.32% from recent high | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
UPWK,HIGH_PRIORITY_PRE_TRIGGER,100.0,61.0,61.0,PRE_TRIGGER_COIL,9.81,15m,log_regression,MID,0.595,12,9.16,9.54,weekly,2.75,96.47,nearest_support_gap_hi,9.7085,True,True,1.03,1.05,21.1,21.1,6.12,OPTIONS_MISSING,ascending channel/control | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 21.1% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,early_positive_momentum
