ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
WFC,Long,BOUNCE,T1-STRONG_LONG,100,87.89,82.8671,97.9358,,2.0,5.0229,87.89,0.4,CLOSE,3,2,"1d,4h",87.56,85.43,HIGHWAY,EXCITED,0.85,2603431627,0.7,0.8,0,0,5.4,21,8,3015.71,MEGA,0.0,87.005,86.45,87.56,1.3,PREMIUM,DISCOUNT,1420,4,409,8.0,A,False,2.0042785714285714,2.51,N/A,,FINANCIAL,,HOT,,0.96,,nan,0.96,0.5,0.75,0.5,0.0,0.96,1.213,FAVORABLE,85.43,87.89,88.7689,39,19,16,4.88,2.0,1.55,3331.77,1669.91,1420.3,10:30,82.8671,97.9358,PULLBACK_LIMIT,,,
COTY,Long,BOUNCE,T1-STRONG_LONG,100,2.79,2.5802,3.2096,,2.0,0.2098,2.79,0.4,CLOSE,5,4,"1d,1h,30m,4h",2.78,2.66,OPEN_ROAD,EXCITED,1.46,42889802,1.7,1.1,0,0,10.2,45,8,375.56,MEGA,0.04,2.775,2.75,2.8,1.8,PREMIUM,DISCOUNT,108,6,72,2.5,C,True,0.14928571428571422,1.41,N/A,,HEALTHCARE,,HOT,,0.92,,nan,0.92,0.5,0.75,0.5,1.0,0.92,1.001,FAVORABLE,2.66,2.79,2.8179,1253,476,420,6.89,2.0,1.65,3332.98,1328.04,1183.52,10:30,2.5802,3.2096,PULLBACK_LIMIT,,,
AVTR,Long,BOUNCE,T2-LONG,100,13.67,11.8825,17.245,13.875,2.0,1.7875,13.67,0.3,CLOSE,1,1,1d,13.63,12.465,OPEN_ROAD,EXCITED,4.09,5007019802,0.7,1.0,0,1,23.2,45,8,657.88,MEGA,0.01,13.875,13.78,13.97,1.4,DISCOUNT,DISCOUNT,730,10,237,2.3,C,True,0.6621928571428572,2.7,N/A,,TECH,,HOT,,1.0,,nan,1.0,0.5,0.0,0.5,0.5,1.0,0.9,FAVORABLE,12.465,13.67,13.8067,171,55,51,8.21,2.0,1.79,2131.51,751.85,704.14,10:30,11.8825,17.245,PULLBACK_LIMIT,,,
