ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
INTC,Long,T2-LONG,84,PULLBACK,118.2,113.5385,135.0899,110.39,116.47,108.3,140374014,-6.61,STOPPED,-1.0,False,2026-07-07_1720,2026-07-02_0442_ranked
ALKT,Long,T1-STRONG_LONG,100,PULLBACK,17.2,16.5041,21.03,18.51,19.24,18.43,1743072,7.62,TARGET_HIT,1.5,True,2026-07-07_1720,2026-07-02_0442_ranked
Z,Long,T1-STRONG_LONG,100,BOUNCE,33.02,30.5938,39.11,32.78,34.395,32.67,3177506,-0.73,TARGET_HIT,1.5,True,2026-07-07_1720,2026-07-02_0442_ranked
CG,Long,T2-LONG,96,BOUNCE,42.33,39.3044,48.3812,44.01,44.47,43.545,2885983,3.97,CLOSED,0.53,True,2026-07-07_1720,2026-07-02_0442_ranked
TRU,Long,T1-STRONG_LONG,96,BOUNCE,74.47,69.9758,83.4584,78.78,80.63,78.621,3110519,5.79,CLOSED,0.1,True,2026-07-07_1720,2026-07-02_0442_ranked
NTRA,Long,T1-STRONG_LONG,100,PULLBACK,276.27,252.9178,322.9744,281.27,287.635,278.07,1759682,1.81,TARGET_HIT,1.5,True,2026-07-07_1720,2026-07-02_0442_ranked
TRI,Long,T1-STRONG_LONG,83,BOUNCE,84.91,79.2199,96.2902,90.76,93.26,90.29,2045525,6.89,NO_FILL,0.0,True,2026-07-07_1720,2026-07-02_0442_ranked
OLLI,Long,T2-LONG,100,BOUNCE,75.51,69.84,86.885,68.03,70.52,67.74,3057998,-9.91,TARGET_HIT,1.5,True,2026-07-07_1720,2026-07-02_0442_ranked
PRCH,Long,T1-STRONG_LONG,100,PULLBACK,15.98,14.5888,18.7624,14.68,15.38,14.66,2165386,-8.14,TARGET_HIT,1.5,True,2026-07-07_1720,2026-07-02_0442_ranked
SVC,Long,T2-LONG,98,BOUNCE,1.68,1.615,1.81,8.71,8.92,8.525,2885132,418.45,TARGET_HIT,1.5,True,2026-07-07_1720,2026-07-02_0442_ranked
PRGO,Long,T1-STRONG_LONG,100,BOUNCE,10.31,9.7485,11.433,11.19,11.5899,11.055,3753256,8.54,TARGET_HIT,1.5,True,2026-07-07_1720,2026-07-02_0442_ranked
STGW,Long,T1-STRONG_LONG,100,BOUNCE,7.58,7.2071,8.3258,7.7,8.075,7.65,1795325,1.58,TARGET_HIT,1.5,True,2026-07-07_1720,2026-07-02_0442_ranked
