ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
TRI,HIGH_PRIORITY_PRE_TRIGGER,100.0,99.0,99.0,PRE_TRIGGER_COIL,104.28,daily,log_regression,MID,0.498,18,98.13,100.26,weekly,3.86,100.0,nearest_support_gap_hi,103.65,True,True,0.6,0.61,8.8,8.8,2.35,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 8.8% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,overhead_gap_too_close | early_positive_momentum
CHYM,EARLY_RECLAIM_TRIGGER,100.0,83.0,83.0,EARLY_RECLAIM_TRIGGER,32.12,1h,log_regression,MID,0.631,45,25.92,28.3,daily,11.89,100.0,nearest_support_gap_hi,32.0,True,True,0.37,0.37,4.02,4.02,2.74,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | coiled/controlled short-term momentum",mid_high_channel_location | shallow_pullback | early_trigger_not_chase
