ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr
PRGO,Long,PULLBACK,T2-LONG,70,10.15,9.7485,12.21,11.14,5.1,0.4015,11.19,9.3,WAITING,1,1,1d,10.15,10.05,HIGHWAY,EXCITED,0.99,43564111.0,0.8,0.7,0.0,0.0,15.8,27.0,8.0,137.65,HIGH,0.03,11.14,11.09,11.19,0.9,PREMIUM,DISCOUNT,188,3,122,9.1,B,,,,True,0.5059214285714285,0.79,N/A,,0.5,1.0,1.0,0.5,0.5,0.5,1.55,HOSTILE,10.05,10.15,10.2515,331,249,198,7.16,5.13,3.89,3326.55,2527.35,2029.8,10:30,9.7485,12.21,PULLBACK_LIMIT,,,
GPUS,Long,BOUNCE,T2-LONG,69,0.1345,0.0783,0.2469,,2.0,0.0562,0.1345,2.8,CLOSE,5,5,"10m,15m,1m,30m,5m",0.1307,0.1283,OPEN_ROAD,EXCITED,0.94,0.0,0.3,0.3,3706995.0,0.0,27.5,37.0,8.0,460.43,MEGA,0.15,0.1391,0.1393,0.1388,-0.4,FLAT,FLAT,0,2,0,3.2,D,,,,False,0.06909285714285715,0.81,N/A,,0.5,0.25,0.5,0.0,1.0,0.5,0.7,HOSTILE,0.1283,0.1345,0.1545,2000,1779,1312,2.37,2.0,1.21,256.6,239.28,202.7,10:30,0.0783,0.2469,PULLBACK_LIMIT,,,
STGW,Long,BOUNCE,T1-STRONG_LONG,100,7.7,7.3526,8.3948,,2.0,0.3474,7.7,0.6,CLOSE,5,5,"10m,15m,1d,30m,5m",7.65,7.58,HIGHWAY,EXCITED,1.27,13633252.0,1.1,0.8,0.0,1.0,17.4,24.0,8.0,103.92,HIGH,0.02,7.615,7.58,7.65,0.9,PREMIUM,MID,172,6,70,99.9,B,,,,True,0.3686785714285713,0.94,N/A,,0.5,0.25,0.0,1.0,0.0,0.5,0.45,HOSTILE,7.58,7.7,7.777,439,287,235,3.58,2.0,1.46,3327.62,2209.9,1827.6,10:30,7.3526,8.3948,PULLBACK_LIMIT,,,
