ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
KUST,false,29.7,-12.67,1.5,1.31,1.57,1.19,84009326,true,false,false,false,false,false,,MISSED
CHRN,false,28.77,25.13,23.68,29.63,30.0,23.21,858955,true,false,false,false,false,false,,MISSED
IOVA,true,20.61,20.92,3.92,4.74,4.8,3.76,43427064,true,false,false,false,false,false,,MISSED
PYPL,false,17.2,1.23,54.845,55.52,55.88,53.44,89318737,true,false,false,false,false,false,,MISSED
ANNX,false,17.12,10.77,5.868,6.5,6.51,5.4752,8737442,true,false,false,false,false,false,,MISSED
LINC,false,-16.8,-14.84,52.275,44.52,52.6,44.18,1902808,true,false,false,false,false,false,,MISSED
BOT,false,-13.95,-12.9,36.27,31.59,36.5799,31.11,549361,true,false,false,false,false,false,,MISSED
UTI,false,-13.55,-13.55,46.65,40.33,46.88,39.94,1857545,true,false,false,false,false,false,,MISSED
ANAB,false,-10.7,-6.95,59.99,55.82,59.99,54.9,1542729,true,false,false,false,false,false,,MISSED
TOI,false,-9.87,-8.86,6.21,5.66,6.31,5.6205,2418340,false,false,false,false,false,false,,IGNORED
MEI,false,-9.53,-10.86,17.68,15.76,17.67,15.22,1052459,false,false,false,false,false,false,,IGNORED
BLZE,false,-9.49,-9.6,16.57,14.98,16.97,14.89,2094965,false,false,false,false,false,false,,IGNORED
ERAS,false,9.03,9.25,19.46,21.26,21.6,19.46,8593464,false,false,false,false,false,false,,IGNORED
MNPR,false,8.92,9.16,99.57,108.69,109.31,97.93,176398,false,false,false,false,false,false,,IGNORED
RBRK,false,-8.71,-10.03,89.34,80.38,89.854,79.48,3743971,false,false,false,false,false,false,,IGNORED
COMP,false,8.3,4.98,12.05,12.65,12.745,11.995,16688803,false,false,false,false,false,false,,IGNORED
MRVI,false,8.14,8.81,6.47,7.04,7.065,6.42,4803690,false,false,false,false,false,false,,IGNORED
BILL,false,7.88,5.96,42.12,44.63,45.0,42.14,3458083,false,false,false,false,false,false,,IGNORED
LIFE,false,-7.76,-8.27,19.95,18.3,20.13,18.23,559737,false,false,false,false,false,false,,IGNORED
ALTO,false,-7.65,-9.57,5.739,5.19,5.739,5.09,2334924,false,false,false,false,false,false,,IGNORED
