ticker,side,score,gap_tier,borrow_risk,float_m,sector_label,lifecycle_phase,entry,stop,target,last_px,high,low,volume,chg_short_pct,outcome,result_r,stop_adjusted,pm_gap_down_pct,rel_vol,checked_at,scan_date
ODD,Short,285.4226,EXTREME,LOW,56.66,COLD,SHORT_GENESIS,10.198,10.3,9.994,9.84,10.5,9.38,8636959,3.51,STOPPED,-1.0,True,30.33,138.36,2026-06-02_1309,2026-06-02
AMC,Short,9.5884,IN_BAND,MEDIUM,754.17,NEUTRAL,SHORT_GENESIS,2.09,2.1109,2.0482,2.07,2.08,1.925,46601000,0.96,TARGET_HIT,0.84,True,5.66,2.56,2026-06-02_1309,2026-06-02
