ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
FCEL,BOUNCED_CLEAN,0,0,44.0,2,-4.2,False,1.0,1d,20,343,True,1m,11,False,10874,1702,11725.0,52,26,weekly.90t | weekly.90t | weekly.61t,2026-07-08T04:15:00.000,21.72,2026-07-08T09:00:00.000,24.0982,22.54,20.6087,,0,0,False,0.41,13172434,0,78
FCEL,BOUNCED_WAITING,0,0,44.0,2,-4.2,False,1.0,weekly,26,90,False,1m,11,False,10874,1702,11725.0,52,26,weekly.90t | weekly.90t | weekly.61t,2026-07-01T06:30:00.000,37.58,2026-07-08T09:00:00.000,24.0982,40.2,20.6087,4.61,68,0,False,0.41,13172434,0,78
SRXH,BOUNCED_WAITING,0,1,128.9,2,-17.5,False,0.9,1d,20,49,False,1m,1,False,86044,6523,89305.5,92,13,weekly.742t | weekly.233t | weekly.186t,2026-06-17T10:15:00.000,14.934,2026-07-08T12:00:00.000,1.7399,15.594,1.003,18.8,41,0,False,1.32,8723804,0,105
SRXH,BOUNCED_CLEAN,0,1,128.9,2,-17.5,False,0.9,15m,5,278,True,1m,1,False,86044,6523,89305.5,92,13,weekly.742t | weekly.233t | weekly.186t,2026-07-07T09:45:00.000,1.568,2026-07-08T12:00:00.000,1.7399,1.64,1.003,,0,0,False,1.32,8723804,0,105
SRXH,BOUNCED_WAITING,0,1,128.9,2,-17.5,False,0.9,15m,5,20,False,1m,1,False,86044,6523,89305.5,92,13,weekly.742t | weekly.233t | weekly.186t,2026-06-18T05:15:00.000,12.84,2026-07-08T12:00:00.000,1.7399,13.284,1.003,15.67,39,0,False,1.32,8723804,0,105
FCEL,BOUNCED_WAITING,0,0,44.0,2,-4.2,False,1.0,15m,5,24,False,1m,11,False,10874,1702,11725.0,52,26,weekly.90t | weekly.90t | weekly.61t,2026-07-02T09:45:00.000,30.53,2026-07-08T09:00:00.000,24.0982,31.57,20.6087,2.14,57,0,False,0.41,13172434,0,78
FCEL,BOUNCED_WAITING,0,0,44.0,2,-4.2,False,1.0,15m,5,31,True,1m,11,False,10874,1702,11725.0,52,26,weekly.90t | weekly.90t | weekly.61t,2026-07-07T09:15:00.000,27.92,2026-07-08T09:00:00.000,24.0982,29.0,20.6087,1.4,10,0,False,0.41,13172434,0,78
