ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
DXC,BULL_BOUNCE_PENDING,LONG,62.0,10.73,10.02,12.5,,140,2.49,FAVORABLE,1.13,10.95,DEEP_BELOW,-0.3017,15.68,0.0293,2.9% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""medium_anchor"": 6.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_decile"": 5.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $10.38 (10m 64tk MINOR gap body) | only 2.3% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | TECH HOT (top 0%) — major tailwind | SPY FAVORABLE",LIMIT BUY @ $10.73 (2% pullback cap; anchor at $10.38 too far). Stop $10.02. Anchor: 10m 64tk.,2026-08-04T04:55:02
ADPT,BULL_BOUNCE_PENDING,LONG,70.3,22.81,22.36,24.37,24.37,225,3.52,FAVORABLE,0.94,23.11,NEAR_HIGH,-0.0593,24.57,0.0163,1.6% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 14.3, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_decile"": 5.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $22.81 (weekly 22tk COMPRESSION gap body) | only 0.8% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | HEALTHCARE HOT (top 8%) — major tailwind | SPY FAVORABLE",LIMIT BUY @ $22.81 on pullback (0.8% below current $23.11). Stop $22.36. Anchor: weekly 22tk.,2026-08-04T04:55:02
UPWK,BULL_BOUNCE_CONFIRMED,LONG,78.8,9.81,9.11,11.22,,143,2.03,FAVORABLE,0.92,9.81,DEEP_BELOW,-0.5705,22.84,0.0237,2.4% (normal),RISING,False,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""anchor_high_genesis_rank"": 4.8, ""multiple_touches"": 16.0, ""obv_rising"": 8.0, ""regime_favorable"": 5.0, ""rejection_staircase"": 5.0}",ASC channel detected on 5m (score 84) | recovered 2.9% from recent low $9.53 | bounce at 1h 17tk @ $9.62 (MINOR) | 6 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | staircase: 1 prior distinct rejection(s) below — prev = weekly 38tk @ $9.35,"Channel: 5m ASC, rails $9.52-$9.61. Recent low $9.53 → now $9.81 (+2.9%)",2026-08-04T04:55:02
UPWK,BULL_BOUNCE_PENDING,LONG,63.2,9.62,9.48,10.41,10.41,700,5.51,FAVORABLE,0.92,9.81,DEEP_BELOW,-0.5705,22.84,0.0237,2.4% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 7.2, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_decile"": 5.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $9.62 (1h 17tk MINOR gap body) | only 1.0% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | TECH HOT (top 0%) — major tailwind | SPY FAVORABLE",LIMIT BUY @ $9.62 on pullback (1.0% below current $9.81). Stop $9.48. Anchor: 1h 17tk.,2026-08-04T04:55:02
WAY,BULL_BOUNCE_PENDING,LONG,68.3,21.95,21.54,25.23,23.73,244,8.04,FAVORABLE,1.39,22.33,DEEP_BELOW,-0.4615,41.47,0.0199,2.0% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 12.3, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_decile"": 5.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $21.95 (daily 19tk COMPRESSION gap body) | only 1.3% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | TECH HOT (top 0%) — major tailwind | SPY FAVORABLE",LIMIT BUY @ $21.95 on pullback (1.3% below current $22.33). Stop $21.54. Anchor: daily 19tk.,2026-08-04T04:55:02
NET,BULL_BOUNCE_CONFIRMED,LONG,66.0,288.0,271.54,302.4,,6,0.87,FAVORABLE,1.0,288.0,BLUE_SKY,-0.0197,293.8,0.0087,0.9% (normal),RISING,False,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""multiple_touches"": 16.0, ""regime_favorable"": 5.0, ""rejection_staircase"": 5.0}",ASC channel detected on 5m (score 100) | recovered 2.3% from recent low $281.44 | bounce at 1m 125tk @ $280.00 (VACUUM) | 7 prior bull-rail touches | SPY FAVORABLE | staircase: 1 prior distinct rejection(s) below — prev = 45m 62tk @ $273.21,"Channel: 5m ASC, rails $283.77-$285.31. Recent low $281.44 → now $288.00 (+2.3%)",2026-08-04T04:55:02
FBIN,BULL_BOUNCE_PENDING,LONG,63.0,51.94,50.2,54.73,,57,1.6,FAVORABLE,1.26,53.0,BELOW,-0.1826,64.84,0.0228,2.3% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""regime_favorable"": 5.0}","PENDING: wait for pullback to $50.82 (10m 39tk MINOR gap body) | 3.7% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | SPY FAVORABLE",LIMIT BUY @ $51.94 (2% pullback cap; anchor at $50.82 too far). Stop $50.2. Anchor: 10m 39tk.,2026-08-04T04:55:02
WIX,BULL_BOUNCE_CONFIRMED,LONG,78.0,58.0,54.75,65.1,,30,2.19,FAVORABLE,1.71,58.0,DEEP_BELOW,-0.6962,190.93,0.059,5.9% (normal),FALLING,False,"{""ascending_channel"": 14.0, ""confirmed_recovery"": 12.0, ""current_anchor_eligible"": 14.0, ""multiple_touches"": 16.0, ""obv_rising"": 8.0, ""vol_normal+"": 4.0, ""regime_favorable"": 5.0, ""rejection_staircase"": 5.0}",ASC channel detected on 5m (score 100) | recovered 2.5% from recent low $56.57 | bounce at 1m 84tk @ $56.42 (MINOR) | 7 prior bull-rail touches | OBV rising — accumulation underneath | SPY FAVORABLE | staircase: 1 prior distinct rejection(s) below — prev = 1h 69tk @ $55.38,"Channel: 5m ASC, rails $56.84-$57.44. Recent low $56.57 → now $58.00 (+2.5%)",2026-08-04T04:55:02
IMNM,BULL_BOUNCE_PENDING,LONG,83.2,23.09,21.49,26.16,,62,1.92,FAVORABLE,1.59,22.94,BELOW,-0.1703,27.65,0.0156,1.6% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 11.2, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""rel_vol_normal+"": 4.0, ""float_rot_quiet"": -2.0, ""sector_top_decile"": 5.0, ""regime_favorable"": 5.0, ""breakout_follow_promotion"": 0.0}","BUY-STOP: tape already cleared the $21.55 anchor - enter on strength above today's high, no pullback | 5.8% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | HEALTHCARE HOT (top 8%) — major tailwind | SPY FAVORABLE | BREAKOUT_FOLLOW: open $22.67 cleared anchor $21.55, 2/4 strength, regime FAVORABLE — buy-stop $23.09, 1.5xATR stop","BUY-STOP @ $23.09 (above today's high $23.07). Stop $21.49 (1.5xATR). Score 83, strength=2/4, regime=FAVORABLE. BREAKOUT_FOLLOW.",2026-08-04T04:55:02
MBX,BULL_BOUNCE,LONG,69.0,64.41,59.67,65.29,,21,0.19,FAVORABLE,0.53,64.41,NEAR_HIGH,-0.0719,69.4,0.0082,0.8% (normal),RISING,False,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 16.0, ""flag_compression"": 4.0, ""regime_favorable"": 5.0}",ASC channel detected on 5m (score 96) | price at lower rail ($64.38) | anchor: 1m 84tk @ $63.34 | 7 prior bull-rail touches | flag-period volume compressed (textbook) | SPY FAVORABLE,"Channel: 5m ASC, rails $64.38-$65.29",2026-08-04T04:55:02
