ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
AAOI,128.4,138.56,121.5,122.19,BELOW_PDH,RECLAIMED_PDL,True,126.5,118.6,1.0,ABOVE_ORH,0.824,False,False,0.824,1.0,72,AVOID_LONG_CHASE,34,AVOID_SHORT
AAON,79.7095,83.36,79.415,80.99,BELOW_PDH,TESTING_PDL,True,81.5658,79.96,0.0,BELOW_ORL,0.125,False,False,0.125,2.06,30,AVOID_LONG,72,AVOID_SHORT_CHASE
ACM,65.18,65.2,61.7,65.04,REJECTED_PDH,ABOVE_PDL,True,65.1391,64.3801,1.0,ABOVE_ORH,0.545,True,False,0.545,1.59,66,PULLBACK_BUY_ZONE,46,AVOID_SHORT
AHMA,1.48,1.63,1.5,1.55,BELOW_PDH,BELOW_PDL,True,1.51,1.49,0.0,BELOW_ORL,0.821,False,False,,,26,AVOID_LONG,72,CONTINUATION_SHORT
ALHC,13.0035,13.26,12.7,12.78,REJECTED_PDH,ABOVE_PDL,True,13.19,12.83,0.482,OR_MIDDLE,0.467,False,False,0.467,2.42,38,AVOID_LONG,62,NEUTRAL
ARLO,13.08,13.65,13.21,13.57,REJECTED_PDH,BELOW_PDL,True,13.68,13.285,0.0,BELOW_ORL,0.077,False,False,0.077,4.73,6,AVOID_LONG,96,AVOID_SHORT_CHASE
AUPH,17.3,16.175,15.3397,16.17,ABOVE_PDH,ABOVE_PDL,True,17.8,16.6,0.583,OR_MIDDLE,0.583,False,False,0.583,1.29,62,CONTINUATION_LONG,42,NEUTRAL
BEEM,1.37,1.25,1.13,1.21,ABOVE_PDH,ABOVE_PDL,True,1.44,1.29,0.533,OR_MIDDLE,0.5,False,False,0.5,0.62,62,CONTINUATION_LONG,42,NEUTRAL
BFAM,73.61,75.17,72.47,73.11,BELOW_PDH,RECLAIMED_PDL,True,74.12,72.42,0.7,OR_TOP_THIRD,0.7,False,False,0.7,2.36,62,NEUTRAL,48,AVOID_SHORT
BFLY,9.25,9.49,9.015,9.17,BELOW_PDH,RECLAIMED_PDL,True,9.35,8.95,0.75,OR_TOP_THIRD,0.652,False,False,0.652,2.48,62,NEUTRAL,48,AVOID_SHORT
BLLN,95.27,94.25,89.19,91.67,ABOVE_PDH,ABOVE_PDL,True,94.55,91.34,1.0,ABOVE_ORH,0.774,True,False,0.774,2.29,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
BRSL,11.58,11.46,11.06,11.38,ABOVE_PDH,ABOVE_PDL,True,11.675,11.27,0.765,OR_TOP_THIRD,0.729,True,False,0.729,3.01,80,PULLBACK_BUY_ZONE,40,NEUTRAL
CAL,12.89,13.75,13.1812,13.74,BELOW_PDH,BELOW_PDL,True,13.36,12.71,0.277,OR_BOTTOM_THIRD,0.277,False,False,0.277,2.05,46,NEUTRAL,62,CONTINUATION_SHORT
CALM,82.43,81.8098,80.07,80.55,ABOVE_PDH,ABOVE_PDL,True,81.23,80.25,1.0,ABOVE_ORH,0.916,False,False,0.916,2.9,84,AVOID_LONG_CHASE,26,AVOID_SHORT
CCC,7.43,7.68,7.05,7.44,BELOW_PDH,ABOVE_PDL,True,7.56,7.325,0.447,OR_MIDDLE,0.389,False,False,0.389,1.9,50,NEUTRAL,50,NEUTRAL
