ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
TTD,EARLY_RECLAIM_TRIGGER,80.7,56.0,56.0,EARLY_RECLAIM_TRIGGER,20.425,15m,log_regression,AT_UPPER,0.81,4,18.37,18.97,weekly,7.12,95.0,nearest_support_gap_hi,20.2933,True,True,0.64,0.65,61.08,61.08,3.26,OPTIONS_MISSING,"ascending channel/control | bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | room back to recent high | coiled/controlled short-term momentum",mid_high_channel_location | deep_damage_pullback | early_trigger_not_chase
CCC,EARLY_STRUCTURAL_MATCH,96.1,54.0,54.0,TOO_EARLY_OR_LOOSE,6.165,1h,log_regression,MID,0.497,5,5.38,5.92,daily,3.97,98.33,nearest_support_gap_hi,5.92,True,True,3.97,4.14,4.23,4.23,6.41,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | coiled/controlled short-term momentum,shallow_pullback | too_early_or_loose_for_trigger
