ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
BNRG,SHORT,7.2,0.08,1.4,0.9,1.09,0.969,8527515,106035,80.42,0.14,True,0.9698,0.969,0.9787,0.9496,10319,99.99,52.8104,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.1428,2.12,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
FCEL,SHORT,22.07,19.68,22.48,20.23,22.4,20.8504,1058169,437192,2.42,0.28,True,25.96,20.8504,21.0589,20.4334,479,99.87,50.9083,1.0,,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,4.9403,67.61,LOW
RIVN,SHORT,5.28,4.97,16.49,15.62,16.36,15.67,9913506,1168658,8.48,0.06,True,16.49,15.67,15.8267,15.3566,638,99.97,23.8826,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,1.319,1361.12,LOW
PENG,SHORT,3.52,-3.99,66.1,60.5,66.06,65.21,259037,85529,3.03,0.84,False,62.71,65.21,65.8621,63.9058,153,99.77,4.8954,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,8.2843,50.75,LOW
