ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
PURR,EARLY_STRUCTURAL_MATCH,91.3,70.0,70.0,TOO_EARLY_OR_LOOSE,10.66,daily,log_regression,AT_UPPER,0.812,5,6.77,7.26,weekly,31.89,100.0,nearest_support_gap_hi,10.52,True,True,1.31,1.33,9.01,9.01,2.91,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 9.01% from recent high | room back to recent high,mid_high_channel_location | too_early_or_loose_for_trigger
CRCL,HIGH_PRIORITY_PRE_TRIGGER,93.4,64.0,64.0,PRE_TRIGGER_COIL,88.015,15m,log_regression,AT_LOWER,0.33,20,83.66,87.98,daily,0.04,95.87,nearest_support_gap_hi,87.98,True,False,0.04,0.04,59.06,59.06,2.16,MIXED_OR_WEAK,ascending channel/control | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback | overhead_gap_too_close
