ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
AAOI,107.16,110.9,105.15,106.23,BELOW_PDH,RECLAIMED_PDL,True,108.67,104.056,0.673,OR_TOP_THIRD,0.673,False,False,0.673,1.34,62,NEUTRAL,48,AVOID_SHORT
ABT,110.1,112.75,111.11,112.47,BELOW_PDH,BELOW_PDL,True,111.64,109.75,0.185,OR_BOTTOM_THIRD,0.267,False,True,0.267,2.74,38,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
AEHL,5.44,4.09,2.9847,3.54,ABOVE_PDH,ABOVE_PDL,True,7.71,5.83,0.0,BELOW_ORL,0.0,False,False,0.0,0.26,50,AVOID_LONG,52,AVOID_SHORT_CHASE
AEMD,2.02,3.29,2.44,2.49,BELOW_PDH,BELOW_PDL,True,2.32,1.92,0.25,OR_BOTTOM_THIRD,0.25,False,False,0.25,0.71,46,NEUTRAL,62,CONTINUATION_SHORT
AGEN,7.6589,8.07,7.6137,7.66,BELOW_PDH,RECLAIMED_PDL,True,7.75,7.5,0.636,OR_MIDDLE,0.611,False,False,0.611,1.34,62,NEUTRAL,42,AVOID_SHORT
AHMA,1.39,1.5,1.35,1.415,BELOW_PDH,RECLAIMED_PDL,True,1.41,1.31,0.8,OR_TOP_THIRD,0.8,False,False,,,62,NEUTRAL,48,AVOID_SHORT
AMKR,47.4008,51.49,47.66,47.88,BELOW_PDH,BELOW_PDL,True,48.7459,47.75,0.0,BELOW_ORL,0.135,False,True,0.135,3.52,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
AMPG,3.36,3.7,3.36,3.36,BELOW_PDH,TESTING_PDL,True,3.43,3.3,0.462,OR_MIDDLE,0.462,False,False,0.462,2.19,50,NEUTRAL,50,NEUTRAL
APP,311.94,335.4499,315.92,317.76,BELOW_PDH,BELOW_PDL,True,317.89,306.25,0.489,OR_MIDDLE,0.489,False,False,0.489,1.7,38,NEUTRAL,62,CONTINUATION_SHORT
AVTR,14.55,14.65,14.45,14.58,BELOW_PDH,RECLAIMED_PDL,True,14.59,14.34,0.84,OR_TOP_THIRD,0.84,False,False,0.84,5.15,74,AVOID_LONG_CHASE,40,AVOID_SHORT
BEEM,1.44,1.5562,1.43,1.47,BELOW_PDH,RECLAIMED_PDL,True,1.48,1.42,0.333,OR_BOTTOM_THIRD,0.429,False,True,0.429,4.1,62,RELOAD_ZONE,60,FIRST_RALLY_SHORT_ZONE
BFAM,74.18,75.35,73.66,74.81,BELOW_PDH,RECLAIMED_PDL,True,74.31,72.84,0.912,OR_TOP_THIRD,0.66,False,False,0.66,3.35,62,NEUTRAL,48,AVOID_SHORT
BMNR,24.9954,25.68,23.75,23.8,BELOW_PDH,RECLAIMED_PDL,True,24.49,23.7,1.0,ABOVE_ORH,0.732,False,False,0.732,1.9,72,CONTINUATION_LONG,34,AVOID_SHORT
BRNX,3.74,4.25,3.01,3.89,REJECTED_PDH,ABOVE_PDL,True,4.87,4.39,0.0,BELOW_ORL,0.0,False,False,0.0,0.35,26,AVOID_LONG,72,AVOID_SHORT_CHASE
