ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
OMH,false,-16.52,12.94,0.085,0.096,0.101,0.085,13152471,true,false,false,false,false,false,,MISSED
HTZ,false,14.29,13.13,2.475,2.8,2.855,2.38,76113640,true,false,false,false,false,false,,MISSED
SPCX,true,9.65,8.22,135.05,146.15,149.6,134.01,165771792,false,false,false,false,false,false,,IGNORED
SURG,false,-9.3,-10.4,0.3047,0.273,0.3047,0.2681,3148361,false,false,false,false,false,false,,IGNORED
CLRO,false,-8.82,-5.7,6.14,5.79,6.6,5.45,182199,false,false,false,false,false,false,,IGNORED
BSP,false,-8.35,1.03,48.48,48.98,51.36,47.63,3424083,false,false,false,false,false,false,,IGNORED
ALM,false,8.13,2.86,13.97,14.37,14.66,13.06,8157909,false,false,false,false,false,false,,IGNORED
SG,false,7.98,5.82,5.5,5.82,5.925,5.46,6731660,false,false,false,false,false,false,,IGNORED
NN,false,7.85,5.83,18.17,19.23,19.295,16.75,4106310,false,false,false,false,false,false,,IGNORED
CPOP,true,7.78,11.88,0.3468,0.388,0.3999,0.3399,16178436,false,false,false,false,false,false,,IGNORED
HPP,false,7.19,1.49,14.1,14.31,14.61,13.6,848199,false,false,false,false,false,false,,IGNORED
IVVD,false,6.4,3.61,0.7065,0.732,0.7377,0.67,1679182,false,false,false,false,false,false,,IGNORED
VECO,false,6.18,0.57,52.96,53.26,53.96,52.26,779546,false,false,false,false,false,false,,IGNORED
FTRE,false,-6.1,-5.17,19.33,18.33,19.35,18.3,1628234,false,false,false,false,false,false,,IGNORED
ZBAO,true,6.05,6.49,0.1942,0.2068,0.2173,0.19,52615577,false,false,false,false,false,false,,IGNORED
AEHL,false,-5.93,-0.97,5.13,5.08,5.44,4.8176,63987,false,false,false,false,false,false,,IGNORED
COR,false,-5.9,-1.7,319.59,314.17,323.545,312.67,2127256,false,false,false,false,false,false,,IGNORED
FSLR,false,-5.87,-6.68,243.0,226.77,244.0,225.04,3012984,false,false,false,false,false,false,,IGNORED
OSCR,false,5.86,5.75,28.0,29.61,30.03,27.81,6637531,false,false,false,false,false,false,,IGNORED
SOC,false,-5.81,-7.98,4.76,4.38,4.97,4.245,8652789,false,false,false,false,false,false,,IGNORED
ELPW,true,-5.8,9.64,4.15,4.55,4.7,4.12,454490,false,false,false,false,false,false,,IGNORED
RXO,false,5.73,5.29,21.57,22.71,22.915,21.425,1666414,false,false,false,false,false,false,,IGNORED
PTLO,false,5.54,7.42,4.4312,4.76,4.78,4.4312,1936501,false,false,false,false,false,false,,IGNORED
GDRX,false,-5.53,-5.28,3.79,3.59,3.81,3.565,1594367,false,false,false,false,false,false,,IGNORED
BZAI,false,5.5,1.77,1.13,1.15,1.16,1.1,2435178,false,false,false,false,false,false,,IGNORED
SMJF,false,5.49,5.73,9.08,9.6,9.73,9.1579,544609,false,false,false,false,false,false,,IGNORED
IAUX,false,5.42,1.74,1.72,1.75,1.75,1.69,14514494,false,false,false,false,false,false,,IGNORED
GTM,false,-5.39,-3.5,4.0,3.86,4.02,3.75,6928427,false,false,false,false,false,false,,IGNORED
ENSC,true,-5.3,-7.28,0.43,0.3987,0.43,0.37,1641589,false,false,false,false,false,false,,IGNORED
SEI,false,5.12,0.11,61.73,61.8,63.0,60.7401,1760151,false,false,false,false,false,false,,IGNORED
RYAM,false,-4.82,-6.11,8.84,8.3,8.83,8.29,993709,false,false,false,false,false,false,,IGNORED
