ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector,_industry,_sector_label,_industry_label,_sector_strength,_industry_strength,_sector_ret_5d,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
BTE,Long,BOUNCE,T1-STRONG_LONG,93,4.14,3.9673,4.4854,,2.0,0.1727,4.14,0.4,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",4.125,4.09,OPEN_ROAD,EXCITED,0.89,45272940,1.1,1.1,0,0,14.2,53,8,695.68,MEGA,0.03,4.135,4.09,4.18,2.2,MID,DISCOUNT,103,8,35,3.4,C,True,0.18409285714285714,0.94,N/A,,ENERGY,OIL_EXP,COLD,COLD,0.04,0.0,-1.36,0.0,0.5,0.0,0.25,0.75,0.0,0.625,FAVORABLE,4.09,4.14,4.1814,814,579,467,3.22,2.0,1.42,3329.26,2397.06,1952.71,10:30,3.9673,4.4854,PULLBACK_LIMIT,,,,PENNY,MARKET
