ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
SOFI,BEAR_REJECTION_PENDING,SHORT,62.0,17.44,17.89,16.48,16.16,222,2.14,HOSTILE,0.54,17.1,DEEP_BELOW,-0.4775,32.73,0.0355,3.6% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $17.59 (1m 2tk MINOR bear gap) | only 2.9% above current — close rally | SPY HOSTILE — short setup amplified | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $17.44 (2% rally cap; anchor at $17.59 too far). Stop $17.89. Anchor: 1m 2tk bear.,2026-06-25T09:54:58
FRSH,BEAR_REJECTION_PENDING,SHORT,62.0,9.25,9.42,8.16,8.87,599,6.53,HOSTILE,1.11,9.215,DEEP_BELOW,-0.4043,15.47,0.0705,7.0% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0}",PENDING: wait for rally to $9.25 (5m 12tk MINOR bear gap) | only 0.4% above current — close rally | SPY HOSTILE — short setup amplified,LIMIT SHORT @ $9.25 on rally (0.4% above current $9.21). Stop $9.42. Anchor: 5m 12tk bear.,2026-06-25T09:55:00
UMC,BEAR_REJECTION_PENDING,SHORT,71.8,28.7,30.53,25.72,24.13,54,1.63,HOSTILE,0.68,28.14,NEAR_HIGH,-0.0283,28.96,0.0052,0.5% (normal),RISING,True,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 3.8, ""vacuum_tier"": 6.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $28.88 (15m 150tk VACUUM bear gap) | only 2.6% above current — close rally | SPY HOSTILE — short setup amplified | ASC channel active (1h) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $28.70 (2% rally cap; anchor at $28.88 too far). Stop $30.53. Anchor: 15m 150tk bear.,2026-06-25T09:54:59
SHOP,BEAR_REJECTION_PENDING,SHORT,100.0,115.4,127.28,97.5,,8,1.51,HOSTILE,0.36,113.135,DEEP_BELOW,-0.379,182.19,0.0025,0.3% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""huge_anchor"": 14.0, ""high_genesis_rank"": 14.3, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $116.05 (daily 1061tk CONVICTION bear gap) | only 2.6% above current — close rally | SPY HOSTILE — short setup amplified | OBV rising — possible trapped buyers under resistance (neutral),"LIMIT SHORT @ $115.40 (2% rally cap; anchor at $116.05 too far). Stop $127.28. Anchor: daily 1061tk bear. CONVICTION 100 — size may step up, still waiting for location.",2026-06-25T09:54:58
BRBR,BEAR_REJECTION_PENDING,SHORT,62.0,11.93,12.31,10.21,10.21,262,4.51,HOSTILE,0.25,11.725,DEEP_BELOW,-0.8052,60.2,0.0127,1.3% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $11.93 (15m 33tk MINOR bear gap) | only 1.7% above current — close rally | SPY HOSTILE — short setup amplified | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $11.93 on rally (1.7% above current $11.72). Stop $12.31. Anchor: 15m 33tk bear.,2026-06-25T09:58:16
DASH,BEAR_REJECTION_PENDING,SHORT,78.0,177.85,180.46,170.94,171.69,38,2.65,HOSTILE,0.21,175.13,DEEP_BELOW,-0.3866,285.5,0.0024,0.2% (normal),FALLING,True,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""vacuum_tier"": 6.0, ""near_rally"": 8.0, ""regime_hostile_helps_short"": 10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $177.85 (15m 104tk VACUUM bear gap) | only 1.6% above current — close rally | SPY HOSTILE — short setup amplified | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $177.85 on rally (1.6% above current $175.13). Stop $180.46. Anchor: 15m 104tk bear.,2026-06-25T09:59:18
BKD,BEAR_REJECTION_PENDING,SHORT,83.0,15.21,16.58,14.45,,72,0.55,HOSTILE,0.5,14.91,BELOW,-0.1276,17.09,0.0093,0.9% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 15.0, ""conviction_tier"": 10.0, ""moderate_rally"": 4.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $15.43 (daily 108tk CONVICTION bear gap) | SPY HOSTILE — short setup amplified | ASC channel active (daily) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $15.21 (2% rally cap; anchor at $15.43 too far). Stop $16.58. Anchor: daily 108tk bear.,2026-06-25T09:59:10
GTLB,BEAR_REJECTION_PENDING,SHORT,76.6,28.48,30.45,23.83,,50,2.36,HOSTILE,0.37,27.92,DEEP_BELOW,-0.467,52.38,0.0164,1.6% (normal),RISING,True,"{""structural_anchor_above"": 14.0, ""medium_anchor"": 6.0, ""high_genesis_rank"": 12.6, ""moderate_rally"": 4.0, ""regime_hostile_helps_short"": 10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $29.61 (daily 69tk COMPRESSION bear gap) | SPY HOSTILE — short setup amplified | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $28.48 (2% rally cap; anchor at $29.61 too far). Stop $30.45. Anchor: daily 69tk bear.,2026-06-25T09:59:19
AFRM,BEAR_REJECTION_PENDING,SHORT,62.8,78.2,85.45,66.28,,13,1.64,HOSTILE,0.45,76.665,BELOW,-0.2333,100.0,0.0062,0.6% (normal),RISING,True,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 6.8, ""vacuum_tier"": 6.0, ""far_rally"": -4.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0}",PENDING: wait for rally to $84.00 (1h 102tk VACUUM bear gap) | SPY HOSTILE — short setup amplified | ASC channel active (daily) — short fights rising structure,LIMIT SHORT @ $78.20 (2% rally cap; anchor at $84.00 too far). Stop $85.45. Anchor: 1h 102tk bear.,2026-06-25T10:00:05
VKTX,BEAR_REJECTION_PENDING,SHORT,60.1,39.91,41.06,35.63,36.38,86,3.7,HOSTILE,1.01,39.125,NEAR_HIGH,-0.0933,43.15,0.0216,2.2% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 12.1, ""moderate_rally"": 4.0, ""regime_hostile_helps_short"": 10.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $40.50 (daily 29tk COMPRESSION bear gap) | SPY HOSTILE — short setup amplified | ASC channel active (15m) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $39.91 (2% rally cap; anchor at $40.50 too far). Stop $41.06. Anchor: daily 29tk bear.,2026-06-25T10:00:58
