ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
ACN,SHORT,19.75,18.67,158.9,125.2,158.83,126.88,2158339,25616,84.26,0.05,True,156.01,126.88,128.1488,124.3424,78,98.97,147.2145,0.946,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,9.5035,613.94,LOW
LEGN,SHORT,12.38,11.1,31.58,29.37,31.56,29.7997,432638,8826,49.01,0.19,True,33.52,29.7997,30.0977,29.2037,335,99.83,67.2136,0.85,HOT,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,3.0805,185.74,LOW
INFY,SHORT,7.18,6.41,11.82,10.86,11.82,10.95,1995151,17127,116.49,0.09,True,11.7,10.95,11.0595,10.731,913,99.97,54.9923,0.946,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.5261,4048.6,LOW
CTSH,SHORT,5.8,5.33,48.4,45.99,48.39,46.22,560085,16904,33.13,0.1,True,48.82,46.22,46.6822,45.2956,216,99.84,34.6641,0.946,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,2.2894,473.0,LOW
STLA,SHORT,3.86,2.32,6.6,6.22,6.6,6.32,1470627,594391,2.47,0.26,True,6.47,6.32,6.3832,6.1936,1582,99.98,9.1632,1.006,NEUTRAL,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.304,2897.51,LOW
CRVO,SHORT,3.67,-22.31,5.3999,3.67,3.78,4.66,11610304,3130294,3.71,0.57,False,3.81,4.66,4.7066,4.5668,2145,99.96,6.6956,0.85,HOT,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.7014,9.26,MEDIUM
