ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ACVA,6.4,6.52,6.305,6.37,BELOW_PDH,ABOVE_PDL,True,6.465,6.35,0.435,OR_MIDDLE,0.345,False,False,0.345,7.13,50,NEUTRAL,50,NEUTRAL
ADBE,197.5828,199.25,191.2,194.9,REJECTED_PDH,ABOVE_PDL,True,200.55,195.35,0.429,OR_MIDDLE,0.429,False,False,0.429,1.58,38,AVOID_LONG,62,NEUTRAL
ADSK,189.06,195.94,185.5,187.72,BELOW_PDH,ABOVE_PDL,True,193.765,188.49,0.108,OR_BOTTOM_THIRD,0.279,False,False,0.279,2.59,58,RELOAD_ZONE,50,NEUTRAL
ADTX,0.0378,0.022,0.0153,0.0192,ABOVE_PDH,ABOVE_PDL,True,0.0256,0.021,1.0,ABOVE_ORH,0.431,False,False,0.431,0.61,72,CONTINUATION_LONG,34,AVOID_SHORT
AGI,30.9,32.19,30.2,32.04,BELOW_PDH,ABOVE_PDL,True,31.3,30.49,0.506,OR_MIDDLE,0.6,False,False,0.6,2.23,50,NEUTRAL,50,NEUTRAL
AHMA,1.98,2.37,1.83,1.85,BELOW_PDH,RECLAIMED_PDL,True,1.94,1.77,1.0,ABOVE_ORH,0.916,False,False,0.916,0.39,72,AVOID_LONG_CHASE,34,AVOID_SHORT
AIM,0.3515,0.3873,0.3616,0.3829,BELOW_PDH,BELOW_PDL,True,0.3742,0.36,0.0,BELOW_ORL,0.134,False,True,0.134,1.43,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
AIXI,2.87,3.7434,2.6,3.06,BELOW_PDH,ABOVE_PDL,True,3.65,2.85,0.025,OR_BOTTOM_THIRD,0.025,False,False,0.025,0.32,58,RELOAD_ZONE,50,AVOID_SHORT_CHASE
AMKR,87.32,96.29,89.91,93.55,BELOW_PDH,BELOW_PDL,True,87.7,83.6,0.907,OR_TOP_THIRD,0.832,False,False,0.832,1.54,50,AVOID_LONG_CHASE,60,CONTINUATION_SHORT
AMPG,7.62,9.01,7.95,8.45,BELOW_PDH,BELOW_PDL,True,8.205,7.7,0.0,BELOW_ORL,0.346,False,True,0.346,1.42,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
AMTM,21.0255,21.4,20.7739,21.06,BELOW_PDH,RECLAIMED_PDL,True,21.27,20.87,0.389,OR_MIDDLE,0.511,False,True,0.511,3.46,54,NEUTRAL,60,FIRST_RALLY_SHORT_ZONE
APLD,45.48,47.96,44.62,45.2,BELOW_PDH,RECLAIMED_PDL,True,46.25,41.64,0.833,OR_TOP_THIRD,0.744,False,False,0.744,0.88,62,NEUTRAL,48,AVOID_SHORT
APLE,16.48,16.875,16.525,16.61,BELOW_PDH,BELOW_PDL,True,16.835,16.442,0.097,OR_BOTTOM_THIRD,0.093,False,False,0.093,1.83,38,NEUTRAL,74,AVOID_SHORT_CHASE
APP,466.25,482.0805,447.35,469.39,BELOW_PDH,ABOVE_PDL,True,469.0,458.16,0.746,OR_TOP_THIRD,0.503,False,False,0.503,1.2,50,NEUTRAL,56,NEUTRAL
ARM,369.99,444.95,401.95,407.72,BELOW_PDH,BELOW_PDL,True,389.8,366.01,0.167,OR_BOTTOM_THIRD,0.264,False,True,0.264,1.2,38,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
AU,83.2,86.91,84.34,86.23,BELOW_PDH,BELOW_PDL,True,84.525,81.99,0.477,OR_MIDDLE,0.469,False,False,0.469,1.62,38,NEUTRAL,62,CONTINUATION_SHORT
AUGO,61.5,65.35,62.88,65.26,BELOW_PDH,BELOW_PDL,True,63.08,61.0,0.24,OR_BOTTOM_THIRD,0.336,False,True,0.336,2.31,38,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
AVPT,10.31,10.42,9.7121,9.97,REJECTED_PDH,ABOVE_PDL,True,10.465,9.87,0.739,OR_TOP_THIRD,0.733,True,False,0.733,3.37,56,PULLBACK_BUY_ZONE,60,NEUTRAL
BBBY,6.59,6.2765,5.83,5.83,ABOVE_PDH,ABOVE_PDL,True,6.68,5.87,0.889,OR_TOP_THIRD,0.862,True,False,0.862,1.95,92,PULLBACK_BUY_ZONE,32,NEUTRAL
BE,324.74,349.99,330.0,345.85,BELOW_PDH,BELOW_PDL,True,326.85,300.31,0.92,OR_TOP_THIRD,0.832,False,False,0.832,1.06,50,AVOID_LONG_CHASE,60,CONTINUATION_SHORT
BEEM,1.34,1.4455,1.29,1.39,BELOW_PDH,ABOVE_PDL,True,1.41,1.34,0.0,OR_BOTTOM_THIRD,0.0,False,False,0.0,1.02,58,RELOAD_ZONE,50,AVOID_SHORT_CHASE
BFLY,7.72,8.83,6.81,7.27,BELOW_PDH,ABOVE_PDL,True,7.74,6.82,0.978,OR_TOP_THIRD,0.814,False,False,0.814,0.9,50,NEUTRAL,56,NEUTRAL
BIRD,5.18,7.75,5.45,5.51,BELOW_PDH,BELOW_PDL,True,5.63,4.95,0.338,OR_BOTTOM_THIRD,0.338,False,False,0.338,0.61,46,NEUTRAL,62,CONTINUATION_SHORT
CAL,12.27,13.58,12.6,12.67,BELOW_PDH,BELOW_PDL,True,12.85,12.38,0.0,BELOW_ORL,0.121,False,True,0.121,1.6,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
CAST,8.23,9.89,6.4,9.84,REJECTED_PDH,ABOVE_PDL,True,9.5261,8.1,0.091,OR_BOTTOM_THIRD,0.064,False,False,0.064,2.73,38,AVOID_LONG,74,AVOID_SHORT_CHASE
CCTG,0.79,0.9042,0.775,0.8001,REJECTED_PDH,RECLAIMED_PDL,True,0.9116,0.75,0.248,OR_BOTTOM_THIRD,0.211,False,False,0.211,0.57,58,AVOID_LONG,54,AVOID_SHORT
CDT,1.13,1.905,1.27,1.5,BELOW_PDH,BELOW_PDL,True,1.6,1.38,0.0,BELOW_ORL,0.041,False,True,0.041,0.57,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
CGTX,1.62,1.76,1.45,1.68,BELOW_PDH,ABOVE_PDL,True,1.75,1.55,0.35,OR_MIDDLE,0.35,False,False,0.35,1.21,50,NEUTRAL,50,NEUTRAL
CHWY,17.9935,18.03,17.4,17.51,REJECTED_PDH,ABOVE_PDL,True,18.405,17.58,0.501,OR_MIDDLE,0.501,False,False,0.501,2.09,38,AVOID_LONG,62,NEUTRAL
CMND,2.95,3.105,2.92,2.98,BELOW_PDH,RECLAIMED_PDL,True,2.97,2.92,0.6,OR_MIDDLE,0.429,False,False,,,62,NEUTRAL,42,AVOID_SHORT
CMPS,12.6,13.15,12.4,12.63,BELOW_PDH,RECLAIMED_PDL,True,12.815,12.2,0.65,OR_TOP_THIRD,0.5,False,False,0.5,1.45,62,NEUTRAL,48,AVOID_SHORT
CMTL,2.43,2.455,2.3,2.42,BELOW_PDH,RECLAIMED_PDL,True,2.425,2.33,1.0,ABOVE_ORH,1.0,False,False,1.0,1.82,84,AVOID_LONG_CHASE,26,AVOID_SHORT
CRDF,1.25,1.43,1.27,1.3,BELOW_PDH,BELOW_PDL,True,1.3268,1.28,0.0,BELOW_ORL,0.114,False,True,0.114,1.46,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
CRE,3.9,4.14,3.7501,4.11,REJECTED_PDH,RECLAIMED_PDL,True,4.08,3.73,0.486,OR_MIDDLE,0.387,False,False,0.387,0.49,50,AVOID_LONG,54,AVOID_SHORT
CRVO,3.76,4.46,3.83,4.13,BELOW_PDH,BELOW_PDL,True,4.11,3.7863,0.0,BELOW_ORL,0.146,False,True,0.146,0.79,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
CTM,0.7205,0.8128,0.734,0.7523,BELOW_PDH,BELOW_PDL,True,0.7686,0.73,0.0,BELOW_ORL,0.0,False,False,0.0,1.26,18,AVOID_LONG,84,AVOID_SHORT_CHASE
CTSO,0.4101,0.4299,0.4118,0.413,REJECTED_PDH,BELOW_PDL,True,0.4279,0.4103,0.0,BELOW_ORL,0.0,False,False,0.0,2.02,6,AVOID_LONG,96,AVOID_SHORT_CHASE
DBRG,15.75,15.79,15.7,15.72,TESTING_PDH,TESTING_PDL,True,15.745,15.71,1.0,ABOVE_ORH,1.0,False,False,1.0,8.55,72,AVOID_LONG_CHASE,34,AVOID_SHORT
DFNS,0.1855,0.209,0.1766,0.208,BELOW_PDH,ABOVE_PDL,True,0.198,0.189,0.0,BELOW_ORL,0.094,False,False,0.094,0.6,38,AVOID_LONG,60,AVOID_SHORT_CHASE
DRH,12.3,12.45,12.21,12.25,BELOW_PDH,RECLAIMED_PDL,True,12.4299,12.15,0.536,OR_MIDDLE,0.536,False,False,0.536,3.73,62,NEUTRAL,42,AVOID_SHORT
DUOT,11.91,13.22,11.92,12.26,BELOW_PDH,BELOW_PDL,True,12.53,11.5,0.398,OR_MIDDLE,0.398,False,False,0.398,0.81,38,NEUTRAL,62,CONTINUATION_SHORT
DV,10.44,10.4,10.02,10.17,ABOVE_PDH,ABOVE_PDL,True,10.45,10.245,0.951,OR_TOP_THIRD,0.765,True,False,0.765,2.64,92,PULLBACK_BUY_ZONE,32,NEUTRAL
EFX,152.53,155.07,150.745,153.49,REJECTED_PDH,ABOVE_PDL,True,158.621,153.32,0.0,BELOW_ORL,0.013,False,False,0.013,2.43,18,AVOID_LONG,84,AVOID_SHORT_CHASE
EHGO,3.73,6.75,2.6,4.06,BELOW_PDH,ABOVE_PDL,True,4.23,3.4,0.398,OR_MIDDLE,0.174,False,False,0.174,0.32,50,NEUTRAL,50,NEUTRAL
ELF,63.31,65.1,62.1,63.18,BELOW_PDH,RECLAIMED_PDL,True,62.89,61.53,1.0,ABOVE_ORH,0.771,False,False,0.771,2.8,84,CONTINUATION_LONG,26,AVOID_SHORT
ELTX,4.18,4.4923,3.7601,4.14,BELOW_PDH,ABOVE_PDL,True,4.33,3.9701,0.583,OR_MIDDLE,0.488,False,False,0.488,0.8,50,NEUTRAL,50,NEUTRAL
ENTX,1.47,2.7799,1.22,1.48,BELOW_PDH,ABOVE_PDL,True,1.6,1.282,0.591,OR_MIDDLE,0.591,False,False,0.591,1.08,50,NEUTRAL,50,NEUTRAL
ETON,33.49,33.48,31.95,32.72,ABOVE_PDH,RECLAIMED_PDL,True,33.24,31.88,1.0,ABOVE_ORH,0.759,True,False,0.759,1.9,100,PULLBACK_BUY_ZONE,10,AVOID_SHORT
FCEL,21.9,26.24,22.82,24.39,BELOW_PDH,BELOW_PDL,True,24.6,21.8,0.036,OR_BOTTOM_THIRD,0.211,False,True,0.211,0.93,38,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
FIG,19.06,20.13,18.32,19.08,BELOW_PDH,ABOVE_PDL,True,19.7993,18.98,0.098,OR_BOTTOM_THIRD,0.106,False,False,0.106,1.4,50,RELOAD_ZONE,62,AVOID_SHORT_CHASE
FNMAS,11.61,11.9,11.51,11.8,BELOW_PDH,RECLAIMED_PDL,True,11.6,11.34,1.0,ABOVE_ORH,0.771,False,False,0.771,1.95,84,CONTINUATION_LONG,26,AVOID_SHORT
FTHM,1.15,1.15,1.02,1.03,TESTING_PDH,RECLAIMED_PDL,True,1.1701,1.02,0.866,OR_TOP_THIRD,0.65,False,False,0.65,0.8,62,NEUTRAL,48,AVOID_SHORT
FVRR,10.1,10.39,9.94,9.94,BELOW_PDH,RECLAIMED_PDL,True,10.1789,9.94,0.67,OR_TOP_THIRD,0.533,False,False,0.533,1.26,62,NEUTRAL,48,AVOID_SHORT
GBTG,9.37,9.39,9.35,9.39,REJECTED_PDH,RECLAIMED_PDL,True,9.4,9.35,0.4,OR_MIDDLE,0.4,False,False,0.4,0.41,50,AVOID_LONG,54,AVOID_SHORT
GBUX,0.0012,0.0015,0.0013,0.0013,BELOW_PDH,BELOW_PDL,False,,,,OPENING_RANGE_PENDING,0.127,False,True,,,30,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
GDHG,1.56,1.76,1.51,1.71,BELOW_PDH,ABOVE_PDL,True,1.71,1.6291,0.0,BELOW_ORL,0.0,False,False,,,38,AVOID_LONG,60,AVOID_SHORT_CHASE
GETY,0.9002,1.48,1.03,1.15,BELOW_PDH,BELOW_PDL,True,1.24,0.96,0.0,BELOW_ORL,0.001,False,False,0.001,0.7,26,AVOID_LONG,72,AVOID_SHORT_CHASE
GLUE,20.8101,19.23,17.91,18.67,ABOVE_PDH,ABOVE_PDL,True,19.56,18.375,1.0,ABOVE_ORH,0.931,True,False,0.931,3.09,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
GNIS,0.0017,0.0016,0.0013,0.0015,ABOVE_PDH,ABOVE_PDL,True,0.0017,0.0015,1.0,ABOVE_ORH,1.0,False,False,,,72,AVOID_LONG_CHASE,34,AVOID_SHORT
GRAF,10.7847,10.86,10.78,10.86,BELOW_PDH,TESTING_PDL,True,10.85,10.85,,BELOW_ORL,0.0,False,False,,,38,AVOID_LONG,60,AVOID_SHORT_CHASE
HITI,2.2483,2.37,2.285,2.29,BELOW_PDH,BELOW_PDL,True,2.29,2.26,0.0,BELOW_ORL,0.444,False,True,0.444,1.16,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
HIVE,4.6787,5.34,4.48,4.9,BELOW_PDH,RECLAIMED_PDL,True,4.88,4.4201,0.562,OR_MIDDLE,0.562,False,False,0.562,0.98,62,NEUTRAL,42,AVOID_SHORT
