ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score,gap_tier,stop_source,stop_dist,atr_14,atr_ratio,atr_ok,float_m,float_rotation_pct,borrow_risk
TGHL,SHORT,FAILED-GAP-SHORT,2.12,1.52,2.48,1.3,2.48,1.4,1.6978,509.55,337.03,36922656,17277.8,0.3478,1.52,1.54,1.48,4999,5386182.185,PARABOLIC,recent 5-min high,0.02,0.1832,0.18,False,25.3,145.9,MEDIUM
SUUN,LONG,ORB-LONG|HOLDING-LONG,0.92,1.38,1.47,0.884,0.95,0.884,1.281,6.42,59.63,14572422,17.36,0.8645,1.38,1.35,1.44,3333,667.7315,IN_BAND,recent 5-min low,0.03,0.1474,0.34,False,46.96,31.0,N/A
AIIO,LONG,ORB-LONG|HOLDING-LONG,3.04,3.3597,3.39,2.88,3.33,3.0201,3.1546,28.27,41.76,10215045,7.71,2.37,3.3597,3.165,3.7491,513,200.9645,STRETCHED,recent 5-min low,0.1947,1.4459,0.22,False,19.78,51.6,N/A
VERX,LONG,ORB-LONG|HOLDING-LONG,13.78,14.75,14.83,13.66,14.315,13.66,14.4159,3.22,10.49,1568386,7.81,13.35,14.75,14.715,14.82,2857,28.3224,IN_BAND,recent 5-min low,0.035,0.7796,0.07,False,161.82,1.0,N/A
NABL,LONG,ORB-LONG|HOLDING-LONG,3.83,4.105,4.125,3.785,4.0,3.785,4.0213,3.51,10.95,1609608,6.91,3.7,4.105,4.085,4.145,4999,27.3382,IN_BAND,recent 5-min low,0.02,0.2875,0.12,False,188.38,0.9,N/A
SPT,LONG,ORB-LONG|HOLDING-LONG,7.76,8.175,8.21,7.7,8.15,7.7,8.0595,3.74,9.29,1169345,5.84,7.48,8.175,8.155,8.215,4999,24.6027,IN_BAND,recent 5-min low,0.02,0.3905,0.09,False,60.11,1.9,N/A
PSNL,LONG,ORB-LONG,10.99,11.65,11.72,10.52,11.085,10.63,11.0458,-3.6,2.19,1933789,3.19,11.4,11.65,11.6,11.75,1999,15.558,IN_BAND,recent 5-min low,0.05,0.8862,0.09,False,104.72,1.8,N/A
