ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase
MWC,458.9,56.57,26.38,4.92,5.44,7.39,7581027,13587,557.95,0.12,False,4.72,7.39,7.2791,7.6117,902,99.99,2054.9968,0.994,NEUTRAL,GENESIS,GENESIS
GCL,171.02,86.12,1.17,0.7495,1.04,0.8035,37170048,2423,15336.71,0.13,False,0.4317,0.8035,0.7914,0.8276,8297,100.0,1191.318,1.042,NEUTRAL,GENESIS,GENESIS
JYD,49.47,-6.93,2.81,1.56,2.74,1.7498,2315194,10733,215.7,0.15,False,1.88,1.7498,1.7236,1.8023,3809,99.97,206.7607,1.006,NEUTRAL,GENESIS,GENESIS
AMPG,22.31,13.82,4.88,4.25,4.29,4.5413,3900719,63825,61.12,0.46,False,3.99,4.5413,4.4732,4.6775,1468,100.0,111.7295,1.018,NEUTRAL,GENESIS,GENESIS
EVTV,19.2,-2.4,2.98,1.82,2.45,2.44,1770787,45765,38.69,0.53,True,2.5,2.44,2.4034,2.5132,2732,99.99,93.0258,1.006,NEUTRAL,GENESIS,GENESIS
IBRX,10.31,8.06,8.56,7.98,8.12,8.3855,1333607,378191,3.53,0.7,True,7.76,8.3855,8.2597,8.6371,795,100.0,25.4269,0.91,WEAK,GENESIS,GENESIS
