idea_id,day,source,ticker,setup,side,tier,score,score_band,entry_type,entry,stop,target,shares,rr,first_seen,last_seen,outcome,result_r,mfe_r,mae_r,current_r,fill_time,exit_time,last_px,spy_regime,relative_volume_today,obv_state,notes
be75e147f827bd25,2026-07-07,live_state_lookup,GLW,BULL_BOUNCE_PENDING,LONG,CONVICTION,98.4,90+,MARKET,189.76,183.13,204.3,6,2.19,2026-07-07T04:38:28,2026-07-07T09:43:12,NOT_EVALUATED,,,,,,,,FAVORABLE,0.663,FALLING,MARKET BUY @ ~$189.09 (CONVICTION score 98). Stop $174.05. Anchor: daily 330tk @ $180.68.
742b0f8e4a7f2290,2026-07-07,live_state_lookup,COSM,BULL_BOUNCE_PENDING,LONG,CONVICTION,95.0,90+,MARKET,0.26,0.25,0.3,7852,4.0,2026-07-07T04:43:17,2026-07-07T10:02:00,NOT_EVALUATED,,,,,,,,FAVORABLE,2.502,RISING,MARKET BUY @ ~$0.25 (CONVICTION score 95). Stop $0.24. Anchor: weekly 1tk @ $0.24.
24e0cfcff3780bbc,2026-07-07,live_state_lookup,SUGP,BULL_BOUNCE_PENDING,LONG,CONVICTION,94.9,90+,MARKET,0.81,0.74,0.92,2019,1.57,2026-07-07T04:41:22,2026-07-07T09:33:58,NOT_EVALUATED,,,,,,,,FAVORABLE,3.968,NEUTRAL,MARKET BUY @ ~$0.99 (CONVICTION score 95). Stop $0.94. Anchor: daily 3tk @ $0.84.
6382a7c6bffff59f,2026-07-07,live_state_lookup,FCEL,BULL_BOUNCE_PENDING,LONG,CONVICTION,93.0,90+,MARKET,29.88,28.44,32.91,67,2.1,2026-07-07T04:42:12,2026-07-07T10:02:00,NOT_EVALUATED,,,,,,,,FAVORABLE,0.067,RISING,MARKET BUY @ ~$29.61 (CONVICTION score 93). Stop $28.13. Anchor: weekly 154tk @ $24.77.
42a1c8d77bb2a5f3,2026-07-07,live_state_lookup,BMNR,BULL_BOUNCE_PENDING,LONG,CONVICTION,91.0,90+,MARKET,15.47,14.69,17.68,129,2.86,2026-07-07T04:39:14,2026-07-07T07:03:20,NOT_EVALUATED,,,,,,,,FAVORABLE,1.122,RISING,MARKET BUY @ ~$15.47 (CONVICTION score 91). Stop $14.69. Anchor: weekly 1054tk @ $9.73.
7f91739c59ff16cc,2026-07-07,live_state_lookup,RKLB,BULL_BOUNCE_PENDING,LONG,CONVICTION,90.9,90+,MARKET,89.52,84.12,100.43,22,2.02,2026-07-07T04:38:21,2026-07-07T10:02:00,NOT_EVALUATED,,,,,,,,FAVORABLE,0.51,RISING,MARKET BUY @ ~$88.47 (CONVICTION score 91). Stop $84.05. Anchor: daily 338tk @ $75.28.
8c45d76353e71066,2026-07-07,live_state_lookup,AKAM,BULL_BOUNCE_PENDING,LONG,CONVICTION,90.5,90+,MARKET,112.95,105.25,124.9,12,1.55,2026-07-07T04:40:43,2026-07-07T06:24:18,NOT_EVALUATED,,,,,,,,FAVORABLE,0.754,NEUTRAL,MARKET BUY @ ~$112.95 (CONVICTION score 91). Stop $105.25. Anchor: daily 293tk @ $107.24.
0578c81bc5276996,2026-07-07,live_state_lookup,QBTS,BULL_BOUNCE_PENDING,LONG,CONVICTION,90.4,90+,MARKET,22.44,21.32,24.82,89,2.12,2026-07-07T04:40:12,2026-07-07T06:24:18,NOT_EVALUATED,,,,,,,,FAVORABLE,0.598,NEUTRAL,MARKET BUY @ ~$22.44 (CONVICTION score 90). Stop $21.32. Anchor: daily 247tk @ $20.53.
86e6a0947f9ef255,2026-07-07,live_state_lookup,AKAM,BULL_BOUNCE_PENDING,LONG,CONVICTION,89.5,80-89,LIMIT,112.95,105.25,124.9,18,1.55,2026-07-07T04:40:43,2026-07-07T09:05:12,NOT_EVALUATED,,,,,,,,FAVORABLE,0.062,NEUTRAL,LIMIT BUY @ $110.69 (2% pullback cap; anchor at $107.24 too far). Stop $105.25. Anchor: daily 293tk.
5df42436e937f3e5,2026-07-07,live_state_lookup,COSM,BULL_BOUNCE_PENDING,LONG,CONVICTION,89.0,80-89,STOP,0.26,0.25,0.3,4151,4.0,2026-07-07T04:43:17,2026-07-07T09:24:33,NOT_EVALUATED,,,,,,,,FAVORABLE,1.724,RISING,"BUY-STOP @ $0.26 (above today's high $0.26). Stop $0.24 (1.5xATR). Score 89, strength=4/4, regime=FAVORABLE. BREAKOUT_FOLLOW."
