ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
ONDS,Long,T3-LONG_WATCH,60,BOUNCE,9.7,8.9046,11.2908,9.125,9.88,8.97,55919961,-5.93,LOSING,-0.72,False,2026-05-19_1555,2026-05-19_0529
TE,Long,T1-STRONG_LONG,100,PULLBACK,6.5,5.45,8.6,6.88,6.975,6.08,66920246,5.85,TARGET_HIT,1.5,True,2026-05-19_1555,2026-05-19_0529
CREG,Long,T1-STRONG_LONG,100,BOUNCE,0.6224,0.4761,0.915,0.4598,0.6999,0.4,27449404,-26.12,TARGET_HIT,0.24,True,2026-05-19_1555,2026-05-19_0529
AIIO,Long,T3-LONG_WATCH,85,PULLBACK,5.6,5.1701,23.4,4.24,5.42,4.0,12240288,-24.29,STOPPED,-1.0,False,2026-05-19_1555,2026-05-19_0529
SRXH,Long,T2-LONG,46,PULLBACK,0.1246,0.07,0.2338,0.115,0.13,0.115,34016043,-7.7,LOSING,-0.18,False,2026-05-19_1555,2026-05-19_0529
INTC,Long,T2-LONG,52,PULLBACK,108.17,91.4933,141.5234,110.8,113.0699,102.4,149647196,2.43,WINNING,0.16,False,2026-05-19_1555,2026-05-19_0529
GDC,Long,T3-LONG_WATCH,75,PULLBACK,0.144,0.0863,0.3298,0.1405,0.1417,0.1324,10989798,-2.43,LOSING,-0.06,False,2026-05-19_1555,2026-05-19_0529
NXXT,Long,T2-LONG,97,BREAKOUT,0.491,0.1801,1.1128,0.8201,1.09,0.39,395583419,67.03,TARGET_HIT,0.23,True,2026-05-19_1555,2026-05-19_0529
TDIC,Long,T2-LONG,100,BOUNCE,0.7061,0.634,0.8503,0.5759,0.6586,0.57,14234174,-18.44,TARGET_HIT,0.34,True,2026-05-19_1555,2026-05-19_0529
GCTS,Long,T3-LONG_WATCH,84,PULLBACK,2.43,2.3497,2.5905,2.8,2.898,2.16,15980661,15.23,STOPPED,-1.0,True,2026-05-19_1555,2026-05-19_0529
GOVX,Long,T1-STRONG_LONG,100,BREAKOUT,2.83,0.43,7.63,2.01,2.24,1.79,6638350,-28.98,TARGET_HIT,1.07,True,2026-05-19_1555,2026-05-19_0529
CMND,Long,T2-LONG,100,PULLBACK,0.3801,0.3072,0.5259,0.2363,0.2685,0.2302,5156875,-37.83,TARGET_HIT,0.14,True,2026-05-19_1555,2026-05-19_0529
STGW,Long,T2-LONG,78,PULLBACK,6.42,5.8685,7.523,6.29,6.56,6.245,1427907,-2.02,LOSING,-0.24,False,2026-05-19_1555,2026-05-19_0529
WLTH,Long,T1-STRONG_LONG,100,PULLBACK,12.03,10.9416,14.2068,11.88,12.13,11.77,835902,-1.25,TARGET_HIT,1.5,True,2026-05-19_1555,2026-05-19_0529
QLYS,Long,T1-STRONG_LONG,100,PULLBACK,97.98,87.3194,126.91,100.09,101.78,97.95,942211,2.15,TARGET_HIT,1.5,True,2026-05-19_1555,2026-05-19_0529
