ticker,side,entry,stop,t1,fem,score,tier,mode,rr,last_px,current_price,spy_regime,_score,_L1,_L2,_L3,source,source_rank,state_asof,state_generated_at,warnings
YYGH,LONG,1.7600,1.3400,1.8500,76.00,76.00,CONVICTION,BULL_BOUNCE_PENDING,0.21,1.7600,1.7600,FAVORABLE,76.00,1.7600,1.7600,1.7600,FAM_STATE_IDEAS_MOO_REBUILD,10,2026-07-15T03:07:40,1784110661353968400,
