ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
INDP,SHORT,40.0,38.11,3.21,2.85,3.21,2.94,269263,3237,83.17,0.25,True,4.75,2.94,2.9694,2.8812,3401,99.99,271.0456,1.0,,SHORT_GENESIS,SHORT_GENESIS,EXTREME,0.5324,113.24,MEDIUM
NIVF,SHORT,25.37,21.53,1.15,0.5112,0.6575,0.5375,18413430,183251,100.48,0.04,True,0.685,0.5375,0.5429,0.5267,18604,100.0,207.6465,1.0,,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.2221,2.78,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
CYPH,SHORT,42.94,34.33,0.92,0.56,0.9112,0.6445,2096812,218925,9.58,0.23,True,0.9814,0.6445,0.6509,0.6316,15515,99.99,177.0834,1.0,,SHORT_GENESIS,SHORT_GENESIS,EXTREME,0.1638,106.46,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
VERU,SHORT,17.73,7.33,4.44,3.48,4.0,3.9199,2761081,91138,30.3,0.46,True,4.23,3.9199,3.9591,3.8415,2551,100.0,81.476,1.0,,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.4867,16.05,MEDIUM
KEEL,SHORT,12.14,11.13,5.55,5.21,5.46,5.27,3423032,1150293,2.98,0.18,True,5.93,5.27,5.3227,5.1646,1897,99.97,33.5941,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.5082,603.83,LOW
CMND,SHORT,5.5,-42.27,4.63,2.75,2.77,4.14,17046652,3848864,4.43,0.74,False,2.91,4.14,4.1814,4.0572,2415,99.98,10.4061,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.7322,1.02,MEDIUM
