ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
NIVF,SHORT,17.85,15.09,0.772,0.492,0.5995,0.5085,14832428,1185384,12.51,0.06,True,0.5989,0.5085,0.5136,0.4983,19665,100.0,90.7159,1.0,,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,0.1379,10.07,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
ON,SHORT,15.46,12.83,109.6,100.38,109.6,103.5,466229,95316,4.89,0.34,True,118.74,103.5,104.535,101.43,96,99.36,46.4739,1.0,,SHORT_GENESIS,SHORT_GENESIS,STRETCHED,9.6766,388.8,LOW
SCAG,SHORT,9.2,-19.26,0.8999,0.6,0.6651,0.7881,2559109,231716,11.04,0.63,False,0.6608,0.7881,0.796,0.7723,12688,99.99,27.319,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.2067,72.61,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
PBK,SHORT,5.49,-10.57,1.02,0.69,0.728,0.8073,47365584,8898758,5.32,0.36,True,0.7301,0.8073,0.8154,0.7912,12386,99.99,16.7969,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.1171,46.96,"EXTREME (sub-$1.50, locate often unavailable or > $5/share/day)"
