idea_id,day,source,ticker,setup,side,tier,score,score_band,entry_type,entry,stop,target,shares,rr,first_seen,last_seen,outcome,result_r,mfe_r,mae_r,current_r,fill_time,exit_time,last_px,spy_regime,relative_volume_today,obv_state,notes
86c836a27efee38d,2026-06-26,live_state_lookup,WK,BEAR_REJECTION_PENDING,SHORT,CONVICTION,100.0,90+,LIMIT,46.31,47.61,43.99,77,1.79,2026-06-26T05:34:37,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,0.722,FALLING,"LIMIT SHORT @ $46.31 on rally (0.0% above current $46.30). Stop $47.61. Anchor: weekly 106tk bear. CONVICTION 100 — size may step up, still waiting for location."
4159b81aee2103d5,2026-06-26,live_state_lookup,WPM,BEAR_REJECTION_PENDING,SHORT,CONVICTION,100.0,90+,LIMIT,116.91,118.86,113.08,51,1.96,2026-06-26T05:33:49,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,1.273,FALLING,"LIMIT SHORT @ $116.91 (2% rally cap; anchor at $116.91 too far). Stop $118.86. Anchor: daily 122tk bear. CONVICTION 100 — size may step up, still waiting for location."
e547946a8bcd9b42,2026-06-26,live_state_lookup,ADBE,BEAR_REJECTION_PENDING,SHORT,CONVICTION,100.0,90+,LIMIT,199.53,219.89,189.56,4,0.49,2026-06-26T05:33:37,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,0.793,FALLING,"LIMIT SHORT @ $199.53 (2% rally cap; anchor at $204.02 too far). Stop $219.89. Anchor: daily 1478tk bear. CONVICTION 100 — size may step up, still waiting for location."
5e65a25e8bcd498d,2026-06-26,live_state_lookup,ESAB,BEAR_REJECTION_PENDING,SHORT,CONVICTION,99.8,90+,LIMIT,99.98,102.79,90.18,35,3.49,2026-06-26T05:33:41,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,0.759,RISING,"LIMIT SHORT @ $99.98 on rally (1.1% above current $98.86). Stop $102.79. Anchor: daily 230tk bear. CONVICTION 100 — size may step up, still waiting for location."
e2dbe0ca7fc21d17,2026-06-26,live_state_lookup,PTC,BEAR_REJECTION_PENDING,SHORT,CONVICTION,92.6,90+,LIMIT,114.8,120.1,109.06,18,1.08,2026-06-26T05:34:01,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,1.018,FALLING,"LIMIT SHORT @ $114.80 (2% rally cap; anchor at $118.14 too far). Stop $120.1. Anchor: 1h 136tk bear. CONVICTION 93 — size may step up, still waiting for location."
fbe51f6cd601285a,2026-06-26,live_state_lookup,CVNA,BEAR_REJECTION_PENDING,SHORT,CONVICTION,90.4,90+,LIMIT,67.23,70.35,60.49,32,2.16,2026-06-26T05:35:28,2026-06-26T09:16:38,NOT_EVALUATED,,,,,,,,HOSTILE,0.931,RISING,"LIMIT SHORT @ $67.23 (2% rally cap; anchor at $68.83 too far). Stop $70.35. Anchor: daily 118tk bear. CONVICTION 90 — size may step up, still waiting for location."
cd1f16e8e09f0d15,2026-06-26,live_state_lookup,RGLD,BEAR_REJECTION_PENDING,SHORT,CONVICTION,89.6,80-89,LIMIT,208.17,215.68,180.22,13,3.72,2026-06-26T05:35:06,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,0.81,FALLING,LIMIT SHORT @ $208.17 on rally (1.7% above current $204.65). Stop $215.68. Anchor: 1h 645tk bear.
bd049f8aa91518fb,2026-06-26,live_state_lookup,PCOR,BEAR_REJECTION_PENDING,SHORT,CONVICTION,88.6,80-89,LIMIT,39.05,40.19,37.1,87,1.71,2026-06-26T05:34:53,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,1.13,FALLING,LIMIT SHORT @ $39.05 on rally (2.0% above current $38.30). Stop $40.19. Anchor: weekly 95tk bear.
c4436236a94202b9,2026-06-26,live_state_lookup,APP,BEAR_REJECTION_PENDING,SHORT,CONVICTION,88.0,80-89,LIMIT,449.0,458.6,395.66,10,5.55,2026-06-26T05:35:12,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,0.759,FALLING,LIMIT SHORT @ $449.00 on rally (0.7% above current $446.09). Stop $458.6. Anchor: 5m 232tk bear.
6571e69165ebc331,2026-06-26,live_state_lookup,EFX,BEAR_REJECTION_PENDING,SHORT,CONVICTION,86.8,80-89,LIMIT,153.0,154.97,145.35,50,3.88,2026-06-26T05:34:06,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,0.933,FALLING,LIMIT SHORT @ $153.00 on rally (0.7% above current $151.93). Stop $154.97. Anchor: weekly 94tk bear.
93410689c012d17e,2026-06-26,live_state_lookup,ORCL,BEAR_REJECTION_PENDING,SHORT,CONVICTION,86.7,80-89,LIMIT,150.15,154.03,139.77,25,2.67,2026-06-26T05:33:50,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,1.196,FALLING,LIMIT SHORT @ $150.15 on rally (0.1% above current $150.03). Stop $154.03. Anchor: 5m 119tk bear.
5f428415b500a085,2026-06-26,live_state_lookup,ADSK,BEAR_REJECTION_PENDING,SHORT,CONVICTION,83.3,80-89,LIMIT,194.81,221.82,185.07,3,0.36,2026-06-26T05:34:16,2026-06-26T09:37:15,NOT_EVALUATED,,,,,,,,HOSTILE,0.683,RISING,LIMIT SHORT @ $194.81 (2% rally cap; anchor at $219.26 too far). Stop $221.82. Anchor: daily 125tk bear.
