ticker,side,setups,rth_open,last_px,rth_high,rth_low,orb_high,orb_low,vwap,gap_pct,chg_pct_full,rth_vol,rel_vol,prev_close,est_entry,stop,target,shares,score
HCAI,SHORT,ORB-SHORT|FAILED-GAP-SHORT,11.07,10.15,14.45,9.75,14.45,10.44,11.6752,102.38,85.56,24252696,2492.33,5.47,10.15,10.3022,9.8455,656,178609.7434
FATN,SHORT,ORB-SHORT|FAILED-GAP-SHORT,3.475,2.97,3.67,2.82,3.67,3.2,3.2178,40.12,19.76,23786029,703.91,2.48,2.97,3.0145,2.8809,2244,19769.2181
MRAM,LONG,HOLDING-LONG,18.06,18.1,19.71,16.5,19.71,16.5,18.2521,36.92,37.23,10625215,52.46,13.19,18.1,17.8285,18.643,368,1936.7907
BAND,LONG,ORB-LONG|HOLDING-LONG,30.955,37.41,38.0,30.875,35.7989,30.875,34.822,27.91,54.59,3929722,61.28,24.2,37.41,36.8488,38.5323,178,1710.6136
AKAN,LONG,ORB-LONG|HOLDING-LONG,32.1,59.9,64.0,31.94,37.94,31.94,45.2963,23.51,130.47,13114551,9.73,25.99,59.9,59.0015,61.697,111,563.2569
DRVN,SHORT,FAILED-GAP-SHORT,14.16,13.3319,14.21,13.075,14.21,13.075,13.518,11.15,4.65,5607867,38.57,12.74,13.3319,13.5319,12.9319,500,300.962
CHKP,SHORT,ORB-SHORT,122.91,113.225,124.6699,112.23,124.6699,117.25,116.2779,-12.18,-19.1,7569175,40.18,139.96,113.225,114.9234,109.8282,58,137.9313
