ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,stop_adjusted,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,path,gap_quality,sponsorship,vol_ratio,vol_hot,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,tfs,cluster_top,cluster_bot,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
ALKT,Long,BREAKOUT,T3-LONG_WATCH,82,18.58,17.5958,21.03,,2.5,0.9842,False,18.51,0.0,INSIDE,1,1,HIGHWAY,EXCITED,2.19,0.7,True,HIGH,0.03,18.99,18.95,19.03,0.4,FLAT,FLAT,264,5,245,13.6,A,,,,,,,,,,,,,True,0.8367857142857141,1.18,N/A,
GPUS,Long,BOUNCE,T2-LONG,69,0.1345,0.0783,0.2469,,2.0,0.0562,,0.1345,2.8,CLOSE,5,5,OPEN_ROAD,EXCITED,0.94,,,MEGA,0.15,0.1391,0.1393,0.1388,-0.4,FLAT,FLAT,0,2,0,3.2,D,"10m,15m,1m,30m,5m",0.1307,0.1283,0.0,0.3,0.3,3717909.0,0.0,27.5,37.0,8.0,460.43,False,0.06909285714285715,0.81,N/A,
PRGO,Long,PULLBACK,T2-LONG,70,10.15,9.7485,12.21,11.14,5.1,0.4015,,11.19,9.3,WAITING,1,1,HIGHWAY,EXCITED,0.99,,,HIGH,0.03,11.14,11.09,11.19,0.9,PREMIUM,DISCOUNT,188,3,122,9.1,B,1d,10.15,10.05,43564111.0,0.8,0.7,0.0,0.0,15.8,27.0,8.0,137.65,True,0.5059214285714285,0.79,N/A,
STGW,Long,BOUNCE,T1-STRONG_LONG,100,7.7,7.3526,8.3948,,2.0,0.3474,,7.7,0.6,CLOSE,5,5,HIGHWAY,EXCITED,1.27,,,HIGH,0.02,7.615,7.58,7.65,0.9,PREMIUM,MID,172,6,70,99.9,B,"10m,15m,1d,30m,5m",7.65,7.58,13633252.0,1.1,0.8,0.0,1.0,17.4,24.0,8.0,103.92,True,0.3686785714285713,0.94,N/A,
SYRE,Long,PULLBACK,T3-LONG_WATCH,47,94.23,86.0778,110.5344,,2.0,8.1522,,94.23,4.5,APPROACH,1,1,OPEN_ROAD,EXCITED,0.74,,,HIGH,0.02,89.37,88.74,90.0,1.4,PREMIUM,MID,4663,15,2231,99.9,A,1d,90.0,88.74,175003631.0,0.7,0.7,0.0,0.0,11.7,42.0,8.0,80.98,False,6.325342857142856,1.29,N/A,
