ticker,pm_gap_pct,pm_last_gap_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_strong,prev_close,est_open,stop,target,shares,risk_dollars,score,state,lifecycle_phase
SKK,44.24,8.81,8.02,5.17,5.17,6.05,3860125,451548,8.55,0.31,False,5.56,6.05,5.9592,6.2315,1101,99.92,112.5677,GENESIS,GENESIS
CORZ,12.66,7.12,25.0,22.4,22.59,23.77,806504,130091,6.2,0.53,True,22.19,23.77,23.4135,24.4831,280,99.83,36.7302,GENESIS,GENESIS
SBET,4.74,2.89,7.96,7.52,7.52,7.82,250098,91527,2.73,0.68,True,7.6,7.82,7.7027,8.0546,852,99.94,11.2254,GENESIS,GENESIS
RXT,4.08,0.41,2.55,2.36,2.41,2.46,289676,84262,3.44,0.53,True,2.45,2.46,2.4231,2.5338,2710,100.0,9.3618,GENESIS,GENESIS
NVDA,3.16,1.96,202.7,196.16,196.56,200.35,7190703,3410425,2.11,0.64,True,196.5,200.35,197.3448,206.3605,33,99.17,6.2838,GENESIS,GENESIS
OWL,3.44,1.21,11.12,10.75,10.86,10.88,1103654,431745,2.56,0.35,False,10.75,10.88,10.7168,11.2064,612,99.88,5.6804,GENESIS,GENESIS
