ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
PLUG,Long,BOUNCE,T1-STRONG_LONG,100,2.79,2.585,3.38,2.83,2.9,0.205,2.79,2.0,CLOSE,3,3,"1d,1h,4h",2.735,2.665,HIGHWAY,EXCITED,1.52,374919145.0,0.5,0.9,1982213.0,0.0,12.7,37.0,8.0,1330.73,MEGA,0.03,2.83,2.85,2.81,-1.4,DISCOUNT,DISCOUNT,77,10,42,21.1,C,,,,True,0.25821428571428573,0.79,N/A,,0.5,1.0,0.591,0.591,0.455,0.5,1.4091,HOSTILE,2.665,2.79,2.8179,1249,487,429,8.94,2.88,2.41,3328.59,1358.73,1208.88,10:30,2.585,3.38,PULLBACK_LIMIT,,,,PENNY,MARKET
SRXH,Long,BOUNCE,T2-LONG,60,0.1116,0.0595,0.2158,0.1271,2.0,0.0521,0.1116,1.5,CLOSE,1,1,15m,0.1099,0.1095,OPEN_ROAD,EXCITED,0.54,0.0,1.6,2.8,3982210.0,3.0,131.1,22.0,8.0,858.6,MEGA,0.16,0.1271,0.1245,0.1297,4.2,DISCOUNT,DISCOUNT,0,1,0,3.0,D,,,,False,0.027475000000000003,1.9,N/A,,0.5,0.455,0.273,0.0,0.818,0.5,0.8727,HOSTILE,0.1095,0.1116,0.1316,2000,1919,1386,2.13,2.0,1.17,219.0,214.16,182.4,10:30,0.0595,0.2158,PULLBACK_LIMIT,,,,PENNY,MARKET
QTEX,Long,BOUNCE,T2-LONG,69,2.01,1.9352,2.1597,2.14,2.0,0.0748,2.01,0.5,CLOSE,1,1,10m,2.0,1.995,OPEN_ROAD,EXCITED,1.28,0.0,0.2,0.3,1108891.0,0.0,80.7,32.0,8.0,36.86,MED,0.36,2.14,2.01,2.27,12.9,DISCOUNT,DISCOUNT,197,10,60,2.5,C,,,,True,0.5057142857142857,0.15,N/A,,0.5,0.455,0.0,0.091,1.0,0.5,0.7273,HOSTILE,1.995,2.01,2.0301,1672,1336,1053,2.75,2.0,1.37,3335.64,2685.36,2137.7,10:30,1.9352,2.1597,PULLBACK_LIMIT,,,,PENNY,MARKET
