ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ACN,137.9999,143.97,140.39,142.14,BELOW_PDH,BELOW_PDL,True,141.63,138.33,0.0,BELOW_ORL,0.188,False,True,0.188,1.62,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
ALKT,17.5,19.24,18.43,18.51,BELOW_PDH,BELOW_PDL,True,18.53,17.95,0.0,BELOW_ORL,0.0,False,False,0.0,3.21,18,AVOID_LONG,84,AVOID_SHORT_CHASE
AMKR,67.42,67.8,61.9,65.33,BELOW_PDH,ABOVE_PDL,True,66.355,64.52,1.0,ABOVE_ORH,0.937,False,False,0.937,2.09,72,AVOID_LONG_CHASE,34,AVOID_SHORT
ANNX,6.0557,6.47,5.83,6.43,REJECTED_PDH,ABOVE_PDL,True,6.51,6.26,0.0,BELOW_ORL,0.327,False,False,0.327,1.33,26,AVOID_LONG,72,CONTINUATION_SHORT
APLE,15.98,16.7047,16.315,16.34,BELOW_PDH,BELOW_PDL,True,16.285,16.065,0.0,BELOW_ORL,0.0,False,False,0.0,2.94,18,AVOID_LONG,84,AVOID_SHORT_CHASE
ARQT,28.51,27.798,26.1,27.67,ABOVE_PDH,ABOVE_PDL,True,27.75,27.33,1.0,ABOVE_ORH,0.969,False,False,0.969,2.39,84,AVOID_LONG_CHASE,26,AVOID_SHORT
ASTS,74.93,80.09,74.1,74.21,BELOW_PDH,RECLAIMED_PDL,True,77.9699,73.51,0.318,OR_BOTTOM_THIRD,0.363,False,True,0.363,0.91,62,RELOAD_ZONE,60,FIRST_RALLY_SHORT_ZONE
ASTX,19.35,22.2799,18.9,18.94,BELOW_PDH,RECLAIMED_PDL,True,20.85,18.57,0.342,OR_BOTTOM_THIRD,0.372,False,True,0.372,0.46,62,RELOAD_ZONE,60,FIRST_RALLY_SHORT_ZONE
AUPH,16.42,16.24,15.42,16.22,ABOVE_PDH,ABOVE_PDL,True,16.56,16.08,0.708,OR_TOP_THIRD,0.785,False,False,0.785,2.43,74,CONTINUATION_LONG,40,NEUTRAL
AXTI,61.05,66.2999,57.665,58.15,BELOW_PDH,RECLAIMED_PDL,True,64.4,58.0,0.477,OR_MIDDLE,0.559,False,False,0.559,0.75,62,NEUTRAL,42,AVOID_SHORT
AXTX,9.9,11.7398,8.8393,8.99,BELOW_PDH,RECLAIMED_PDL,True,10.88,8.96,0.49,OR_MIDDLE,0.574,False,False,0.574,0.18,62,NEUTRAL,42,AVOID_SHORT
BB,11.1065,11.5,10.66,11.1,BELOW_PDH,ABOVE_PDL,True,11.18,10.85,0.777,OR_TOP_THIRD,0.807,False,False,0.807,1.25,62,NEUTRAL,48,NEUTRAL
