ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
FSLY,SHORT,6.88,4.52,29.26,27.61,29.26,28.31,503545,84730,5.94,0.42,True,29.65,28.31,28.5931,27.7438,353,99.93,20.5924,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,2.6728,159.3,LOW
BB,SHORT,5.13,0.02,8.9,7.95,8.45,8.3784,2820539,749047,3.77,0.45,True,8.38,8.3784,8.4622,8.2108,1193,99.95,12.5201,1.0,,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.362,586.1,LOW
