ticker,side,tier,fem,mode,entry,stop,t1,last_px,high,low,volume,chg_pct,outcome,result_r,stop_adjusted,checked_at,scan_date
HUBC,Long,T2-LONG,100,PULLBACK,0.48,0.3232,0.7936,0.6496,0.82,0.5424,208074218,35.33,TARGET_HIT,0.33,True,2026-06-03_1307,2026-06-03_0450
PMI,Long,T2-LONG,100,BREAKOUT,0.34,0.0872,0.8456,0.3076,0.374,0.2919,232592071,-9.53,TARGET_HIT,0.18,True,2026-06-03_1307,2026-06-03_0450
MRVL,Long,T3-LONG_WATCH,90,PULLBACK,269.76,195.12,419.04,301.65,324.2,294.0101,110013888,11.82,TARGET_HIT,1.5,True,2026-06-03_1307,2026-06-03_0450
ORBS,Long,T2-LONG,38,BREAKOUT,0.9,0.8471,1.0058,0.9382,1.02,0.9245,32463492,4.24,NO_FILL,0.0,False,2026-06-03_1307,2026-06-03_0450
BB,Long,T1-STRONG_LONG,100,PULLBACK,9.29,8.5166,10.8368,10.18,10.725,9.73,86774805,9.58,TARGET_HIT,1.5,True,2026-06-03_1307,2026-06-03_0450
AMZE,Long,T2-LONG,85,BOUNCE,0.1551,0.0997,0.2659,0.1443,0.1585,0.1403,52936150,-6.96,CLOSED_LOSS,-0.19,False,2026-06-03_1307,2026-06-03_0450
IREN,Long,T1-STRONG_LONG,100,PULLBACK,63.13,57.9866,73.4168,65.48,70.7066,64.46,58356049,3.72,TARGET_HIT,1.5,True,2026-06-03_1307,2026-06-03_0450
TOPS,Long,T3-LONG_WATCH,81,PULLBACK,1.0499,0.9763,1.1971,1.07,1.295,1.01,9969645,1.91,TARGET_HIT,2.0,False,2026-06-03_1307,2026-06-03_0450
NVDA,Long,T2-LONG,75,PULLBACK,222.82,207.3068,253.8465,214.75,222.82,214.51,153984735,-3.62,CLOSED_LOSS,-0.52,False,2026-06-03_1307,2026-06-03_0450
NOK,Long,T1-STRONG_LONG,100,BOUNCE,16.85,15.7625,19.025,16.73,17.45,16.41,143346357,-0.71,TARGET_HIT,1.5,True,2026-06-03_1307,2026-06-03_0450
TE,Long,T3-LONG_WATCH,85,PULLBACK,11.28,10.02,13.8,11.5,12.37,11.42,40228851,1.95,NO_FILL,0.0,False,2026-06-03_1307,2026-06-03_0450
GPUS,Long,T3-LONG_WATCH,64,BREAKOUT,0.2309,0.18,0.3327,0.2085,0.229,0.207,47733486,-9.7,CLOSED_LOSS,-0.44,False,2026-06-03_1307,2026-06-03_0450
HCC,Long,T1-STRONG_LONG,100,BOUNCE,110.28,101.6463,127.5474,105.88,108.47,103.49,1085100,-3.99,TARGET_HIT,1.5,True,2026-06-03_1307,2026-06-03_0450
BHVN,Long,T2-LONG,59,BREAKOUT,10.16,9.7679,10.9442,10.81,10.83,9.9031,3111225,6.4,CLOSED,1.66,False,2026-06-03_1307,2026-06-03_0450
