ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ACVA,7.2,7.0299,6.52,6.93,ABOVE_PDH,ABOVE_PDL,True,6.99,6.855,1.0,ABOVE_ORH,0.908,True,False,0.908,4.12,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
ADBE,206.27,203.48,195.29,202.73,ABOVE_PDH,ABOVE_PDL,True,209.54,204.48,0.354,OR_MIDDLE,0.371,False,False,0.371,1.28,62,CONTINUATION_LONG,42,NEUTRAL
AIIO,5.2997,4.73,3.84,4.37,ABOVE_PDH,ABOVE_PDL,True,5.4578,4.4,0.851,OR_TOP_THIRD,0.529,False,False,0.529,0.64,62,CONTINUATION_LONG,48,NEUTRAL
ALMS,27.15,26.5,24.71,26.4,ABOVE_PDH,ABOVE_PDL,True,27.36,25.86,0.86,OR_TOP_THIRD,0.86,False,False,0.86,2.44,74,AVOID_LONG_CHASE,40,NEUTRAL
ALTO,5.306,5.23,4.92,5.19,ABOVE_PDH,ABOVE_PDL,True,5.418,5.08,0.669,OR_TOP_THIRD,0.669,False,False,0.669,2.29,62,CONTINUATION_LONG,48,NEUTRAL
AMKR,82.025,81.73,77.355,78.72,ABOVE_PDH,RECLAIMED_PDL,True,80.95,74.75,1.0,ABOVE_ORH,0.915,True,False,0.915,1.81,100,PULLBACK_BUY_ZONE,10,AVOID_SHORT
AMPL,7.56,7.5,6.78,7.41,ABOVE_PDH,ABOVE_PDL,True,7.74,7.48,0.308,OR_BOTTOM_THIRD,0.357,False,False,0.357,1.99,70,CONTINUATION_LONG,42,NEUTRAL
AMSS,2.1804,2.16,1.8601,2.04,ABOVE_PDH,ABOVE_PDL,True,2.4399,2.04,0.351,OR_MIDDLE,0.351,False,False,0.351,0.4,62,CONTINUATION_LONG,42,NEUTRAL
ANNX,5.57,5.51,5.16,5.48,ABOVE_PDH,ABOVE_PDL,True,5.63,5.42,0.714,OR_TOP_THIRD,0.652,True,False,0.652,2.46,80,PULLBACK_BUY_ZONE,40,NEUTRAL
APP,499.0,483.32,440.4,477.08,ABOVE_PDH,ABOVE_PDL,True,506.491,483.0,0.681,OR_TOP_THIRD,0.681,False,False,0.681,1.51,62,CONTINUATION_LONG,48,NEUTRAL
ARQT,26.76,27.255,26.44,27.0,BELOW_PDH,RECLAIMED_PDL,True,27.18,26.12,0.604,OR_MIDDLE,0.604,False,False,0.604,1.95,62,NEUTRAL,42,AVOID_SHORT
ARX,12.65,13.805,12.7835,13.74,BELOW_PDH,BELOW_PDL,True,13.8,12.86,0.0,BELOW_ORL,0.034,False,False,0.034,2.63,18,AVOID_LONG,84,AVOID_SHORT_CHASE
ASAN,7.0,6.995,6.44,6.97,ABOVE_PDH,ABOVE_PDL,True,7.34,7.0007,0.0,BELOW_ORL,0.029,False,False,0.029,1.53,42,AVOID_LONG,64,AVOID_SHORT_CHASE
AU,81.64,82.58,80.72,81.62,BELOW_PDH,RECLAIMED_PDL,True,81.045,78.49,1.0,ABOVE_ORH,0.92,False,False,0.92,2.15,84,AVOID_LONG_CHASE,26,AVOID_SHORT
AUGO,63.65,65.895,61.61,64.08,BELOW_PDH,RECLAIMED_PDL,True,62.915,60.585,1.0,ABOVE_ORH,0.987,False,False,0.987,1.77,84,AVOID_LONG_CHASE,26,AVOID_SHORT
AVPT,11.07,10.94,10.41,10.89,ABOVE_PDH,ABOVE_PDL,True,11.31,10.98,0.273,OR_BOTTOM_THIRD,0.237,True,False,0.237,3.34,80,PULLBACK_BUY_ZONE,46,NEUTRAL
AVTX,19.21,18.46,17.63,18.2,ABOVE_PDH,ABOVE_PDL,True,18.985,17.95,1.0,ABOVE_ORH,0.821,True,False,0.821,1.31,100,PULLBACK_BUY_ZONE,18,AVOID_SHORT
AZI,2.84,1.93,1.76,1.86,ABOVE_PDH,ABOVE_PDL,True,3.5,1.87,0.595,OR_MIDDLE,0.595,False,False,0.595,0.1,62,CONTINUATION_LONG,42,NEUTRAL
