ticker,is_alumnus,chg_pct_full,chg_pct_intraday,open,close,high,low,volume,is_mover,picked,in_abook,in_momentum,in_recovery,in_short,which_panels,verdict
PAVS,false,22.11,30.61,5.75,7.51,7.75,5.6458,401071,true,false,false,false,false,false,,MISSED
HYFM,false,21.88,26.62,1.54,1.95,1.96,1.54,696661,true,false,false,false,false,false,,MISSED
MGRX,false,20.83,29.15,0.4603,0.5945,0.61,0.4603,4855503,true,false,false,false,false,false,,MISSED
AEHL,false,17.47,11.74,5.11,5.71,8.92,5.05,599687,true,false,false,false,false,false,,MISSED
ENSC,true,-17.21,-6.21,0.459,0.4305,0.4705,0.3781,4837006,true,false,false,false,false,false,,MISSED
BSP,false,15.7,15.86,44.39,51.43,58.18,44.3573,6893714,true,false,false,false,false,false,,MISSED
THM,false,15.58,17.11,2.28,2.67,2.6999,2.26,3448278,true,false,false,false,false,false,,MISSED
CELZ,false,-15.49,-5.51,1.27,1.2,1.35,1.121,3638838,true,false,false,false,false,false,,MISSED
ZBAO,true,12.23,13.02,0.1867,0.211,0.22,0.182,5588086,true,false,false,false,false,false,,MISSED
CLRO,false,-11.7,-14.88,10.55,8.98,14.082,8.2401,1904686,true,false,false,false,false,false,,MISSED
ONFO,false,11.63,5.73,2.27,2.4,2.49,2.1,919002,true,false,false,false,false,false,,MISSED
WTI,false,11.37,8.22,3.53,3.82,3.865,3.545,6262503,true,false,false,false,false,false,,MISSED
AEVA,false,-11.01,-8.39,25.86,23.69,25.86,22.9119,2230279,true,false,false,false,false,false,,MISSED
ELPW,true,-10.62,-13.39,4.63,4.01,4.9793,3.62,318506,true,false,false,false,false,false,,MISSED
BFLY,true,9.85,9.73,8.84,9.7,10.05,8.828,12088492,false,false,false,false,false,false,,IGNORED
IVVD,false,-9.04,-9.04,0.74,0.6731,0.7449,0.6628,3246504,false,false,false,false,false,false,,IGNORED
ASTL,false,8.71,9.38,4.05,4.43,4.61,4.04,1739718,false,false,false,false,false,false,,IGNORED
OMH,false,-8.23,-4.24,0.092,0.0881,0.0963,0.085,4893790,false,false,false,false,false,false,,IGNORED
TWST,false,7.96,10.34,113.18,124.88,125.66,113.18,2417823,false,false,false,false,false,false,,IGNORED
HNRG,false,7.59,7.52,14.77,15.88,16.2,14.72,2256475,false,false,false,false,false,false,,IGNORED
EXK,false,7.34,6.78,9.59,10.24,10.3,9.5,9565136,false,false,false,false,false,false,,IGNORED
SOC,false,7.16,4.95,4.85,5.09,5.09,4.8,5911766,false,false,false,false,false,false,,IGNORED
JBLU,true,-7.08,-5.29,5.955,5.64,5.99,5.64,24540498,false,false,false,false,false,false,,IGNORED
SOUN,false,-6.98,-4.48,7.81,7.46,7.94,7.4,35019027,false,false,false,false,false,false,,IGNORED
MP,false,6.95,3.51,52.805,54.66,55.67,52.66,10581698,false,false,false,false,false,false,,IGNORED
SVM,false,6.64,6.64,11.45,12.21,12.26,11.38,3633125,false,false,false,false,false,false,,IGNORED
HTZ,false,-6.61,-1.17,2.145,2.12,2.58,2.04,69992472,false,false,false,false,false,false,,IGNORED
VECO,false,-6.54,-9.07,54.26,49.34,54.28,49.3,1039853,false,false,false,false,false,false,,IGNORED
ERO,false,6.5,6.5,34.31,36.54,36.62,34.31,3535764,false,false,false,false,false,false,,IGNORED
BZAI,false,-6.36,-9.65,1.14,1.03,1.15,1.03,3576866,false,true,false,true,false,false,MOMENTUM,PICKED-FLAT
ASM,false,6.25,6.25,6.88,7.31,7.36,6.88,5580436,false,false,false,false,false,false,,IGNORED
FTK,false,6.21,4.5,36.0,37.62,38.2999,35.49,413541,false,false,false,false,false,false,,IGNORED
CHYM,false,6.01,5.87,29.14,30.85,30.98,29.14,8311816,false,false,false,false,false,false,,IGNORED
SMJF,false,5.75,3.88,8.5,8.83,8.91,8.35,246452,false,false,false,false,false,false,,IGNORED
VGZ,false,5.69,5.69,2.11,2.23,2.27,2.08,1724323,false,false,false,false,false,false,,IGNORED
FND,false,-5.61,-3.9,61.57,59.17,62.09,59.11,1940496,false,false,false,false,false,false,,IGNORED
TGB,false,5.41,4.65,8.38,8.77,8.8376,8.3701,7544671,false,false,false,false,false,false,,IGNORED
NN,false,-5.4,-4.1,16.09,15.43,16.415,15.36,1689150,false,false,false,false,false,false,,IGNORED
NEXA,false,5.39,5.54,14.08,14.86,15.01,14.08,690797,false,false,false,false,false,false,,IGNORED
SES,false,-5.37,-6.7,0.57,0.5318,0.58,0.5234,11025061,false,true,false,true,false,false,MOMENTUM,PICKED-FLAT
PLG,false,5.3,4.61,1.52,1.59,1.6,1.496,904695,false,false,false,false,false,false,,IGNORED
KLIC,false,-5.27,-6.63,92.64,86.5,92.94,86.25,962881,false,false,false,false,false,false,,IGNORED
RELY,false,-5.24,-6.09,24.64,23.14,24.75,22.75,4190005,false,false,false,false,false,false,,IGNORED
LESL,false,-5.13,-5.13,1.17,1.11,1.3,1.08,891665,false,false,false,false,false,false,,IGNORED
HPP,false,-5.01,-4.75,14.32,13.64,14.33,13.53,397759,false,false,false,false,false,false,,IGNORED
IAUX,false,4.94,4.94,1.62,1.7,1.71,1.59,26389338,false,false,false,false,false,false,,IGNORED
BKV,false,4.91,3.3,24.84,25.66,25.7498,24.86,648511,false,false,false,false,false,false,,IGNORED
QXO,false,-4.83,-4.68,16.135,15.38,16.138,15.36,8723925,false,false,false,false,false,false,,IGNORED
SUJA,false,4.79,5.64,6.21,6.56,6.63,6.21,1047039,false,false,false,false,false,false,,IGNORED
BTE,true,4.78,2.82,4.26,4.38,4.445,4.24,14321117,false,false,false,false,false,false,,IGNORED
CRSR,false,-4.46,-8.47,14.978,13.71,14.978,13.6,2920579,false,false,false,false,false,false,,IGNORED
MTSI,false,-4.44,-5.64,314.78,297.03,314.78,296.85,1228958,false,false,false,false,false,false,,IGNORED
FSLR,false,-4.29,-3.5,248.0,239.33,251.28,233.66,2904007,false,false,false,false,false,false,,IGNORED
ARDT,false,-4.24,-2.85,11.385,11.06,11.725,10.93,440364,false,false,false,false,false,false,,IGNORED
SPCX,true,4.23,2.8,134.965,138.74,139.24,130.17,166008255,false,false,false,false,false,false,,IGNORED
FRNM,false,4.22,4.22,11.15,11.62,11.946,11.041,832503,false,false,false,false,false,false,,IGNORED
HNST,false,-4.21,-3.86,5.44,5.23,5.6,5.18,4187897,false,false,false,false,false,false,,IGNORED
SURG,false,4.17,11.52,0.2709,0.3021,0.34,0.2705,6771251,false,false,false,false,false,false,,IGNORED
ARRY,false,-4.14,-3.27,5.5,5.32,5.51,5.31,4953447,false,false,false,false,false,false,,IGNORED
SITC,false,-4.13,-3.51,3.13,3.02,3.13,3.01,776561,false,false,false,false,false,false,,IGNORED
PLAY,false,-4.09,-3.05,10.16,9.85,10.319,9.77,2003565,false,false,false,false,false,false,,IGNORED
INTC,true,-4.06,-0.75,98.26,97.52,100.025,96.31,99944552,false,true,true,false,false,false,A-BOOK,PICKED-FLAT
AZTA,false,4.03,4.91,31.77,33.33,33.54,31.77,858935,false,false,false,false,false,false,,IGNORED
AREC,false,4.01,3.64,2.75,2.85,2.855,2.69,3410758,false,false,false,false,false,false,,IGNORED
CLOV,false,-3.99,-2.56,4.69,4.57,4.79,4.5,5322127,false,false,false,false,false,false,,IGNORED
POET,true,-3.93,-6.14,9.12,8.56,9.25,8.5,13982554,false,false,false,false,false,false,,IGNORED
VYX,false,-3.88,-2.22,8.11,7.93,8.2671,7.92,2033293,false,false,false,false,false,false,,IGNORED
CLVT,false,3.85,4.42,1.81,1.89,1.95,1.8,4137752,false,false,false,false,false,false,,IGNORED
CGNX,false,-3.78,-3.19,66.48,64.36,66.48,63.6817,3261379,false,false,false,false,false,false,,IGNORED
STAA,false,3.76,3.46,24.28,25.12,25.3822,24.18,787024,false,false,false,false,false,false,,IGNORED
VZLA,false,3.74,4.02,3.73,3.88,3.925,3.71,5958763,false,false,false,false,false,false,,IGNORED
NNBR,false,-3.71,-2.94,3.74,3.63,3.79,3.59,5123765,false,false,false,false,false,false,,IGNORED
MD,false,-3.69,-2.25,26.68,26.08,26.9389,25.48,694560,false,false,false,false,false,false,,IGNORED
ECG,false,-3.65,-5.12,139.0,131.89,139.45,131.86,517288,false,false,false,false,false,false,,IGNORED
NSIT,false,3.63,4.22,148.48,154.74,155.085,146.7633,426917,false,false,false,false,false,false,,IGNORED
YUM,false,-3.6,-2.85,149.6,145.33,149.87,145.14,1503210,false,false,false,false,false,false,,IGNORED
CRL,false,3.56,4.27,265.65,277.0,277.04,265.74,811889,false,false,false,false,false,false,,IGNORED
RDW,false,-3.46,-2.02,13.39,13.12,13.8524,13.11,18841504,false,false,false,false,false,false,,IGNORED
ALM,false,-3.39,-5.71,14.53,13.7,14.53,13.655,5737284,false,false,false,false,false,false,,IGNORED
SDGR,false,3.36,4.22,18.01,18.77,18.94,17.95,1196451,false,false,false,false,false,false,,IGNORED
DVLT,false,-3.35,-0.03,0.2997,0.2996,0.3075,0.2941,12318947,false,false,false,false,false,false,,IGNORED
WTTR,false,3.26,1.36,20.61,20.89,21.215,20.6434,1443184,false,false,false,false,false,false,,IGNORED
PGEN,false,-3.18,-2.91,7.21,7.0,7.32,6.975,4613182,false,false,false,false,false,false,,IGNORED
PCTY,false,-3.17,-1.17,147.38,145.65,149.8,145.38,1213503,false,false,false,false,false,false,,IGNORED
EGO,false,3.11,2.89,38.0,39.1,39.55,37.59,2591194,false,false,false,false,false,false,,IGNORED
FTRE,false,3.04,4.8,18.12,18.99,19.285,17.91,914379,false,false,false,false,false,false,,IGNORED
GAU,false,-2.91,-2.91,2.06,2.0,2.055,1.94,3155521,false,false,false,false,false,false,,IGNORED
CAI,false,2.9,3.17,22.68,23.4,23.435,22.68,5331770,false,false,false,false,false,false,,IGNORED
APLE,false,-2.9,-2.12,16.05,15.71,16.08,15.535,3633709,false,false,false,false,false,false,,IGNORED
TSHA,true,-2.9,1.11,6.3,6.37,6.6,6.3,2213353,false,true,true,false,false,false,A-BOOK,PICKED-FLAT
GNRC,false,-2.89,-3.56,213.7,206.09,214.8899,206.09,487444,false,false,false,false,false,false,,IGNORED
BIYA,false,-2.88,-0.37,2.71,2.7,2.9,2.66,388688,false,false,false,false,false,false,,IGNORED
ENR,false,-2.88,-1.39,22.23,21.92,22.54,21.665,686128,false,false,false,false,false,false,,IGNORED
AUGO,false,2.86,1.96,74.785,76.25,76.315,72.495,1054691,false,false,false,false,false,false,,IGNORED
HYMC,false,2.83,3.8,26.29,27.29,27.42,25.68,1821533,false,false,false,false,false,false,,IGNORED
XMTR,false,-2.81,-1.89,92.275,90.53,93.5,90.44,366191,false,false,false,false,false,false,,IGNORED
ARE,false,-2.79,-1.57,49.12,48.35,49.462,47.51,1184406,false,false,false,false,false,false,,IGNORED
INSM,false,2.78,3.65,130.0,134.75,135.5,129.5,3628917,false,false,false,false,false,false,,IGNORED
RYAM,false,-2.77,-1.79,8.93,8.77,9.035,8.67,732387,false,false,false,false,false,false,,IGNORED
VSEE,true,2.76,8.36,0.0275,0.0298,0.03,0.0201,605099,false,false,false,false,false,false,,IGNORED
ITRG,false,2.72,3.94,2.54,2.64,2.64,2.525,4892555,false,false,false,false,false,false,,IGNORED
