ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,sponsorship,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news,_sector_pct,_pr_rr,_pr_dist,_pr_fem,_pr_rot,_pr_sec,_score,regime,_L1_px,_L2_px,_L3_px,_L1_shares,_L2_shares,_L3_shares,_L1_rr,_L2_rr,_L3_rr,_L1_notional,_L2_notional,_L3_notional,_cutoff,_stop_px,_t1_px,entry_mode,_L4_px,_L4_shares,_L4_rr,_cohort,_entry_policy
ERAS,Long,BOUNCE,T2-LONG,64,19.34,18.2554,21.5092,,2.0,1.0846,19.34,1.7,CLOSE,1,1,4h,19.01,18.82,OPEN_ROAD,WAITING,0.37,10364106.0,0.6,0.5,0.0,0.0,9.5,24.0,8.0,247.63,MEGA,0.02,19.27,19.51,19.03,-2.5,MID,DISCOUNT,684,10,194,7.8,B,,,,True,1.3502606428571429,0.8,N/A,,0.5,0.5,0.5,0.0,0.25,0.5,1.1,HOSTILE,18.82,19.34,19.5334,177,92,78,4.76,2.0,1.55,3331.14,1779.28,1523.61,10:30,18.2554,21.5092,PULLBACK_LIMIT,,,,MID,LIMIT
AVTR,Long,BOUNCE,T1-STRONG_LONG,100,11.35,10.6312,12.7876,,2.0,0.7188,11.35,1.4,CLOSE,6,6,"10m,15m,1h,30m,4h,5m",11.19,10.96,OPEN_ROAD,EXCITED,3.19,151420514.0,1.6,1.2,0.0,0.0,15.3,31.0,8.0,664.28,MEGA,0.02,11.07,10.95,11.19,2.2,PREMIUM,MID,489,7,144,2.6,C,,,,True,0.5282857142857142,1.36,N/A,,0.5,0.5,0.0,0.75,0.25,0.5,0.725,HOSTILE,10.96,11.35,11.4635,304,139,120,5.56,2.0,1.59,3331.84,1577.65,1375.62,10:30,10.6312,12.7876,PULLBACK_LIMIT,,,,MID,LIMIT
