ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AIIO,3.0,BASING,0.0,0,5,5,3.78,3.38,40,daily,12.67,9 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,5,3.0,2.955,3.78,2222,26.0,17.33,False
AKTX,11.2,BASING,0.0,0,1,1,15.4,12.0,341,daily,7.14,rel-vol 18.4x · regime FAVORABLE,False,1,11.2,11.032,15.4,595,37.5,25.0,False
ALP,0.3755,BASING,0.0,0,5,5,0.406,0.4056,1,15m,8.02,7 bear-built-above · rel-vol 1.6x · regime FAVORABLE,False,5,0.3755,0.3699,0.406,17754,8.12,5.42,False
AMZE,0.1606,BASING,0,0,0,0,,,,,0,rel-vol 0.2x · regime FAVORABLE,False,0,0.1606,0.1582,0.1767,41511,10.0,6.67,False
BLFS,24.74,BASING,0.0,0,4,4,27.87,27.82,6,weekly,12.45,rel-vol 2.2x · regime FAVORABLE,True,4,24.74,24.3689,27.87,269,12.65,8.43,False
CODX,3.57,BASING,0.0,0,4,4,3.92,3.8951,3,1h,9.11,2 bear-built-above · rel-vol 7.6x · regime FAVORABLE,True,4,3.57,3.5164,3.92,1867,9.8,6.54,False
CRML,11.3,BASING,0.0,0,5,5,12.53,12.0,53,weekly,6.19,8 bear-built-above · rel-vol 0.8x · regime FAVORABLE,False,7,11.3,11.1305,12.53,589,10.88,7.26,False
DGXX,7.82,BASING,0.0,0,3,3,8.46,8.37,10,daily,7.03,2 bear-built-above · rel-vol 0.5x · regime FAVORABLE,True,3,7.82,7.7027,8.46,852,8.18,5.46,False
EDBL,0.2382,BASING,0.0,0,5,5,0.3739,0.2671,11,weekly,12.13,8 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,0.2382,0.2346,0.3739,27988,56.97,37.98,False
GCTS,3.5005,BASING,0.0,0,5,5,3.64,3.63,2,1h,3.7,1 bear-built-above · rel-vol 2.2x · regime FAVORABLE,False,5,3.5005,3.448,3.64,1904,3.99,2.66,False
GDC,0.1121,BASING,0.0,0,3,3,0.1157,0.1149,1,15m,2.5,2 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,3,0.1121,0.1104,0.1157,59470,3.21,2.14,False
GOVX,3.6,BASING,0.0,0,5,5,4.62,4.14,49,daily,15.0,rel-vol 0.9x · regime FAVORABLE,False,5,3.6,3.546,4.62,1851,28.33,18.89,False
HCWB,3.1795,BASING,0.0,0,4,4,3.2097,3.2,1,1h,0.64,rel-vol 0.6x · regime FAVORABLE,False,4,3.1795,3.1318,3.2097,2096,0.95,0.63,False
INFQ,15.68,BASING,0.0,0,3,3,16.15,16.1,5,5m,2.68,3 bear-built-above · rel-vol 6.5x · regime FAVORABLE,False,3,15.68,15.4448,16.15,425,3.0,2.0,False
INTC,119.09,BASING,0.0,0,5,5,129.44,124.36,508,daily,4.43,8 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,5,119.09,117.3037,129.44,55,8.69,5.79,False
MEHA,0.0931,BASING,0.0,0,2,2,0.12,0.098,3,daily,5.26,rel-vol 0.2x · regime FAVORABLE,False,3,0.0931,0.0917,0.12,71607,28.89,19.26,False
NOK,14.6595,BASING,0.0,0,2,2,15.4,15.38,2,15m,4.91,2 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,2,14.6595,14.4396,15.4,454,5.05,3.37,False
NVDA,220.4,BASING,0.0,0,5,5,223.18,222.29,90,daily,0.86,13 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,220.4,217.094,223.18,30,1.26,0.84,False
NXXT,0.6922,BASING,0.0,0,5,5,0.7011,0.7001,1,1h,1.14,10 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,0.6922,0.6818,0.7011,9631,1.29,0.86,False
PLUG,3.76,BASING,0.0,0,5,5,3.94,3.93,1,15m,4.52,7 bear-built-above · rel-vol 1.3x · regime FAVORABLE,False,5,3.76,3.7036,3.94,1773,4.79,3.19,False
POET,14.893,BASING,0.0,0,5,5,16.9188,16.9169,1,5m,13.59,1 bear-built-above · rel-vol 0.7x · regime FAVORABLE,False,5,14.893,14.6696,16.9188,447,13.6,9.07,False
QUBT,11.6968,BASING,0.0,0,5,5,12.6086,12.605,1,15m,7.76,6 bear-built-above · rel-vol 2.3x · regime FAVORABLE,False,7,11.6968,11.5213,12.6086,569,7.8,5.2,False
RGTI,22.8622,BASING,0.0,0,5,5,23.45,23.43,2,weekly,2.48,1 bear-built-above · rel-vol 4.5x · regime FAVORABLE,True,6,22.8622,22.5193,23.45,291,2.57,1.71,False
SIDU,4.19,BASING,0.0,0,5,5,4.7005,4.7,1,1h,12.17,6 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,4.19,4.1272,4.7005,1591,12.18,8.12,False
SNAL,1.11,BASING,0.0,0,5,5,1.185,1.1809,1,5m,6.39,9 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,5,1.11,1.0934,1.185,6006,6.76,4.5,False
TDIC,0.5031,BASING,0.0,0,5,5,0.591,0.5644,3,daily,12.17,rel-vol 0.2x · regime FAVORABLE,False,5,0.5031,0.4956,0.591,13251,17.47,11.65,False
TE,8.79,BASING,0.0,0,3,3,9.14,9.13,1,1h,3.87,2 bear-built-above · rel-vol 2.8x · regime FAVORABLE,True,3,8.79,8.6581,9.14,758,3.98,2.65,False
