ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABEO,6.38,6.62,6.405,6.42,BELOW_PDH,BELOW_PDL,True,6.5135,6.33,0.272,OR_BOTTOM_THIRD,0.327,False,True,0.327,2.22,38,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
ABSI,8.06,8.47,8.1,8.24,BELOW_PDH,BELOW_PDL,True,8.31,8.0,0.194,OR_BOTTOM_THIRD,0.306,False,True,0.306,2.16,38,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
ACN,136.7587,143.49,138.9,140.09,BELOW_PDH,BELOW_PDL,True,139.295,135.96,0.239,OR_BOTTOM_THIRD,0.239,False,False,0.239,1.16,38,NEUTRAL,74,CONTINUATION_SHORT
ACRS,5.725,5.69,5.51,5.62,ABOVE_PDH,RECLAIMED_PDL,True,5.62,5.48,1.0,ABOVE_ORH,1.0,False,False,1.0,2.52,96,AVOID_LONG_CHASE,18,AVOID_SHORT
ADVB,17.5,18.73,8.0801,12.25,REJECTED_PDH,ABOVE_PDL,True,20.87,15.14,0.412,OR_MIDDLE,0.586,False,False,0.586,0.42,38,AVOID_LONG,62,NEUTRAL
AHMA,1.68,1.75,1.68,1.69,BELOW_PDH,TESTING_PDL,True,1.7011,1.63,0.703,OR_TOP_THIRD,0.625,False,False,0.625,0.78,50,NEUTRAL,56,NEUTRAL
ALHC,20.01,21.5105,20.565,20.77,BELOW_PDH,BELOW_PDL,True,20.831,19.82,0.188,OR_BOTTOM_THIRD,0.196,False,True,0.196,3.07,30,NEUTRAL,92,FIRST_RALLY_SHORT_ZONE
AMKR,73.3,68.32,64.26,66.97,ABOVE_PDH,RECLAIMED_PDL,True,67.52,65.61,1.0,ABOVE_ORH,1.0,False,False,1.0,1.96,96,AVOID_LONG_CHASE,18,AVOID_SHORT
ANY,2.42,1.7299,1.5,1.63,ABOVE_PDH,ABOVE_PDL,True,1.694,1.605,1.0,ABOVE_ORH,1.0,False,False,1.0,1.2,84,AVOID_LONG_CHASE,26,AVOID_SHORT
ARES,121.28,122.32,118.83,119.57,REJECTED_PDH,RECLAIMED_PDL,True,123.86,117.425,0.599,OR_MIDDLE,0.599,False,False,0.599,2.06,50,AVOID_LONG,54,AVOID_SHORT
BAND,58.47,69.99,63.55,64.37,BELOW_PDH,BELOW_PDL,True,65.395,61.61,0.0,BELOW_ORL,0.0,False,False,0.0,1.9,18,AVOID_LONG,84,AVOID_SHORT_CHASE
BAX,21.69,22.5599,21.7,21.74,BELOW_PDH,BELOW_PDL,True,21.78,21.45,0.727,OR_TOP_THIRD,0.763,False,True,0.763,4.19,42,NEUTRAL,78,FIRST_RALLY_SHORT_ZONE
BLDR,70.55,72.54,70.28,71.03,BELOW_PDH,RECLAIMED_PDL,True,70.88,68.995,0.825,OR_TOP_THIRD,0.825,False,False,0.825,4.27,74,AVOID_LONG_CHASE,40,AVOID_SHORT
BMI,123.2,146.01,123.22,126.67,BELOW_PDH,BELOW_PDL,True,125.395,121.63,0.417,OR_MIDDLE,0.477,False,True,0.477,2.9,30,NEUTRAL,80,FIRST_RALLY_SHORT_ZONE
