ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AAOI,164.24,BASING,0.0,0,5,5,174.78,174.65,13,15m,6.34,6 bear-built-above · rel-vol 1.2x · regime FAVORABLE,True,7,164.24,161.7764,174.78,40,6.42,4.28,False
ABCL,5.47,BASING,0.0,0,5,5,5.59,5.54,5,15m,1.28,5 bear-built-above · rel-vol 1.0x · regime FAVORABLE,True,5,5.47,5.388,5.59,1218,2.19,1.46,False
ABSI,7.545,BASING,0,0,0,0,,,,,0,rel-vol 1.6x · regime FAVORABLE,False,1,7.545,7.4318,8.2995,883,10.0,6.67,False
ABVX,97.9,BASING,0.0,0,5,5,112.73,112.0,74,15m,14.4,8 bear-built-above · rel-vol 0.6x · regime FAVORABLE,False,5,97.9,96.4315,112.73,68,15.15,10.1,False
ACHC,24.6447,BASING,0.0,0,5,5,24.99,24.89,10,daily,1.0,6 bear-built-above · rel-vol 1.2x · regime FAVORABLE,False,5,24.6447,24.275,24.99,270,1.4,0.93,False
ACI,13.485,BASING,0.0,0,5,5,14.41,14.13,28,daily,4.78,17 bear-built-above · rel-vol 2.5x · regime FAVORABLE,False,5,13.485,13.2827,14.41,494,6.86,4.57,False
ACM,68.81,BASING,0.0,0,5,5,70.99,70.06,93,1h,1.82,11 bear-built-above · rel-vol 1.4x · regime FAVORABLE,False,5,68.81,67.7779,70.99,96,3.17,2.11,False
ACMR,110.95,BASING,0,0,0,0,,,,,0,rel-vol 1.6x · regime FAVORABLE,True,0,110.95,109.2858,122.045,60,10.0,6.67,False
ACN,127.11,BASING,0.0,0,5,5,156.01,127.98,2803,daily,0.68,21 bear-built-above · rel-vol 6.1x · regime FAVORABLE,False,5,127.11,125.2034,156.01,52,22.74,15.16,False
ACVA,6.48,BASING,0.0,0,1,1,7.37,7.35,3,weekly,13.43,rel-vol 1.4x · regime FAVORABLE,False,1,6.48,6.3828,7.37,1028,13.73,9.16,False
ADBE,194.76,BASING,0.0,0,5,5,218.8,204.02,1478,daily,4.75,34 bear-built-above · rel-vol 2.0x · regime FAVORABLE,False,5,194.76,191.8386,218.8,34,12.34,8.23,False
ADSK,194.0,BASING,0.0,0,5,5,220.5,219.26,125,daily,13.02,7 bear-built-above · rel-vol 2.7x · regime FAVORABLE,False,5,194.0,191.09,220.5,34,13.66,9.11,False
AEM,164.06,BASING,0.0,0,5,5,192.66,185.0,766,daily,12.76,8 bear-built-above · rel-vol 1.6x · regime FAVORABLE,False,5,164.06,161.5991,192.66,40,17.43,11.62,False
AEVA,24.45,BASING,0.0,0,5,5,27.6661,27.2,47,1h,11.25,1 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,5,24.45,24.0832,27.6661,272,13.15,8.77,False
AG,17.83,BASING,0.0,0,3,3,20.99,20.39,60,daily,14.36,7 bear-built-above · rel-vol 1.4x · regime FAVORABLE,False,3,17.83,17.5625,20.99,373,17.72,11.82,False
AGI,33.01,BASING,0.0,0,1,1,37.31,37.24,8,daily,12.81,2 bear-built-above · rel-vol 1.5x · regime FAVORABLE,False,1,33.01,32.5148,37.31,201,13.03,8.68,False
AHMA,2.26,BASING,0.0,0,5,5,2.46,2.4,7,1h,6.19,11 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,5,2.26,2.2261,2.46,2949,8.85,5.9,False
AIIO,2.96,BASING,0.0,0,3,3,3.78,3.38,40,daily,14.19,2 bear-built-above · rel-vol 1.2x · regime FAVORABLE,True,3,2.96,2.9156,3.78,2252,27.7,18.47,False
AIM,0.3676,BASING,0.0,0,5,5,0.3981,0.3953,1,15m,7.54,10 bear-built-above · rel-vol 0.1x · regime FAVORABLE,False,5,0.3676,0.3621,0.3981,18135,8.3,5.53,False
ALAB,416.82,BASING,0.0,0,5,5,421.0,419.9,111,5m,0.74,8 bear-built-above · rel-vol 3.4x · regime FAVORABLE,True,5,416.82,410.5677,421.0,15,1.0,0.67,False
ALGM,58.57,BASING,0.0,0,5,5,59.65,59.36,29,15m,1.35,5 bear-built-above · rel-vol 1.9x · regime FAVORABLE,False,5,58.57,57.6914,59.65,113,1.84,1.23,False
ALNY,277.94,BASING,0.0,0,5,5,281.31,280.11,120,daily,0.78,18 bear-built-above · rel-vol 1.9x · regime FAVORABLE,False,5,277.94,273.7709,281.31,23,1.21,0.81,False
ALP,0.2489,BASING,0.0,0,5,5,0.3091,0.2844,3,daily,14.26,9 bear-built-above · rel-vol 0.2x · regime FAVORABLE,False,5,0.2489,0.2452,0.3091,26784,24.19,16.12,False
ALTO,5.15,BASING,0.0,0,5,5,5.54,5.5,5,daily,6.8,9 bear-built-above · rel-vol 1.0x · regime FAVORABLE,False,5,5.15,5.0728,5.54,1294,7.57,5.05,False
AMBQ,93.9157,BASING,0,0,0,0,,,,,0,rel-vol 3.1x · regime FAVORABLE,True,0,93.9157,92.507,103.3073,70,10.0,6.67,False
AMC,2.86,BASING,0.0,0,1,1,2.95,2.92,4,weekly,2.1,rel-vol 1.9x · regime FAVORABLE,True,1,2.86,2.8171,2.95,2331,3.15,2.1,False
AMKR,92.72,BASING,0,0,0,0,,,,,0,rel-vol 0.8x · regime FAVORABLE,True,0,92.72,91.3292,101.992,71,10.0,6.67,False
AMPG,8.93,BASING,0.0,0,5,5,10.0,9.81,19,15m,9.85,11 bear-built-above · rel-vol 0.5x · regime FAVORABLE,False,5,8.93,8.796,10.0,746,11.98,7.99,False
AMPX,16.25,BASING,0.0,0,4,4,16.82,16.7,13,daily,2.77,10 bear-built-above · rel-vol 0.9x · regime FAVORABLE,False,4,16.25,16.0063,16.82,410,3.51,2.34,False
AMSC,43.4,BASING,0.0,0,5,5,50.94,49.47,147,weekly,13.99,rel-vol 0.8x · regime FAVORABLE,False,5,43.4,42.749,50.94,153,17.37,11.58,False
AMTM,21.8691,BASING,0.0,0,5,5,23.245,23.22,3,15m,6.18,6 bear-built-above · rel-vol 1.7x · regime FAVORABLE,False,5,21.8691,21.5411,23.245,304,6.29,4.19,False
