ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
SPCX,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,163.07,1h,log_regression,AT_LOWER,0.095,5,23.64,150.0,weekly,8.01,100.0,lower,160.84,True,True,1.37,1.39,38.37,38.37,4.88,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high,deep_damage_pullback
JBLU,HIGH_PRIORITY_PRE_TRIGGER,100.0,97.0,97.0,PRE_TRIGGER_COIL,5.76,daily,gap_topology,AT_LOWER,0.09,10,5.01,5.34,weekly,7.29,97.22,nearest_support_gap_hi,5.75,True,False,0.17,0.17,7.99,7.99,2.34,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.99% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,overhead_gap_too_close
