ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,news
CLIK,Long,PULLBACK,T2-LONG,100,1.93,1.92,2.17,,4.8,0.05,2.1,8.1,WAITING,3,3,"10m,1m,5m",1.93,1.92,HIGHWAY,EXCITED,35217,16.0,5.4,1,97.0,93,8,0.39,NANO,17.14,1.405,1.37,1.44,5.1,PREMIUM,PREMIUM,72,6,43,3.3,C,
SKYQ,Long,PULLBACK,T3-LONG_WATCH,99,6.0,5.9508,7.2692,,10.6,0.12,6.61,9.2,WAITING,2,2,"15m,5m",6.0,5.9508,HIGHWAY,EXCITED,1091625,0.7,2.8,2,252.5,44,8,3.2,NANO,1.77,5.73,6.36,5.1,-19.8,PREMIUM,PREMIUM,1578,18,282,99.9,A,
QNCX,Long,PULLBACK,T2-LONG,71,0.1738,0.173,0.278,0.2485,2.1,0.05,0.1831,5.1,APPROACH,1,1,1m,0.1738,0.173,HIGHWAY,EXCITED,0,10.2,5.2,2,339.2,38,8,49.76,MED,12.16,0.2485,0.163,0.3339,104.8,DISCOUNT,DISCOUNT,1,9,0,51.8,D,"+FDA_TRIAL [Jan 29 20:10], +ANALYST_UPGRADE [Dec 16 14:26]"
JEM,Long,PULLBACK,T3-LONG_WATCH,81,0.1868,0.1861,0.357,,3.4,0.05,0.2058,9.2,WAITING,2,2,"15m,1h",0.1868,0.1861,HIGHWAY,EXCITED,0,15.5,5.2,1,192.0,40,8,14.93,LOW,23.17,0.1308,0.1087,0.1529,40.7,PREMIUM,PREMIUM,14,6,5,73.5,D,
AIXI,Long,PULLBACK,T2-LONG,86,1.36,1.345,1.4716,,2.2,0.05,1.43,4.9,APPROACH,2,2,"1m,5m",1.36,1.345,HIGHWAY,EXCITED,640129,1.0,5.7,2,3245.7,47,8,25.48,MED,3.32,1.805,1.95,1.66,-14.9,DISCOUNT,DISCOUNT,181,16,40,2.9,C,"-DELISTING_RISK [Dec 23 22:15], +CONTRACT [Oct 31 13:45], +PATENT [Mar 31 13:25]"
