ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,last_px,high,low,volume,chg_pct,outcome,result_r,spy_regime,entry_type,n_gaps_above,gap_above_conviction,checked_at,scan_date
APPS,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,6.95,6.6,7.3,,287,1.0,6.679999828338623,7.619999885559082,6.170000076293945,54813500.0,-3.88,STOPPED,-1.0,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
IPWR,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,8.65,8.22,9.09,,231,1.0,8.989999771118164,9.300000190734863,7.75,8733100.0,3.87,STOPPED,-1.0,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
MNTS,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,20.28,19.27,21.29,,98,1.0,19.5,22.200000762939453,17.469999313354492,44349300.0,-3.84,STOPPED,-1.0,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
APGE,LONG,CONVICTION,100.0,BULL_BOUNCE_PENDING,82.36,78.24,89.0,,24,1.61,77.75,85.98999786376953,75.86000061035156,4032200.0,-5.59,STOPPED,-1.0,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
WULF,LONG,CONVICTION,99.4,BULL_BOUNCE_PENDING,25.41,24.14,26.69,,78,1.0,26.739999771118164,26.860000610351562,24.920000076293945,36659500.0,5.21,TARGET_HIT,1.5,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
GFS,LONG,CONVICTION,98.3,BULL_BOUNCE_PENDING,82.27,78.15,91.0,,24,2.12,81.11000061035156,83.30000305175781,78.88999938964844,21664900.0,-1.4,CLOSED_LOSS,-0.28,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
U,LONG,CONVICTION,98.2,BULL_BOUNCE_PENDING,27.95,25.59,29.35,,42,0.59,27.760000228881836,28.270000457763672,26.520000457763672,9423200.0,-0.7,CLOSED_LOSS,-0.08,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
SMTC,LONG,CONVICTION,98.1,BULL_BOUNCE_PENDING,160.35,145.8,184.0,,6,1.62,157.1999969482422,172.36000061035156,153.27999877929688,7238400.0,-1.97,CLOSED_LOSS,-0.22,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
VIAV,LONG,CONVICTION,98.0,BULL_BOUNCE_PENDING,53.72,49.52,56.41,,23,0.64,53.060001373291016,54.400001525878906,50.61000061035156,7209800.0,-1.23,CLOSED_LOSS,-0.16,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
AOSL,LONG,CONVICTION,97.6,BULL_BOUNCE_PENDING,48.13,45.72,53.0,,41,2.02,48.86000061035156,51.13999938964844,46.0,1572500.0,1.52,CLOSED,0.3,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
ZS,LONG,CONVICTION,96.1,BULL_BOUNCE_PENDING,128.8,121.28,144.58,146.2,13,2.1,126.41000366210938,139.60000610351562,125.66000366210938,31831500.0,-1.86,CLOSED_LOSS,-0.32,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
FGL,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,2.88,2.74,3.14,,694,1.8,2.640000104904175,3.180000066757202,2.509999990463257,35629000.0,-8.34,STOPPED,-1.0,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
POET,LONG,CONVICTION,96.0,BULL_BOUNCE_PENDING,13.32,12.65,15.17,15.17,150,2.78,13.279999732971191,13.550000190734863,12.710000038146973,23521500.0,-0.3,CLOSED_LOSS,-0.06,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
AEMD,LONG,CONVICTION,95.3,BULL_BOUNCE_PENDING,2.92,2.77,3.16,,686,1.68,3.069999933242798,3.180000066757202,2.6500000953674316,16047700.0,5.32,STOPPED,-1.0,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
VSH,LONG,CONVICTION,95.1,BULL_BOUNCE_PENDING,48.59,46.16,51.02,,41,1.0,48.900001525878906,50.529998779296875,47.27000045776367,5606700.0,0.64,CLOSED,0.13,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
PRCH,LONG,CONVICTION,93.8,BULL_BOUNCE_PENDING,10.45,9.93,11.67,,191,2.33,10.170000076293945,10.510000228881836,10.079999923706055,1256600.0,-2.68,CLOSED_LOSS,-0.54,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
NNVC,LONG,CONVICTION,93.1,BULL_BOUNCE_PENDING,1.78,1.69,1.92,,1123,1.58,1.75,1.8899999856948853,1.600000023841858,28930000.0,-1.69,STOPPED,-1.0,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
ACMR,LONG,CONVICTION,92.0,CHANNEL_GAP_BREAKOUT_LONG,85.3,81.03,89.56,,23,1.0,88.63999938964844,89.77999877929688,83.37000274658203,2295600.0,3.92,TARGET_HIT,1.5,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
CPSH,LONG,CONVICTION,92.0,BULL_BOUNCE_PENDING,12.89,12.25,13.87,,155,1.51,11.59000015258789,14.390000343322754,11.100000381469727,12115200.0,-10.12,STOPPED,-1.0,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
VCIG,LONG,CONVICTION,91.6,BULL_BOUNCE_PENDING,3.6,3.42,3.99,,555,2.17,4.78000020980835,4.980000019073486,3.2300000190734863,22925900.0,32.78,STOPPED,-1.0,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
SIMO,LONG,CONVICTION,91.5,BULL_BOUNCE_PENDING,275.43,261.54,289.2,,7,0.99,284.9800109863281,287.95001220703125,268.1000061035156,848100.0,3.47,CLOSED,0.69,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
INTC,LONG,CONVICTION,91.2,BULL_BOUNCE_PENDING,119.99,110.25,125.99,,10,0.62,121.7699966430664,125.2699966430664,117.0,93323300.0,1.48,CLOSED,0.18,FAVORABLE,MARKET,,,2026-07-01_1306,2026-05-27
VTIX,LONG,CONVICTION,88.2,BULL_BOUNCE_CONFIRMED,3.6,3.04,3.78,,180,0.32,4.389999866485596,4.559999942779541,3.2100000381469727,7029700.0,21.94,TARGET_HIT,1.5,FAVORABLE,LIMIT,,,2026-07-01_1306,2026-05-27
FPS,LONG,CONVICTION,88.0,BULL_BOUNCE_PENDING,46.25,44.79,48.98,51.46,68,1.88,47.29999923706055,49.06999969482422,45.58000183105469,6116100.0,0.85,TARGET_HIT,1.5,FAVORABLE,LIMIT,,,2026-07-01_1306,2026-05-27
GILT,LONG,CONVICTION,87.7,BULL_BOUNCE_PENDING,17.92,15.65,18.82,,44,0.39,17.43000030517578,17.899999618530273,16.75,1251200.0,1.34,CLOSED_LOSS,-0.22,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
GRRR,LONG,CONVICTION,87.5,BULL_BOUNCE_CONFIRMED,16.09,14.43,16.9,,59,0.48,16.329999923706055,16.600000381469727,15.319999694824219,1978000.0,1.46,CLOSED,0.14,FAVORABLE,LIMIT,,,2026-07-01_1306,2026-05-27
MREO,LONG,CONVICTION,86.3,BULL_BOUNCE_PENDING,0.36,0.3,0.38,,1718,0.31,0.32899999618530273,0.36399999260902405,0.30000001192092896,57856500.0,-0.75,CLOSED_LOSS,-0.52,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
AMBA,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,95.09,87.57,99.84,,13,0.63,90.58000183105469,95.0,88.2300033569336,2135600.0,-0.44,CLOSED_LOSS,-0.6,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
CRSR,LONG,CONVICTION,86.0,CHANNEL_GAP_BREAKOUT_LONG,8.79,8.53,9.25,,379,1.74,9.819999694824219,9.899999618530273,8.399999618530273,10636500.0,11.72,STOPPED,-1.0,FAVORABLE,LIMIT,,,2026-07-01_1306,2026-05-27
ON,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,129.13,118.72,135.59,,9,0.62,124.88999938964844,129.0,120.04000091552734,13924700.0,0.36,CLOSED_LOSS,-0.41,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
VPG,LONG,CONVICTION,86.0,BULL_BOUNCE_PENDING,126.67,113.19,133.0,,7,0.47,125.91999816894531,131.67999267578125,118.30999755859375,952300.0,2.36,CLOSED_LOSS,-0.06,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
ICHR,LONG,CONVICTION,85.3,BULL_BOUNCE_PENDING,76.73,69.6,80.57,,14,0.54,73.73999786376953,76.65599822998047,71.0999984741211,929200.0,0.81,CLOSED_LOSS,-0.42,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
VICR,LONG,CONVICTION,85.0,CHANNEL_GAP_BREAKOUT_LONG,352.0,334.68,369.6,,5,1.02,345.8399963378906,361.8900146484375,337.7099914550781,1187900.0,-1.75,CLOSED_LOSS,-0.36,FAVORABLE,LIMIT,,,2026-07-01_1306,2026-05-27
MDA,LONG,CONVICTION,84.8,BULL_BOUNCE_PENDING,46.39,44.57,49.3,50.78,54,1.6,46.43000030517578,47.040000915527344,45.5,1832500.0,0.0,CLOSED,0.02,FAVORABLE,LIMIT,,,2026-07-01_1306,2026-05-27
HLIT,LONG,CONVICTION,84.7,BULL_BOUNCE_PENDING,16.67,15.12,19.0,,64,1.51,17.110000610351562,17.200000762939453,15.449999809265137,8384100.0,3.45,CLOSED,0.28,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
ELF,LONG,CONVICTION,83.9,BULL_BOUNCE_PENDING,57.71,53.86,66.15,,25,2.19,57.36000061035156,59.76499938964844,55.220001220703125,5110000.0,-2.6,CLOSED_LOSS,-0.09,FAVORABLE,LIMIT,,,2026-07-01_1306,2026-05-27
NNBR,LONG,CONVICTION,83.6,BULL_BOUNCE,2.9,2.53,12.18,,271,25.18,3.049999952316284,3.1600000858306885,2.809999942779541,3730200.0,5.17,CLOSED,0.41,FAVORABLE,LIMIT,,,2026-07-01_1306,2026-05-27
ASTI,LONG,CONVICTION,83.0,BULL_BOUNCE_PENDING,6.51,5.46,6.84,,95,0.31,6.769999980926514,7.440000057220459,5.760000228881836,6707800.0,11.9,TARGET_HIT,1.5,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
DGXX,LONG,CONVICTION,83.0,BULL_BOUNCE_PENDING,7.58,6.6,7.96,,101,0.39,8.010000228881836,8.199999809265137,7.409999847412109,12643400.0,3.56,TARGET_HIT,1.5,FAVORABLE,LIMIT,,,2026-07-01_1306,2026-05-27
RGTI,LONG,CONVICTION,82.5,BULL_BOUNCE_PENDING,25.04,21.93,26.29,,32,0.4,24.6200008392334,25.851999282836914,23.6200008392334,56481100.0,1.25,CLOSED_LOSS,-0.14,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
DELL,LONG,CONVICTION,82.4,BULL_BOUNCE_PENDING,307.78,293.71,323.17,,7,1.09,305.32000732421875,312.1400146484375,298.57000732421875,8262400.0,0.12,CLOSED_LOSS,-0.17,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
MRVL,LONG,CONVICTION,82.4,BULL_BOUNCE_PENDING,218.48,197.29,229.4,,4,0.52,198.6999969482422,218.25999450683594,196.25,54198500.0,-3.37,STOPPED,-1.0,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
CLFD,LONG,CONVICTION,82.2,BULL_BOUNCE_PENDING,51.94,46.82,54.54,,19,0.51,51.2599983215332,52.72999954223633,48.119998931884766,1072100.0,4.06,CLOSED_LOSS,-0.13,FAVORABLE,STOP,,,2026-07-01_1306,2026-05-27
