ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
ADPT,HIGH_PRIORITY_PRE_TRIGGER,100.0,96.0,96.0,PRE_TRIGGER_COIL,22.19,weekly,log_regression,MID,0.5,13,16.84,17.11,daily,22.89,98.88,nearest_support_gap_hi,21.88,True,True,1.4,1.42,4.33,4.33,2.43,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,shallow_pullback | overhead_gap_too_close
BIYA,EARLY_STRUCTURAL_MATCH,79.0,67.0,67.0,TOO_EARLY_OR_LOOSE,5.75,1h,log_regression,AT_LOWER,0.178,1,4.17,5.5,daily,4.35,100.0,nearest_support_gap_hi,5.5,True,True,4.35,4.55,334.78,334.78,7.24,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | some bullish shelf support | high-genesis parent shelf | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback | too_early_or_loose_for_trigger
