ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
AAOI,155.8,153.39,130.34,150.28,ABOVE_PDH,ABOVE_PDL,True,156.38,147.3492,0.936,OR_TOP_THIRD,0.62,True,False,0.62,0.88,80,PULLBACK_BUY_ZONE,40,NEUTRAL
ADTX,0.0023,0.0025,0.0023,0.0023,REJECTED_PDH,TESTING_PDL,True,0.0026,0.0022,0.25,OR_BOTTOM_THIRD,0.25,False,False,0.25,1.6,38,AVOID_LONG,74,NEUTRAL
AEM,190.08,187.8799,182.26,186.46,ABOVE_PDH,ABOVE_PDL,True,190.455,186.55,0.904,OR_TOP_THIRD,0.751,True,False,0.751,2.56,92,PULLBACK_BUY_ZONE,32,NEUTRAL
AHMA,1.57,1.67,1.6001,1.66,REJECTED_PDH,BELOW_PDL,True,1.67,1.61,0.0,BELOW_ORL,0.231,False,True,,,6,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
AIM,0.2421,0.2597,0.1901,0.2199,BELOW_PDH,ABOVE_PDL,True,0.2389,0.2262,1.0,ABOVE_ORH,0.5,False,False,0.5,0.43,60,CONTINUATION_LONG,42,AVOID_SHORT
AMKR,61.1794,60.37,57.37,58.99,ABOVE_PDH,ABOVE_PDL,True,62.23,59.5,0.615,OR_MIDDLE,0.615,False,False,0.615,1.41,62,CONTINUATION_LONG,42,NEUTRAL
AMPG,3.7,4.4,3.93,3.995,BELOW_PDH,BELOW_PDL,True,4.15,3.88,0.0,BELOW_ORL,0.082,False,True,0.082,1.29,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
BEEM,1.17,1.145,1.0801,1.13,ABOVE_PDH,ABOVE_PDL,True,1.1596,1.125,1.0,ABOVE_ORH,0.818,True,False,0.818,0.77,90,PULLBACK_BUY_ZONE,26,AVOID_SHORT
BFLY,9.35,8.945,8.36,8.84,ABOVE_PDH,ABOVE_PDL,True,9.1,8.63,1.0,ABOVE_ORH,1.0,False,False,1.0,2.8,84,AVOID_LONG_CHASE,26,AVOID_SHORT
BMNR,18.7985,18.225,17.4,18.08,ABOVE_PDH,ABOVE_PDL,True,18.945,18.11,0.825,OR_TOP_THIRD,0.774,True,False,0.774,1.13,92,PULLBACK_BUY_ZONE,32,NEUTRAL
