ticker,stage,stage_pct,conviction,today_vol_pct_of_avg,recent_8bar_green_count,recent_8bar_move_pct,first_consumption_recent,days_since_advance,rej_tf,rej_tf_weight,rej_ticks,rej_wicked,bounce_tf,bounce_ticks,bounce_wicked,oh_fresh_w,oh_wicked_w,oh_effective_w,oh_n_fresh,oh_n_wicked,top_overhead,rejection_dt,rejection_price,bounce_dt,snapshot_price,target,stop,rr,n_bearish_total,n_bearish_consumed,risk_climax,risk_vol_ratio,av20_volume,fresh_bull_5m_below,n_overhead_remaining
HUBC,BOUNCED_WAITING,0,1,4.8,4,-4.9,False,2.2,1d,20,821,True,1m,3,True,33869377,18479,33878616.5,193,48,1d.352500t | 1d.210000t | 1d.180000t,2026-06-04T06:45:00.000,4.772,2026-06-15T04:45:00.000,1.76,4.792,1.2575,6.03,23,0,False,0.05,11777651,0,241
HUBC,BOUNCED_WAITING,0,1,4.8,4,-4.9,False,2.2,1d,20,81,True,1m,3,True,33869377,18479,33878616.5,193,48,1d.352500t | 1d.210000t | 1d.180000t,2026-06-08T09:30:00.000,2.16,2026-06-15T04:45:00.000,1.76,3.01,1.2575,2.49,3,0,False,0.05,11777651,0,241
HUBC,BOUNCED_WAITING,0,1,4.8,4,-4.9,False,2.2,4h,12,20,False,1m,3,True,33869377,18479,33878616.5,193,48,1d.352500t | 1d.210000t | 1d.180000t,2026-06-02T11:00:00.000,19.0,2026-06-15T04:45:00.000,1.76,19.8,1.2575,35.9,29,0,False,0.05,11777651,0,241
