ticker,setup,side,score,entry,stop,target,secondary_target,shares,rr,spy_regime,rel_vol,current_price,ath_status,pct_from_52w_high,high_52w,float_rotation,float_rotation_label,obv_macro_state,exhaustion_warning,primitives_json,reasons,notes,timestamp
BLMN,BULL_BOUNCE,LONG,65.0,10.58,9.78,10.75,,125,0.21,CHOP,0.7,10.58,BELOW,-0.1623,12.63,0.0179,1.8% (normal),RISING,False,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""flag_compression"": 4.0, ""regime_chop_size_down"": -5.0}",ASC channel detected on 10m (score 96) | price at lower rail ($10.57) | anchor: daily 285tk @ $10.43 | 5 prior bull-rail touches | OBV rising — accumulation underneath | flag-period volume compressed (textbook) | SPY CHOP — size down 50%,"Channel: 10m ASC, rails $10.57-$10.75",2026-08-19T05:18:57
BLMN,BULL_BOUNCE_PENDING,LONG,63.8,10.37,9.82,11.35,,182,1.79,CHOP,0.7,10.58,BELOW,-0.1623,12.63,0.0179,1.8% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 10.8, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $10.06 (45m 9tk MINOR gap body) | 4.5% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | SPY CHOP — size down 50%",LIMIT BUY @ $10.37 (2% pullback cap; anchor at $10.06 too far). Stop $9.82. Anchor: 45m 9tk.,2026-08-19T05:18:57
BLMN,BEAR_REJECTION_PENDING,SHORT,60.5,10.66,10.9,10.12,10.1,104,2.23,CHOP,0.7,10.58,BELOW,-0.1623,12.63,0.0179,1.8% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""high_genesis_rank"": 10.5, ""near_rally"": 8.0, ""regime_chop"": -2.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $10.66 (1h 1tk MINOR bear gap) | only 0.8% above current — close rally | OBV rising — possible trapped buyers under resistance (neutral) | COUNTER-TREND: opposes dominant LONG read (top score 65) - sized to 1/4 risk,LIMIT SHORT @ $10.66 on rally (0.8% above current $10.58). Stop $10.9. Anchor: 1h 1tk bear.,2026-08-19T05:18:57
CHYM,BEAR_REJECTION_PENDING,SHORT,74.5,31.89,33.67,29.14,27.5,56,1.55,CHOP,0.92,31.8,NEAR_HIGH,-0.0482,33.41,0.0218,2.2% (normal),RISING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 14.5, ""conviction_tier"": 10.0, ""near_rally"": 8.0, ""regime_chop"": -2.0, ""ascending_channel_headwind"": -10.0, ""obv_rising_against_short"": 0.0}",PENDING: wait for rally to $31.89 (daily 161tk CONVICTION bear gap) | only 0.3% above current — close rally | ASC channel active (daily) — short fights rising structure | OBV rising — possible trapped buyers under resistance (neutral),LIMIT SHORT @ $31.89 on rally (0.3% above current $31.80). Stop $33.67. Anchor: daily 161tk bear.,2026-08-19T05:18:51
EXK,BULL_BOUNCE,LONG,69.6,9.7,9.11,11.14,,169,2.44,CHOP,1.08,9.7,DEEP_BELOW,-0.3597,15.15,0.0293,2.9% (normal),FALLING,False,"{""ascending_channel"": 18.0, ""at_lower_rail"": 14.0, ""anchor_eligible"": 12.0, ""anchor_high_genesis_rank"": 5.6, ""multiple_touches"": 16.0, ""obv_rising"": 6.0, ""rel_vol_normal+"": 3.0, ""regime_chop_size_down"": -5.0}",ASC channel detected on 5m (score 90) | price at lower rail ($9.67) | anchor: 5m 11tk @ $9.54 | 8 prior bull-rail touches | OBV rising — accumulation underneath | SPY CHOP — size down 50%,"Channel: 5m ASC, rails $9.67-$9.78",2026-08-19T05:18:52
MP,BULL_BOUNCE_PENDING,LONG,74.8,55.39,50.85,64.17,,22,1.94,CHOP,0.65,56.52,DEEP_BELOW,-0.4362,100.25,0.0267,2.7% (normal),FALLING,True,"{""structural_anchor_below"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 14.8, ""conviction_tier"": 10.0, ""moderate_pullback"": 8.0, ""obv_falling_pending"": -2.0, ""exhaustion_warning"": -3.0, ""float_rot_quiet"": -2.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $51.96 (weekly 170tk CONVICTION gap body) | 6.6% below — moderate pullback, sweet spot (49% WR) | OBV softer near-term — normal during pullback wait | exhaustion: +4.7% over 5d on declining volume (-5.7%/day), no capitulation in last 10d, $0.15 (0.0× ATR) to daily 134tk bear gap | SPY CHOP — size down 50%",LIMIT BUY @ $55.39 (2% pullback cap; anchor at $51.96 too far). Stop $50.85. Anchor: weekly 170tk.,2026-08-19T05:18:51
CNC,BEAR_REJECTION_PENDING,SHORT,68.8,66.57,68.94,56.45,56.29,42,4.25,CHOP,0.67,65.26,NEAR_HIGH,-0.059,69.36,0.0069,0.7% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""large_anchor"": 10.0, ""high_genesis_rank"": 12.8, ""vacuum_tier"": 6.0, ""near_rally"": 8.0, ""regime_chop"": -2.0, ""ascending_channel_headwind"": -10.0}",PENDING: wait for rally to $66.96 (daily 164tk VACUUM bear gap) | only 2.6% above current — close rally | ASC channel active (weekly) — short fights rising structure,LIMIT SHORT @ $66.57 (2% rally cap; anchor at $66.96 too far). Stop $68.94. Anchor: daily 164tk bear.,2026-08-19T05:19:02
WTTR,BULL_BOUNCE_PENDING,LONG,60.0,20.96,20.63,22.22,22.22,306,3.86,CHOP,0.56,21.09,NEAR_HIGH,-0.0647,22.55,0.008,0.8% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 14.0, ""near_pullback"": -4.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_decile"": 5.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $20.96 (weekly 20tk COMPRESSION gap body) | only 0.1% below — shallow entry, historically weak (22% WR) | OBV rising — accumulation underneath | ENERGY HOT (top 0%) — major tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $20.96 on pullback (0.1% below current $21.09). Stop $20.63. Anchor: weekly 20tk.,2026-08-19T05:18:52
CAI,BEAR_REJECTION_PENDING,SHORT,62.0,20.95,21.75,19.0,17.98,125,2.45,CHOP,0.74,20.9,DEEP_BELOW,-0.5082,42.5,0.0127,1.3% (normal),FALLING,False,"{""structural_anchor_above"": 14.0, ""medium_anchor"": 6.0, ""near_rally"": 8.0, ""regime_chop"": -2.0, ""obv_falling"": 6.0}",PENDING: wait for rally to $20.95 (1m 69tk MINOR bear gap) | only 0.2% above current — close rally | OBV falling — distribution confirms short thesis,LIMIT SHORT @ $20.95 on rally (0.2% above current $20.90). Stop $21.75. Anchor: 1m 69tk bear.,2026-08-19T05:18:52
FRPT,BULL_BOUNCE_PENDING,LONG,63.1,71.18,67.7,82.03,79.68,28,3.12,CHOP,0.5,72.63,BELOW,-0.1555,86.0,0.0148,1.5% (normal),RISING,False,"{""structural_anchor_below"": 14.0, ""high_genesis_rank"": 7.1, ""moderate_pullback"": 8.0, ""obv_rising"": 8.0, ""float_rot_quiet"": -2.0, ""sector_top_quartile"": 3.0, ""regime_chop_size_down"": -5.0}","PENDING: wait for pullback to $68.78 (10m 49tk MINOR gap body) | 5.0% below — moderate pullback, sweet spot (49% WR) | OBV rising — accumulation underneath | CONS_STAPL STRONG (STRONG) — sector tailwind | SPY CHOP — size down 50%",LIMIT BUY @ $71.18 (2% pullback cap; anchor at $68.78 too far). Stop $67.7. Anchor: 10m 49tk.,2026-08-19T05:18:51
