ticker,phase,score,nbis_similarity_score,pre_move_score,timing_bucket,price,channel_tf,channel_method,channel_position,channel_position_ratio,support_stack_depth,parent_gap_lo,parent_gap_hi,parent_gap_tf,parent_gap_distance_pct,parent_genesis_rank_pct,reclaim_source,reclaim_level,recent_tagged,reclaimed,reclaim_dist_pct,extension_from_reclaim_pct,pullback_pct,room_to_recent_high_pct,next_resistance_gap_pct,gap_options_agreement,reasons,flags
GRAL,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,72.3,daily,log_regression,MID,0.411,26,59.45,60.99,daily,15.64,95.49,nearest_support_gap_hi,71.37,True,True,1.29,1.3,9.96,9.96,2.52,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 9.96% from recent high | pre-trigger coil near reload/reclaim level | room back to recent high,
RAPP,HIGH_PRIORITY_PRE_TRIGGER,100.0,100.0,100.0,PRE_TRIGGER_COIL,42.01,daily,log_regression,MID,0.457,20,15.44,31.47,daily,25.09,100.0,nearest_support_gap_hi,42.0,True,False,0.02,0.02,5.4,5.4,2.07,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 5.4% from recent high | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,overhead_gap_too_close
IBM,HIGH_PRIORITY_PRE_TRIGGER,100.0,99.0,99.0,PRE_TRIGGER_COIL,234.69,weekly,log_regression,AT_LOWER,0.042,30,223.65,228.33,weekly,2.71,99.33,nearest_support_gap_hi,233.63,True,True,0.45,0.45,41.66,41.66,3.08,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | room back to recent high | coiled/controlled short-term momentum,deep_damage_pullback
MAN,EARLY_RECLAIM_TRIGGER,100.0,96.0,96.0,EARLY_RECLAIM_TRIGGER,54.8,1h,log_regression,AT_LOWER,0.315,19,39.33,46.78,daily,14.64,100.0,nearest_support_gap_hi,53.89,True,True,1.66,1.69,4.16,4.16,4.65,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | coiled/controlled short-term momentum",shallow_pullback | early_trigger_not_chase
ALIT,EARLY_RECLAIM_TRIGGER,81.2,93.0,93.0,EARLY_RECLAIM_TRIGGER,15.36,1h,log_regression,OUTSIDE_DOWN,-0.118,6,11.2,11.41,daily,25.72,89.38,nearest_support_gap_hi,15.0,True,True,2.34,2.4,54.17,54.17,7.42,OPTIONS_MISSING,"ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | just-triggered reclaim, still near shelf | room back to recent high | coiled/controlled short-term momentum",late_or_far_from_channel_envelope | deep_damage_pullback | early_trigger_not_chase
EFA,HIGH_PRIORITY_PRE_TRIGGER,100.0,91.0,91.0,PRE_TRIGGER_COIL,107.608,daily,log_regression,MID,0.616,41,78.97,79.45,weekly,26.17,100.0,nearest_support_gap_hi,106.72,True,True,0.83,0.83,0.0,0.0,,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,not_pulled_back | room_to_high_unknown
AVTX,EARLY_STRUCTURAL_MATCH,85.0,87.0,87.0,TOO_EARLY_OR_LOOSE,18.52,daily,log_regression,MID,0.486,8,11.27,13.3,weekly,28.19,100.0,nearest_support_gap_hi,18.5,True,False,0.11,0.11,31.05,31.05,4.08,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | room back to recent high,too_early_or_loose_for_trigger | early_positive_momentum
URGN,EARLY_STRUCTURAL_MATCH,100.0,84.0,84.0,TOO_EARLY_OR_LOOSE,41.22,daily,log_regression,MID,0.368,22,33.57,33.96,weekly,17.61,94.69,nearest_support_gap_hi,39.36,True,True,4.51,4.73,7.69,7.69,3.15,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | low channel location before expansion | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 7.69% from recent high,too_early_or_loose_for_trigger | early_positive_momentum
DRTS,EARLY_STRUCTURAL_MATCH,100.0,81.0,81.0,TOO_EARLY_OR_LOOSE,12.8217,daily,log_regression,MID,0.51,23,8.51,9.75,daily,23.96,100.0,nearest_support_gap_hi,12.36,True,True,3.6,3.74,14.96,14.96,3.26,OPTIONS_MISSING,ascending channel/control | higher-timeframe channel participates | mid-low channel location | deep bullish shelf stack underneath | high-genesis parent shelf | controlled pullback 14.96% from recent high | room back to recent high | coiled/controlled short-term momentum,too_early_or_loose_for_trigger
VTI,HIGH_PRIORITY_PRE_TRIGGER,99.4,81.0,81.0,PRE_TRIGGER_COIL,381.82,daily,log_regression,AT_UPPER,0.779,66,277.97,286.78,weekly,24.89,100.0,nearest_support_gap_hi,381.39,True,False,0.11,0.11,0.0,0.0,,OPTIONS_NOT_CHECKED,ascending channel/control | higher-timeframe channel participates | deep bullish shelf stack underneath | high-genesis parent shelf | pre-trigger coil near reload/reclaim level | coiled/controlled short-term momentum,mid_high_channel_location | not_pulled_back | room_to_high_unknown
