ticker,current_price,phase,consumed_pct,consumed_count,overhead_count,total_in_arc,next_major_top,next_major_bot,next_major_ticks,next_major_tf,next_major_dist_pct,sub_tf_status_str,has_recent_flip,total_bearish_gaps,est_open,stop,target,shares,expected_pct,rr,promoted
AA,51.12,BASING,0.0,0,16,16,59.37,58.69,68,weekly,14.81,11 bear-built-above · rel-vol 0.8x · regime CHOP,False,18,51.12,50.3532,59.37,130,16.14,10.76,False
AAL,14.35,BASING,0.0,0,20,20,14.83,14.772,6,weekly,2.94,43 bear-built-above · rel-vol 0.6x · regime CHOP,False,23,14.35,14.1347,14.83,464,3.34,2.23,False
AAOI,147.23,BASING,0.0,0,18,18,162.915,158.0,492,daily,7.32,30 bear-built-above · rel-vol 1.0x · regime CHOP,False,18,147.23,145.0215,162.915,45,10.65,7.1,False
AAOZ,8.32,BASING,0.0,0,2,2,8.426,8.41,2,5m,1.08,2 bear-built-above · rel-vol 1.8x · regime CHOP,False,4,8.32,8.1952,8.426,801,1.27,0.85,False
AAPL,306.41,BASING,0.0,0,18,18,333.1,308.91,2419,daily,0.82,8 bear-built-above · rel-vol 0.7x · regime CHOP,False,19,306.41,301.8139,333.1,21,8.71,5.81,False
ABCL,10.86,BASING,0.0,0,17,17,11.2435,11.15,10,10m,2.67,17 bear-built-above · rel-vol 0.8x · regime CHOP,False,17,10.86,10.6971,11.2435,613,3.53,2.35,False
ABNB,179.29,BASING,0.0,0,20,20,184.4,184.26,15,45m,2.77,33 bear-built-above · rel-vol 0.8x · regime CHOP,False,20,179.29,176.6007,184.4,37,2.85,1.9,False
ABT,110.31,BASING,0.0,0,16,16,121.76,121.37,40,weekly,10.03,7 bear-built-above · rel-vol 1.3x · regime CHOP,True,16,110.31,108.6553,121.76,60,10.38,6.92,False
ACHR,6.28,BASING,0.0,0,20,20,6.62,6.48,14,daily,3.18,26 bear-built-above · rel-vol 0.7x · regime CHOP,False,20,6.28,6.1858,6.62,1061,5.41,3.61,False
ACN,168.21,BASING,0.0,0,20,20,174.46,173.0,147,weekly,2.85,58 bear-built-above · rel-vol 0.7x · regime CHOP,False,20,168.21,165.6868,174.46,39,3.72,2.48,False
