ticker,side,mode,tier,fem,entry,stop,t1,t_partial,rr,risk,last_close,dist_pct,proximity,cluster_gaps,cluster_tfs,tfs,cluster_top,cluster_bot,path,gap_quality,total_genesis,vol_ratio_today,vol_ratio_3d,premkt_vol,hot_days,move_pct,total_gaps,n_timeframes,float_m,float_label,float_rotation,fractal_50,prev_close,today_open,gap_pct,price_zone_50,cluster_zone_50,va_depth,va_layers,conviction_ticks,clean_air_pct,va_grade,stop_adjusted,vol_ratio,vol_hot,warrior_price_band,atr_14,atr_to_stop_ratio,borrow_risk,news
CODX,Long,PULLBACK,T3-LONG_WATCH,100,4.595,4.4426,5.06,,3.1,0.1524,5.07,9.4,WAITING,1,1,1m,4.595,4.58,HIGHWAY,EXCITED,132511.0,0.8,3.1,4498422.0,2.0,307.6,46.0,8.0,3.5,NANO,2.86,3.5325,3.71,3.355,-9.6,PREMIUM,PREMIUM,736,13,215,26.6,A,,,,True,0.735092857142857,0.21,N/A,
ORBS,Long,BOUNCE,T3-LONG_WATCH,52,0.9447,0.86,1.1141,,2.0,0.0847,0.9447,0.5,CLOSE,2,2,"1d,4h",0.94,0.91,OPEN_ROAD,EXCITED,111743749.0,1.9,2.2,3969815.0,1.0,47.0,19.0,8.0,269.57,MEGA,0.12,0.925,0.91,0.94,3.3,PREMIUM,MID,5,4,5,9.6,D,,,,False,0.09865714285714286,0.86,N/A,
RDW,Long,PULLBACK,T3-LONG_WATCH,74,17.49,15.1325,22.205,,2.0,2.3575,17.49,3.6,APPROACH,2,2,"1h,4h",16.865,15.71,HIGHWAY,EXCITED,3293465133.0,1.5,1.3,5653368.0,1.0,39.1,31.0,8.0,195.23,HIGH,0.28,15.535,15.35,15.72,2.4,PREMIUM,PREMIUM,1007,9,990,99.9,A,,,,True,1.727478571428571,1.36,N/A,
BIYA,Long,BREAKOUT,T3-LONG_WATCH,96,1.3,1.24,1.51,,3.5,0.06,1.3,0.0,INSIDE,1,1,,,,HIGHWAY,EXCITED,,,,,,,,,,NANO,26.09,0.8713,0.6175,1.125,82.2,PREMIUM,PREMIUM,291,5,95,16.2,A,False,4.7,True,True,0.2721820714285715,0.22,N/A,
FEMY,Long,BOUNCE,T2-LONG,100,0.438,0.3722,0.5696,,2.0,0.0658,0.438,0.7,CLOSE,6,6,"15m,1h,1m,30m,4h,5m",0.435,0.4222,OPEN_ROAD,EXCITED,6702407.0,12.3,4.6,3516632.0,1.0,37.8,38.0,8.0,49.93,MED,0.31,0.3368,0.3373,0.3364,-0.3,FLAT,FLAT,10,6,10,3.4,D,,,,False,0.03900714285714286,1.69,N/A,
BB,Long,PULLBACK,T3-LONG_WATCH,82,7.17,6.495,8.52,,2.0,0.675,7.91,9.4,WAITING,2,2,"1h,4h",7.17,6.72,HIGHWAY,EXCITED,992907155.0,2.2,1.5,3499887.0,1.0,32.1,31.0,8.0,586.22,MEGA,0.1,6.71,6.65,6.77,1.8,PREMIUM,PREMIUM,373,14,189,99.9,A,,,,True,0.49042142857142856,1.38,N/A,
NVTS,Long,PULLBACK,T3-LONG_WATCH,84,27.12,23.34,34.68,,2.0,3.78,29.25,7.3,WAITING,2,2,"1h,4h",27.12,24.6,HIGHWAY,EXCITED,7913397929.0,1.4,1.2,1131585.0,0.0,68.6,29.0,8.0,206.07,MEGA,0.25,24.495,24.38,24.61,0.9,PREMIUM,PREMIUM,1890,11,1075,99.9,A,,,,False,3.124992857142857,1.21,N/A,
KEEL,Long,BOUNCE,T1-STRONG_LONG,100,4.81,4.4911,5.4478,,2.0,0.3189,4.81,0.7,CLOSE,8,6,"10m,15m,1d,1h,30m,4h",4.775,4.63,HIGHWAY,EXCITED,307095329.0,1.1,1.0,1187223.0,0.0,29.3,47.0,8.0,577.56,MEGA,0.07,4.6475,4.64,4.655,0.3,FLAT,FLAT,302,10,116,99.9,A,,,,True,0.49357142857142866,0.65,N/A,
POET,Long,PULLBACK,T2-LONG,78,13.72,12.7264,15.7072,14.8725,2.0,0.9936,14.59,6.0,APPROACH,1,1,4h,13.72,13.12,OPEN_ROAD,EXCITED,809642601.0,0.5,0.6,1586238.0,0.0,45.3,40.0,8.0,131.85,HIGH,0.26,14.8725,14.82,14.925,0.7,DISCOUNT,DISCOUNT,1374,12,620,4.0,C,,,,True,2.598914285714286,0.38,N/A,
BMNR,Long,BOUNCE,T2-LONG,54,18.88,18.0711,20.4978,19.5225,2.0,0.8089,18.88,0.5,CLOSE,1,1,1d,18.78,18.63,OPEN_ROAD,EXCITED,442059639.0,0.7,0.7,2031142.0,0.0,8.6,29.0,8.0,529.62,MEGA,0.05,19.5225,19.61,19.435,-0.9,DISCOUNT,DISCOUNT,846,2,796,2.2,C,,,,True,1.2178571428571423,0.66,N/A,
