ticker,side,pm_gap_down_pct,pm_last_drop_pct,pm_high,pm_low,pm_open,pm_last,pm_vol,avg_pm_vol_5d,rel_vol,position_in_range,holding_weak,prev_close,est_open,stop,target,shares,risk_dollars,score,sector_mult,sector_label,state,lifecycle_phase,gap_tier,atr_14,float_m,borrow_risk
LRMR,SHORT,34.97,20.84,4.36,2.38,4.28,2.8973,2560949,14336,178.63,0.26,True,3.66,2.8973,2.9263,2.8394,3451,99.99,234.1966,0.874,HOT,SHORT_GENESIS,SHORT_GENESIS,EXTREME,0.276,103.88,MEDIUM
IBRX,SHORT,3.17,2.53,8.86,8.4335,8.86,8.49,363418,161598,2.25,0.13,True,8.71,8.49,8.5749,8.3202,1177,99.93,6.8692,0.874,HOT,SHORT_GENESIS,SHORT_GENESIS,IN_BAND,0.5028,1047.35,LOW
