ticker,side,tier,fem,mode,entry,stop,t1,t2,shares,rr,spy_regime,current_price,entry_type,n_gaps_above,gap_above_conviction,scan_date,asof
ORCL,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,179.67,199.49,170.69,,5,0.45,HOSTILE,179.195,LIMIT,5,CONVICTION,2026-06-11,2026-06-11T10:50:25.735865
PAYC,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,135.01,138.31,124.82,121.12,30,3.09,HOSTILE,133.76,LIMIT,5,CONVICTION,2026-06-11,2026-06-11T10:52:42.543679
LAZ,SHORT,CONVICTION,100.0,BEAR_REJECTION_PENDING,43.81,46.88,37.93,,32,1.92,HOSTILE,42.955,LIMIT,5,CONVICTION,2026-06-11,2026-06-11T10:54:15.423655
HOOD,SHORT,CONVICTION,95.0,BEAR_REJECTION_PENDING,89.16,99.98,84.7,,9,0.41,HOSTILE,87.41,LIMIT,5,CONVICTION,2026-06-11,2026-06-11T10:50:46.066972
NVDA,SHORT,CONVICTION,91.2,BEAR_REJECTION_PENDING,204.43,209.23,190.84,182.08,20,2.83,HOSTILE,201.5094,LIMIT,5,VACUUM,2026-06-11,2026-06-11T10:50:11.191169
CAVA,SHORT,CONVICTION,89.8,BEAR_REJECTION_PENDING,85.92,89.96,78.55,74.0,24,1.83,HOSTILE,84.235,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:51:45.432902
PRIM,SHORT,CONVICTION,84.0,BEAR_REJECTION_PENDING,94.27,97.1,80.0,87.83,35,5.04,HOSTILE,92.56,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:55:15.012963
SAIL,SHORT,CONVICTION,82.5,BEAR_REJECTION_PENDING,14.54,14.97,13.23,13.23,233,3.06,HOSTILE,14.255,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:55:39.670565
NABL,SHORT,CONVICTION,81.0,BEAR_REJECTION_PENDING,3.12,3.25,2.97,,800,1.25,HOSTILE,3.06,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:55:00.426398
FIVN,SHORT,CONVICTION,80.8,BEAR_REJECTION_PENDING,20.85,21.39,19.81,,185,1.93,HOSTILE,20.44,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:55:52.714925
BILL,SHORT,CONVICTION,79.4,BEAR_REJECTION_PENDING,32.06,32.65,30.46,,168,2.7,HOSTILE,31.7,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:55:15.337006
INTC,SHORT,CONVICTION,78.2,BEAR_REJECTION_PENDING,116.9,130.09,111.06,,7,0.44,HOSTILE,114.6099,LIMIT,5,VACUUM,2026-06-11,2026-06-11T10:49:53.784384
ILMN,SHORT,CONVICTION,78.0,BEAR_REJECTION_PENDING,163.0,166.39,144.61,147.28,29,5.43,HOSTILE,162.29,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:51:58.015294
MRLN,SHORT,CONVICTION,76.1,BEAR_REJECTION_PENDING,7.17,7.56,6.19,6.24,259,2.55,HOSTILE,7.03,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:55:31.243949
NCRA,SHORT,CONVICTION,75.5,BEAR_REJECTION_PENDING,0.11,0.13,0.1,,4137,0.22,HOSTILE,0.1065,LIMIT,5,MINOR,2026-06-11,2026-06-11T10:50:28.755739
CBRL,SHORT,CONVICTION,74.1,BEAR_REJECTION_PENDING,44.72,49.84,42.48,,19,0.44,HOSTILE,43.84,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:51:09.995122
PMI,SHORT,CONVICTION,74.0,BEAR_REJECTION_PENDING,0.19,0.22,0.18,,4393,0.42,HOSTILE,0.189,LIMIT,5,MINOR,2026-06-11,2026-06-11T10:56:18.302362
SKYQ,SHORT,CONVICTION,73.8,BEAR_REJECTION_PENDING,1.75,2.2,1.66,,224,0.2,HOSTILE,1.735,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:50:34.264368
TMHC,SHORT,CONVICTION,73.0,BEAR_REJECTION_PENDING,72.14,73.22,68.53,,92,3.33,HOSTILE,71.535,LIMIT,5,MINOR,2026-06-11,2026-06-11T10:54:57.931995
ASST,SHORT,CONVICTION,72.2,BEAR_REJECTION_PENDING,14.35,15.1,12.22,12.5,134,2.86,HOSTILE,14.07,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:55:28.901907
PENN,SHORT,CONVICTION,72.0,BEAR_REJECTION_PENDING,21.93,22.31,20.44,19.18,262,3.91,HOSTILE,21.52,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:51:22.928502
SMCI,SHORT,CONVICTION,70.7,BEAR_REJECTION_PENDING,29.33,30.69,27.14,,73,1.61,HOSTILE,29.23,LIMIT,5,MINOR,2026-06-11,2026-06-11T10:50:04.048209
ACB,SHORT,CONVICTION,70.5,BEAR_REJECTION_PENDING,2.95,3.31,2.8,,277,0.41,HOSTILE,2.8879,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:56:09.528577
FLUT,SHORT,CONVICTION,69.2,BEAR_REJECTION_PENDING,114.25,121.63,99.15,95.66,13,2.05,HOSTILE,112.01,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:51:41.457833
WOLF,SHORT,CONVICTION,68.8,BEAR_REJECTION_PENDING,44.01,50.06,41.81,,16,0.36,HOSTILE,43.15,LIMIT,5,VACUUM,2026-06-11,2026-06-11T10:55:05.092704
HTFL,SHORT,CONVICTION,68.3,BEAR_REJECTION_PENDING,31.63,33.67,26.64,,49,2.45,HOSTILE,31.01,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:52:24.594671
GDC,SHORT,CONVICTION,68.0,BEAR_REJECTION_PENDING,0.1,0.11,0.1,,17636,0.92,HOSTILE,0.1034,LIMIT,3,MINOR,2026-06-11,2026-06-11T10:50:05.961849
FRSH,SHORT,CONVICTION,68.0,BEAR_REJECTION_PENDING,9.13,9.47,7.71,8.16,296,4.2,HOSTILE,9.04,LIMIT,5,COMPRESSION,2026-06-11,2026-06-11T10:50:51.354030
LMND,SHORT,CONVICTION,68.0,BEAR_REJECTION_PENDING,56.75,57.85,53.25,54.21,91,3.19,HOSTILE,56.23,LIMIT,5,MINOR,2026-06-11,2026-06-11T10:51:56.700267
