ticker,last,prev_high,prev_low,prev_close,pdh_state,pdl_state,opening_range_ready,opening_range_high,opening_range_low,opening_range_position,opening_range_state,day_range_position,first_pullback_after_high,first_rally_after_low,last_hour_close_strength,last_hour_volume_bias,long_score,long_class,short_score,short_class
ABEO,6.39,6.13,5.83,6.02,ABOVE_PDH,ABOVE_PDL,True,6.2,5.99,1.0,ABOVE_ORH,1.0,False,False,1.0,3.59,84,AVOID_LONG_CHASE,26,AVOID_SHORT
ABSI,6.84,7.47,6.8501,7.13,BELOW_PDH,BELOW_PDL,True,7.235,6.95,0.0,BELOW_ORL,0.273,False,True,0.273,2.0,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
ACRS,5.18,5.365,5.18,5.33,BELOW_PDH,TESTING_PDL,True,5.35,5.15,0.15,OR_BOTTOM_THIRD,0.433,False,True,0.433,2.7,50,RELOAD_ZONE,68,FIRST_RALLY_SHORT_ZONE
AHMA,1.39,1.58,1.53,1.54,BELOW_PDH,BELOW_PDL,True,1.52,1.45,0.0,BELOW_ORL,0.071,False,True,,,18,AVOID_LONG,90,FIRST_RALLY_SHORT_ZONE
ALHC,18.29,18.81,17.93,18.43,BELOW_PDH,RECLAIMED_PDL,True,18.73,17.91,0.463,OR_MIDDLE,0.463,False,False,0.463,6.3,62,NEUTRAL,42,AVOID_SHORT
AMIX,4.6495,3.12,2.44,2.75,ABOVE_PDH,ABOVE_PDL,True,7.25,4.21,0.145,OR_BOTTOM_THIRD,0.217,False,False,0.217,0.17,70,CONTINUATION_LONG,42,NEUTRAL
AMKR,43.8,52.1,45.06,45.69,BELOW_PDH,BELOW_PDL,True,48.35,45.31,0.0,BELOW_ORL,0.2,False,True,0.2,1.59,10,AVOID_LONG,100,FIRST_RALLY_SHORT_ZONE
AMRX,19.4,18.81,18.25,18.76,ABOVE_PDH,ABOVE_PDL,True,19.14,18.805,1.0,ABOVE_ORH,1.0,False,False,1.0,3.98,84,AVOID_LONG_CHASE,26,AVOID_SHORT
BAND,37.05,58.215,50.46,52.25,BELOW_PDH,BELOW_PDL,True,39.08,35.2,0.477,OR_MIDDLE,0.385,False,False,0.385,1.92,38,NEUTRAL,62,CONTINUATION_SHORT
BAX,24.5111,24.75,23.575,24.37,REJECTED_PDH,ABOVE_PDL,True,24.925,24.305,0.332,OR_BOTTOM_THIRD,0.358,False,False,0.358,3.08,46,AVOID_LONG,62,NEUTRAL
BLDR,67.0001,75.695,72.68,73.68,BELOW_PDH,BELOW_PDL,True,72.65,69.745,0.0,BELOW_ORL,0.0,False,False,0.0,2.96,18,AVOID_LONG,84,AVOID_SHORT_CHASE
BMNR,16.765,17.89,16.33,17.57,BELOW_PDH,ABOVE_PDL,True,17.5,17.115,0.0,BELOW_ORL,0.196,False,False,0.196,3.04,30,AVOID_LONG,72,CONTINUATION_SHORT
